month_date,Region,Region_key,g_total,g_market,g_mining,g_lifestyle,g_epsilon
2021-02-01,GREATER BRISBANE,BRISBANE,0.226951,0.310704,-0.012873,0.061820,-0.132700
2021-03-01,GREATER BRISBANE,BRISBANE,0.249679,0.337639,-0.012829,0.064528,-0.139659
2021-04-01,GREATER BRISBANE,BRISBANE,0.271467,0.358822,-0.013311,0.070189,-0.144233
2021-05-01,GREATER BRISBANE,BRISBANE,0.290084,0.372872,-0.013540,0.073879,-0.143127
2021-06-01,GREATER BRISBANE,BRISBANE,0.309039,0.384148,-0.013438,0.078489,-0.140160
2021-07-01,GREATER BRISBANE,BRISBANE,0.318021,0.396484,-0.012414,0.083625,-0.149674
2021-08-01,GREATER BRISBANE,BRISBANE,0.339985,0.409281,-0.012518,0.090248,-0.147027
2021-09-01,GREATER BRISBANE,BRISBANE,0.380111,0.428798,-0.011616,0.097637,-0.134708
2021-10-01,GREATER BRISBANE,BRISBANE,0.412419,0.443454,-0.011083,0.101752,-0.121704
2021-11-01,GREATER BRISBANE,BRISBANE,0.442393,0.451233,-0.009768,0.109013,-0.108086
2021-12-01,GREATER BRISBANE,BRISBANE,0.454412,0.455294,-0.009159,0.116677,-0.108400
2022-01-01,GREATER BRISBANE,BRISBANE,0.462122,0.457516,-0.008684,0.122585,-0.109295
2022-02-01,GREATER BRISBANE,BRISBANE,0.477240,0.460031,-0.007278,0.126039,-0.101552
2022-03-01,GREATER BRISBANE,BRISBANE,0.479613,0.456816,-0.005752,0.130109,-0.101560
2022-04-01,GREATER BRISBANE,BRISBANE,0.483996,0.451616,-0.003783,0.131509,-0.095346
2022-05-01,GREATER BRISBANE,BRISBANE,0.477526,0.440979,-0.002574,0.133150,-0.094028
2022-06-01,GREATER BRISBANE,BRISBANE,0.459950,0.431014,-0.001364,0.132422,-0.102122
2022-07-01,GREATER BRISBANE,BRISBANE,0.445896,0.416933,-0.000480,0.132341,-0.102898
2022-08-01,GREATER BRISBANE,BRISBANE,0.437039,0.406839,0.000614,0.129407,-0.099822
2022-09-01,GREATER BRISBANE,BRISBANE,0.421755,0.399783,0.000879,0.125535,-0.104443
2022-10-01,GREATER BRISBANE,BRISBANE,0.417366,0.395640,0.001787,0.127218,-0.107277
2022-11-01,GREATER BRISBANE,BRISBANE,0.414287,0.395237,0.002163,0.127389,-0.110503
2022-12-01,GREATER BRISBANE,BRISBANE,0.414952,0.394287,0.001786,0.127621,-0.108742
2023-01-01,GREATER BRISBANE,BRISBANE,0.419775,0.392908,0.001466,0.126520,-0.101120
2023-02-01,GREATER BRISBANE,BRISBANE,0.426954,0.393502,0.001736,0.123148,-0.091433
2023-03-01,GREATER BRISBANE,BRISBANE,0.427569,0.395427,0.001696,0.119437,-0.088992
2023-04-01,GREATER BRISBANE,BRISBANE,0.436316,0.402982,0.001171,0.119622,-0.087459
2023-05-01,GREATER BRISBANE,BRISBANE,0.452576,0.413363,0.000682,0.118957,-0.080426
2023-06-01,GREATER BRISBANE,BRISBANE,0.465098,0.424253,-0.000026,0.117265,-0.076395
2023-07-01,GREATER BRISBANE,BRISBANE,0.472475,0.432927,0.000065,0.116220,-0.076736
2023-08-01,GREATER BRISBANE,BRISBANE,0.481748,0.441087,0.000220,0.112360,-0.071919
2023-09-01,GREATER BRISBANE,BRISBANE,0.498184,0.452624,0.000943,0.108571,-0.063954
2023-10-01,GREATER BRISBANE,BRISBANE,0.510719,0.467569,0.001509,0.105235,-0.063594
2023-11-01,GREATER BRISBANE,BRISBANE,0.533757,0.481139,0.002227,0.104210,-0.053820
2023-12-01,GREATER BRISBANE,BRISBANE,0.554512,0.496070,0.002712,0.103054,-0.047323
2024-01-01,GREATER BRISBANE,BRISBANE,0.564139,0.505027,0.003157,0.101527,-0.045573
2024-02-01,GREATER BRISBANE,BRISBANE,0.573784,0.516474,0.004127,0.097592,-0.044410
2024-03-01,GREATER BRISBANE,BRISBANE,0.595396,0.529984,0.005354,0.096490,-0.036432
2024-04-01,GREATER BRISBANE,BRISBANE,0.607206,0.540116,0.007733,0.095447,-0.036090
2024-05-01,GREATER BRISBANE,BRISBANE,0.613159,0.546446,0.008791,0.097122,-0.039201
2024-06-01,GREATER BRISBANE,BRISBANE,0.622995,0.546077,0.010092,0.096901,-0.030075
2024-07-01,GREATER BRISBANE,BRISBANE,0.627745,0.543596,0.011908,0.099070,-0.026828
2024-08-01,GREATER BRISBANE,BRISBANE,0.636882,0.539253,0.013717,0.101990,-0.018079
2024-09-01,GREATER BRISBANE,BRISBANE,0.642290,0.535941,0.015251,0.104468,-0.013370
2024-10-01,GREATER BRISBANE,BRISBANE,0.642175,0.531080,0.015599,0.105801,-0.010304
2000-02-01,GREATER DARWIN,DARWIN,0.486975,0.226192,-0.030769,0.062130,0.229422
2000-03-01,GREATER DARWIN,DARWIN,0.510393,0.237976,-0.029896,0.062121,0.240192
2000-04-01,GREATER DARWIN,DARWIN,0.510543,0.242671,-0.031451,0.061311,0.238012
2000-05-01,GREATER DARWIN,DARWIN,0.477042,0.240905,-0.031746,0.059982,0.207901
2000-06-01,GREATER DARWIN,DARWIN,0.463897,0.242625,-0.029242,0.061688,0.188826
2000-07-01,GREATER DARWIN,DARWIN,0.463523,0.247654,-0.030491,0.060331,0.186029
2000-08-01,GREATER DARWIN,DARWIN,0.428745,0.249951,-0.029915,0.059225,0.149484
2000-09-01,GREATER DARWIN,DARWIN,0.398018,0.251243,-0.029992,0.057232,0.119536
2000-10-01,GREATER DARWIN,DARWIN,0.384704,0.257936,-0.029738,0.059518,0.096989
2000-11-01,GREATER DARWIN,DARWIN,0.387114,0.265070,-0.030530,0.057632,0.094942
2000-12-01,GREATER DARWIN,DARWIN,0.388515,0.272802,-0.031482,0.054687,0.092508
2001-01-01,GREATER DARWIN,DARWIN,0.375283,0.279302,-0.030811,0.052583,0.074209
2001-02-01,GREATER DARWIN,DARWIN,0.371645,0.286807,-0.031192,0.051343,0.064687
2001-03-01,GREATER DARWIN,DARWIN,0.354992,0.292379,-0.033616,0.048956,0.047274
2001-04-01,GREATER DARWIN,DARWIN,0.361478,0.301649,-0.034532,0.048406,0.045955
2001-05-01,GREATER DARWIN,DARWIN,0.346964,0.313186,-0.034188,0.049305,0.018661
2001-06-01,GREATER DARWIN,DARWIN,0.367481,0.325753,-0.034509,0.052224,0.024014
2001-07-01,GREATER DARWIN,DARWIN,0.382694,0.340703,-0.034370,0.054455,0.021906
2001-08-01,GREATER DARWIN,DARWIN,0.386996,0.350224,-0.033877,0.054158,0.016492
2001-09-01,GREATER DARWIN,DARWIN,0.393292,0.363976,-0.035876,0.050651,0.014540
2001-10-01,GREATER DARWIN,DARWIN,0.408048,0.373953,-0.034258,0.048054,0.020298
2001-11-01,GREATER DARWIN,DARWIN,0.408402,0.381062,-0.033867,0.045520,0.015686
2001-12-01,GREATER DARWIN,DARWIN,0.409310,0.387521,-0.033772,0.041918,0.013643
2002-01-01,GREATER DARWIN,DARWIN,0.402404,0.398324,-0.033088,0.038866,-0.001697
2002-02-01,GREATER DARWIN,DARWIN,0.416028,0.409917,-0.034196,0.037901,0.002406
2002-03-01,GREATER DARWIN,DARWIN,0.403272,0.422782,-0.034549,0.034337,-0.019298
2002-04-01,GREATER DARWIN,DARWIN,0.365857,0.434384,-0.035076,0.030991,-0.064441
2002-05-01,GREATER DARWIN,DARWIN,0.356542,0.442710,-0.033558,0.029165,-0.081776
2002-06-01,GREATER DARWIN,DARWIN,0.350001,0.448720,-0.034237,0.025176,-0.089659
2002-07-01,GREATER DARWIN,DARWIN,0.380878,0.459080,-0.032784,0.019734,-0.065152
2002-08-01,GREATER DARWIN,DARWIN,0.378898,0.470805,-0.033395,0.016335,-0.074846
2002-09-01,GREATER DARWIN,DARWIN,0.394398,0.482663,-0.032571,0.013301,-0.068994
2002-10-01,GREATER DARWIN,DARWIN,0.412324,0.490675,-0.032468,0.007292,-0.053176
2002-11-01,GREATER DARWIN,DARWIN,0.414359,0.497567,-0.031611,0.001501,-0.053097
2002-12-01,GREATER DARWIN,DARWIN,0.415759,0.508474,-0.031330,-0.003433,-0.057952
2003-01-01,GREATER DARWIN,DARWIN,0.398230,0.524084,-0.028598,-0.007616,-0.089640
2003-02-01,GREATER DARWIN,DARWIN,0.393448,0.534699,-0.028325,-0.013985,-0.098941
2003-03-01,GREATER DARWIN,DARWIN,0.412376,0.548350,-0.027537,-0.023552,-0.084885
2003-04-01,GREATER DARWIN,DARWIN,0.404602,0.567224,-0.025843,-0.029169,-0.107609
2003-05-01,GREATER DARWIN,DARWIN,0.396983,0.581223,-0.025586,-0.034860,-0.123794
2003-06-01,GREATER DARWIN,DARWIN,0.376338,0.599536,-0.023981,-0.038207,-0.161011
2003-07-01,GREATER DARWIN,DARWIN,0.388934,0.627015,-0.023766,-0.043065,-0.171249
2003-08-01,GREATER DARWIN,DARWIN,0.400471,0.646949,-0.023660,-0.050968,-0.171850
2003-09-01,GREATER DARWIN,DARWIN,0.410385,0.661073,-0.021898,-0.057304,-0.171487
2003-10-01,GREATER DARWIN,DARWIN,0.403706,0.669290,-0.020947,-0.062914,-0.181724
2003-11-01,GREATER DARWIN,DARWIN,0.409250,0.667153,-0.019721,-0.065414,-0.172768
2003-12-01,GREATER DARWIN,DARWIN,0.417819,0.663666,-0.018215,-0.068149,-0.159484
2004-01-01,GREATER DARWIN,DARWIN,0.419500,0.668225,-0.017158,-0.070776,-0.160791
2004-02-01,GREATER DARWIN,DARWIN,0.400164,0.668590,-0.016130,-0.073701,-0.178595
2004-03-01,GREATER DARWIN,DARWIN,0.416029,0.671122,-0.013988,-0.075876,-0.165229
2004-04-01,GREATER DARWIN,DARWIN,0.450054,0.669584,-0.011881,-0.079452,-0.128197
2004-05-01,GREATER DARWIN,DARWIN,0.473344,0.661466,-0.006984,-0.079847,-0.101291
2004-06-01,GREATER DARWIN,DARWIN,0.456179,0.657963,-0.004283,-0.081140,-0.116360
2004-07-01,GREATER DARWIN,DARWIN,0.459693,0.657856,-0.002118,-0.082490,-0.113555
2004-08-01,GREATER DARWIN,DARWIN,0.457792,0.654539,-0.002416,-0.084173,-0.110158
2004-09-01,GREATER DARWIN,DARWIN,0.459774,0.650232,0.000387,-0.084153,-0.106691
2004-10-01,GREATER DARWIN,DARWIN,0.489227,0.643661,0.002958,-0.084719,-0.072674
2004-11-01,GREATER DARWIN,DARWIN,0.509936,0.641749,0.005472,-0.086213,-0.051072
2004-12-01,GREATER DARWIN,DARWIN,0.531492,0.642147,0.008194,-0.086398,-0.032451
2005-01-01,GREATER DARWIN,DARWIN,0.533647,0.639583,0.011156,-0.088530,-0.028562
2005-02-01,GREATER DARWIN,DARWIN,0.537511,0.637083,0.014878,-0.087623,-0.026829
2005-03-01,GREATER DARWIN,DARWIN,0.518574,0.632048,0.017142,-0.087260,-0.043355
2005-04-01,GREATER DARWIN,DARWIN,0.519603,0.631598,0.020501,-0.083579,-0.048917
2005-05-01,GREATER DARWIN,DARWIN,0.561860,0.634558,0.021832,-0.080797,-0.013733
2005-06-01,GREATER DARWIN,DARWIN,0.567747,0.634566,0.021886,-0.080029,-0.008676
2005-07-01,GREATER DARWIN,DARWIN,0.571325,0.634541,0.026073,-0.077891,-0.011399
2005-08-01,GREATER DARWIN,DARWIN,0.590808,0.635927,0.029228,-0.076520,0.002173
2005-09-01,GREATER DARWIN,DARWIN,0.595292,0.640032,0.032809,-0.074615,-0.002933
2005-10-01,GREATER DARWIN,DARWIN,0.593126,0.638159,0.036192,-0.075543,-0.005682
2005-11-01,GREATER DARWIN,DARWIN,0.590311,0.635787,0.040753,-0.073248,-0.012981
2005-12-01,GREATER DARWIN,DARWIN,0.612945,0.632640,0.045810,-0.069506,0.004000
2006-01-01,GREATER DARWIN,DARWIN,0.652446,0.631334,0.050070,-0.066221,0.037263
2006-02-01,GREATER DARWIN,DARWIN,0.694465,0.631845,0.056228,-0.063140,0.069533
2006-03-01,GREATER DARWIN,DARWIN,0.724725,0.632390,0.063452,-0.058942,0.087825
2006-04-01,GREATER DARWIN,DARWIN,0.725609,0.630499,0.068794,-0.057887,0.084203
2006-05-01,GREATER DARWIN,DARWIN,0.720927,0.626730,0.074243,-0.055939,0.075893
2006-06-01,GREATER DARWIN,DARWIN,0.720167,0.621180,0.079439,-0.056781,0.076329
2006-07-01,GREATER DARWIN,DARWIN,0.727383,0.610925,0.084401,-0.056106,0.088164
2006-08-01,GREATER DARWIN,DARWIN,0.738494,0.603358,0.085976,-0.055359,0.104519
2006-09-01,GREATER DARWIN,DARWIN,0.744980,0.595244,0.088987,-0.052621,0.113370
2006-10-01,GREATER DARWIN,DARWIN,0.732481,0.588577,0.089109,-0.051038,0.105833
2006-11-01,GREATER DARWIN,DARWIN,0.729797,0.582676,0.088595,-0.049624,0.108150
2006-12-01,GREATER DARWIN,DARWIN,0.716011,0.576587,0.088918,-0.049545,0.100051
2007-01-01,GREATER DARWIN,DARWIN,0.709072,0.569135,0.088832,-0.047189,0.098294
2007-02-01,GREATER DARWIN,DARWIN,0.680937,0.560741,0.090821,-0.045967,0.075342
2007-03-01,GREATER DARWIN,DARWIN,0.690135,0.555013,0.091313,-0.044784,0.088593
2007-04-01,GREATER DARWIN,DARWIN,0.742987,0.550085,0.093036,-0.043541,0.143407
2007-05-01,GREATER DARWIN,DARWIN,0.733623,0.548734,0.093877,-0.039522,0.130533
2007-06-01,GREATER DARWIN,DARWIN,0.725894,0.544761,0.093801,-0.034311,0.121643
2007-07-01,GREATER DARWIN,DARWIN,0.723267,0.538977,0.094085,-0.028970,0.119176
2007-08-01,GREATER DARWIN,DARWIN,0.708961,0.531962,0.094742,-0.026751,0.109007
2007-09-01,GREATER DARWIN,DARWIN,0.713638,0.525085,0.095397,-0.026751,0.119908
2007-10-01,GREATER DARWIN,DARWIN,0.720696,0.521064,0.094746,-0.022836,0.127724
2007-11-01,GREATER DARWIN,DARWIN,0.738996,0.515805,0.093281,-0.017610,0.147520
2007-12-01,GREATER DARWIN,DARWIN,0.747663,0.506737,0.092223,-0.014046,0.162749
2008-01-01,GREATER DARWIN,DARWIN,0.753645,0.492803,0.092172,-0.009088,0.177758
2008-02-01,GREATER DARWIN,DARWIN,0.761497,0.479886,0.091097,-0.005255,0.195769
2008-03-01,GREATER DARWIN,DARWIN,0.760239,0.459623,0.090224,0.000419,0.209973
2008-04-01,GREATER DARWIN,DARWIN,0.782641,0.436583,0.088445,0.005869,0.251744
2008-05-01,GREATER DARWIN,DARWIN,0.786286,0.413583,0.088085,0.011720,0.272898
2008-06-01,GREATER DARWIN,DARWIN,0.802790,0.388955,0.086164,0.017925,0.309746
2008-07-01,GREATER DARWIN,DARWIN,0.784538,0.359204,0.085727,0.025887,0.313720
2008-08-01,GREATER DARWIN,DARWIN,0.753518,0.333692,0.084336,0.031475,0.304015
2008-09-01,GREATER DARWIN,DARWIN,0.747485,0.312928,0.083021,0.036642,0.314893
2008-10-01,GREATER DARWIN,DARWIN,0.740846,0.294001,0.082937,0.041340,0.322568
2008-11-01,GREATER DARWIN,DARWIN,0.734009,0.287298,0.080569,0.041189,0.324953
2008-12-01,GREATER DARWIN,DARWIN,0.722935,0.285241,0.078596,0.043188,0.315909
2009-01-01,GREATER DARWIN,DARWIN,0.717550,0.281482,0.076885,0.047198,0.311986
2009-02-01,GREATER DARWIN,DARWIN,0.738189,0.280716,0.076736,0.048775,0.331962
2009-03-01,GREATER DARWIN,DARWIN,0.735347,0.279930,0.075243,0.050092,0.330082
2009-04-01,GREATER DARWIN,DARWIN,0.724197,0.284613,0.072535,0.051411,0.315638
2009-05-01,GREATER DARWIN,DARWIN,0.711892,0.288291,0.068970,0.050693,0.303938
2009-06-01,GREATER DARWIN,DARWIN,0.716607,0.290055,0.066289,0.051565,0.308698
2009-07-01,GREATER DARWIN,DARWIN,0.709483,0.291966,0.064882,0.054043,0.298592
2009-08-01,GREATER DARWIN,DARWIN,0.736995,0.293717,0.065242,0.057127,0.320909
2009-09-01,GREATER DARWIN,DARWIN,0.741296,0.299168,0.062385,0.058289,0.321455
2009-10-01,GREATER DARWIN,DARWIN,0.725933,0.304848,0.059284,0.060629,0.301172
2009-11-01,GREATER DARWIN,DARWIN,0.720024,0.303971,0.057616,0.062233,0.296203
2009-12-01,GREATER DARWIN,DARWIN,0.709268,0.304087,0.055673,0.063202,0.286306
2010-01-01,GREATER DARWIN,DARWIN,0.700467,0.308627,0.053106,0.064340,0.274395
2010-02-01,GREATER DARWIN,DARWIN,0.690733,0.309162,0.050469,0.066628,0.264475
2010-03-01,GREATER DARWIN,DARWIN,0.683999,0.311059,0.047483,0.068415,0.257043
2010-04-01,GREATER DARWIN,DARWIN,0.684974,0.310762,0.043712,0.066647,0.263853
2010-05-01,GREATER DARWIN,DARWIN,0.663664,0.309859,0.043019,0.066980,0.243807
2010-06-01,GREATER DARWIN,DARWIN,0.646352,0.303433,0.040617,0.064403,0.237899
2010-07-01,GREATER DARWIN,DARWIN,0.645000,0.301824,0.036904,0.064760,0.241512
2010-08-01,GREATER DARWIN,DARWIN,0.626300,0.297441,0.033199,0.065519,0.230140
2010-09-01,GREATER DARWIN,DARWIN,0.633975,0.289061,0.030211,0.066239,0.248465
2010-10-01,GREATER DARWIN,DARWIN,0.641289,0.283575,0.026280,0.066234,0.265201
2010-11-01,GREATER DARWIN,DARWIN,0.650125,0.276447,0.021066,0.064207,0.288404
2010-12-01,GREATER DARWIN,DARWIN,0.635070,0.270040,0.016801,0.063652,0.284577
2011-01-01,GREATER DARWIN,DARWIN,0.584301,0.260768,0.011402,0.061261,0.250870
2011-02-01,GREATER DARWIN,DARWIN,0.535726,0.252330,0.006232,0.060474,0.216689
2011-03-01,GREATER DARWIN,DARWIN,0.509856,0.245764,-0.000731,0.057843,0.206981
2011-04-01,GREATER DARWIN,DARWIN,0.507407,0.237233,-0.005016,0.056701,0.218489
2011-05-01,GREATER DARWIN,DARWIN,0.493409,0.227173,-0.010205,0.055348,0.221093
2011-06-01,GREATER DARWIN,DARWIN,0.465562,0.215192,-0.014556,0.052067,0.212859
2011-07-01,GREATER DARWIN,DARWIN,0.428313,0.206780,-0.020402,0.049082,0.192852
2011-08-01,GREATER DARWIN,DARWIN,0.430248,0.197870,-0.021634,0.048311,0.205701
2011-09-01,GREATER DARWIN,DARWIN,0.436172,0.190846,-0.023612,0.048778,0.220160
2011-10-01,GREATER DARWIN,DARWIN,0.446583,0.186796,-0.025137,0.049858,0.235067
2011-11-01,GREATER DARWIN,DARWIN,0.439695,0.180909,-0.025212,0.049315,0.234683
2011-12-01,GREATER DARWIN,DARWIN,0.452519,0.176481,-0.024105,0.050690,0.249453
2012-01-01,GREATER DARWIN,DARWIN,0.476028,0.174298,-0.023738,0.051549,0.273918
2012-02-01,GREATER DARWIN,DARWIN,0.491448,0.168065,-0.023206,0.051609,0.294980
2012-03-01,GREATER DARWIN,DARWIN,0.469802,0.157609,-0.022079,0.051801,0.282470
2012-04-01,GREATER DARWIN,DARWIN,0.442348,0.147159,-0.022012,0.051502,0.265699
2012-05-01,GREATER DARWIN,DARWIN,0.454543,0.134397,-0.021942,0.050719,0.291370
2012-06-01,GREATER DARWIN,DARWIN,0.465836,0.127166,-0.021345,0.050049,0.309966
2012-07-01,GREATER DARWIN,DARWIN,0.438515,0.119455,-0.019978,0.049364,0.289674
2012-08-01,GREATER DARWIN,DARWIN,0.433617,0.112752,-0.018768,0.050461,0.289172
2012-09-01,GREATER DARWIN,DARWIN,0.425422,0.105020,-0.017207,0.051173,0.286435
2012-10-01,GREATER DARWIN,DARWIN,0.415040,0.098017,-0.015735,0.051529,0.281230
2012-11-01,GREATER DARWIN,DARWIN,0.415591,0.093020,-0.016341,0.050720,0.288192
2012-12-01,GREATER DARWIN,DARWIN,0.409550,0.090552,-0.015493,0.051596,0.282895
2013-01-01,GREATER DARWIN,DARWIN,0.427510,0.091459,-0.016243,0.051613,0.300682
2013-02-01,GREATER DARWIN,DARWIN,0.438057,0.095451,-0.014968,0.053485,0.304089
2013-03-01,GREATER DARWIN,DARWIN,0.446548,0.101271,-0.013902,0.054333,0.304845
2013-04-01,GREATER DARWIN,DARWIN,0.419348,0.109830,-0.013796,0.054060,0.269255
2013-05-01,GREATER DARWIN,DARWIN,0.404094,0.118888,-0.014239,0.052832,0.246614
2013-06-01,GREATER DARWIN,DARWIN,0.381890,0.128928,-0.015200,0.052104,0.216058
2013-07-01,GREATER DARWIN,DARWIN,0.359068,0.133816,-0.017254,0.049623,0.192882
2013-08-01,GREATER DARWIN,DARWIN,0.369539,0.143794,-0.017029,0.050802,0.191972
2013-09-01,GREATER DARWIN,DARWIN,0.368721,0.151993,-0.017017,0.050382,0.183363
2013-10-01,GREATER DARWIN,DARWIN,0.364746,0.162248,-0.017416,0.050824,0.169090
2013-11-01,GREATER DARWIN,DARWIN,0.324205,0.169382,-0.016245,0.052588,0.118480
2013-12-01,GREATER DARWIN,DARWIN,0.305284,0.172485,-0.016680,0.052177,0.097301
2014-01-01,GREATER DARWIN,DARWIN,0.301873,0.172362,-0.016580,0.051746,0.094345
2014-02-01,GREATER DARWIN,DARWIN,0.290926,0.173907,-0.017029,0.052727,0.081321
2014-03-01,GREATER DARWIN,DARWIN,0.292046,0.171364,-0.018379,0.049824,0.089238
2014-04-01,GREATER DARWIN,DARWIN,0.294697,0.168852,-0.020572,0.049294,0.097122
2014-05-01,GREATER DARWIN,DARWIN,0.286644,0.167964,-0.021280,0.048344,0.091616
2014-06-01,GREATER DARWIN,DARWIN,0.293886,0.164704,-0.020192,0.047032,0.102342
2014-07-01,GREATER DARWIN,DARWIN,0.299595,0.156751,-0.021661,0.043898,0.120607
2014-08-01,GREATER DARWIN,DARWIN,0.267222,0.152583,-0.024363,0.043060,0.095942
2014-09-01,GREATER DARWIN,DARWIN,0.244126,0.146837,-0.025447,0.040014,0.082722
2014-10-01,GREATER DARWIN,DARWIN,0.218311,0.142297,-0.025920,0.036782,0.065151
2014-11-01,GREATER DARWIN,DARWIN,0.185481,0.140727,-0.026507,0.035199,0.036061
2014-12-01,GREATER DARWIN,DARWIN,0.184024,0.138357,-0.028763,0.033709,0.040721
2015-01-01,GREATER DARWIN,DARWIN,0.185062,0.132943,-0.030228,0.032011,0.050335
2015-02-01,GREATER DARWIN,DARWIN,0.176891,0.131547,-0.033470,0.029377,0.049437
2015-03-01,GREATER DARWIN,DARWIN,0.162610,0.135210,-0.036209,0.026721,0.036888
2015-04-01,GREATER DARWIN,DARWIN,0.143794,0.138947,-0.038064,0.026303,0.016608
2015-05-01,GREATER DARWIN,DARWIN,0.144612,0.145902,-0.042150,0.026165,0.014696
2015-06-01,GREATER DARWIN,DARWIN,0.156372,0.154679,-0.044542,0.026532,0.019703
2015-07-01,GREATER DARWIN,DARWIN,0.157777,0.156048,-0.047422,0.022391,0.026760
2015-08-01,GREATER DARWIN,DARWIN,0.164329,0.160508,-0.047760,0.019527,0.032054
2015-09-01,GREATER DARWIN,DARWIN,0.167684,0.163846,-0.047922,0.016881,0.034879
2015-10-01,GREATER DARWIN,DARWIN,0.158854,0.164084,-0.045908,0.015941,0.024736
2015-11-01,GREATER DARWIN,DARWIN,0.123484,0.162699,-0.044576,0.013594,-0.008233
2015-12-01,GREATER DARWIN,DARWIN,0.090839,0.161116,-0.045224,0.009133,-0.034186
2016-01-01,GREATER DARWIN,DARWIN,0.097864,0.161401,-0.045791,0.006733,-0.024479
2016-02-01,GREATER DARWIN,DARWIN,0.098661,0.159204,-0.046804,0.001997,-0.015736
2016-03-01,GREATER DARWIN,DARWIN,0.081599,0.157335,-0.047319,0.000545,-0.028962
2016-04-01,GREATER DARWIN,DARWIN,0.077012,0.159577,-0.047801,0.000298,-0.035063
2016-05-01,GREATER DARWIN,DARWIN,0.085690,0.165060,-0.048197,-0.001978,-0.029195
2016-06-01,GREATER DARWIN,DARWIN,0.095135,0.175128,-0.049583,-0.001989,-0.028422
2016-07-01,GREATER DARWIN,DARWIN,0.109892,0.182087,-0.051144,-0.003211,-0.017840
2016-08-01,GREATER DARWIN,DARWIN,0.093536,0.192660,-0.052529,-0.003201,-0.043395
2016-09-01,GREATER DARWIN,DARWIN,0.070359,0.199720,-0.054829,-0.003580,-0.070951
2016-10-01,GREATER DARWIN,DARWIN,0.054586,0.204856,-0.056306,-0.005614,-0.088350
2016-11-01,GREATER DARWIN,DARWIN,0.080401,0.212917,-0.057684,-0.004437,-0.070395
2016-12-01,GREATER DARWIN,DARWIN,0.082212,0.216329,-0.059293,-0.003752,-0.071072
2017-01-01,GREATER DARWIN,DARWIN,0.066949,0.220135,-0.060116,-0.004738,-0.088333
2017-02-01,GREATER DARWIN,DARWIN,0.043707,0.226734,-0.062333,-0.005967,-0.114726
2017-03-01,GREATER DARWIN,DARWIN,0.039753,0.233611,-0.065102,-0.005989,-0.122767
2017-04-01,GREATER DARWIN,DARWIN,0.032964,0.239213,-0.067248,-0.005957,-0.133044
2017-05-01,GREATER DARWIN,DARWIN,0.017966,0.245431,-0.068788,-0.006170,-0.152507
2017-06-01,GREATER DARWIN,DARWIN,0.007783,0.247909,-0.069214,-0.006492,-0.164421
2017-07-01,GREATER DARWIN,DARWIN,0.023327,0.249429,-0.071422,-0.006759,-0.147921
2017-08-01,GREATER DARWIN,DARWIN,0.037045,0.251986,-0.072996,-0.008692,-0.133254
2017-09-01,GREATER DARWIN,DARWIN,0.029108,0.254632,-0.073770,-0.010906,-0.140848
2017-10-01,GREATER DARWIN,DARWIN,0.007610,0.253661,-0.074489,-0.011700,-0.159863
2017-11-01,GREATER DARWIN,DARWIN,-0.021422,0.251970,-0.073649,-0.011703,-0.188040
2017-12-01,GREATER DARWIN,DARWIN,-0.042590,0.251374,-0.074432,-0.012814,-0.206718
2018-01-01,GREATER DARWIN,DARWIN,-0.076135,0.250482,-0.073858,-0.014113,-0.238646
2018-02-01,GREATER DARWIN,DARWIN,-0.090636,0.248342,-0.074242,-0.016845,-0.247892
2018-03-01,GREATER DARWIN,DARWIN,-0.101571,0.247000,-0.075057,-0.019275,-0.254240
2018-04-01,GREATER DARWIN,DARWIN,-0.089096,0.240411,-0.073989,-0.021117,-0.234401
2018-05-01,GREATER DARWIN,DARWIN,-0.099133,0.236395,-0.072181,-0.021305,-0.242043
2018-06-01,GREATER DARWIN,DARWIN,-0.101455,0.230529,-0.069110,-0.022643,-0.240230
2018-07-01,GREATER DARWIN,DARWIN,-0.093813,0.226826,-0.066536,-0.025009,-0.229093
2018-08-01,GREATER DARWIN,DARWIN,-0.097451,0.218956,-0.063721,-0.027428,-0.225258
2018-09-01,GREATER DARWIN,DARWIN,-0.117755,0.207719,-0.062939,-0.029861,-0.232674
2018-10-01,GREATER DARWIN,DARWIN,-0.123366,0.196240,-0.060333,-0.031947,-0.227326
2018-11-01,GREATER DARWIN,DARWIN,-0.096782,0.183983,-0.059663,-0.033880,-0.187222
2018-12-01,GREATER DARWIN,DARWIN,-0.101654,0.175108,-0.058205,-0.034523,-0.184035
2019-01-01,GREATER DARWIN,DARWIN,-0.115805,0.168806,-0.057842,-0.036264,-0.190504
2019-02-01,GREATER DARWIN,DARWIN,-0.111537,0.161930,-0.057231,-0.038685,-0.177551
2019-03-01,GREATER DARWIN,DARWIN,-0.118997,0.155303,-0.055285,-0.037748,-0.181266
2019-04-01,GREATER DARWIN,DARWIN,-0.139723,0.149285,-0.054623,-0.037788,-0.196598
2019-05-01,GREATER DARWIN,DARWIN,-0.145143,0.147441,-0.054521,-0.037059,-0.201004
2019-06-01,GREATER DARWIN,DARWIN,-0.157047,0.150172,-0.055600,-0.037504,-0.214114
2019-07-01,GREATER DARWIN,DARWIN,-0.151357,0.155617,-0.056235,-0.036796,-0.213943
