month_date,Region,Region_key,g_total,g_market,g_mining,g_lifestyle,g_epsilon
2015-05-01,REST OF NSW,REST OF NSW,0.131050,0.141092,0.012969,-0.036824,0.013813
2015-06-01,REST OF NSW,REST OF NSW,0.137256,0.149580,0.013705,-0.037341,0.011312
2015-07-01,REST OF NSW,REST OF NSW,0.145776,0.150904,0.014592,-0.031513,0.011794
2015-08-01,REST OF NSW,REST OF NSW,0.152105,0.155216,0.014695,-0.027482,0.009675
2015-09-01,REST OF NSW,REST OF NSW,0.159932,0.158444,0.014745,-0.023759,0.010501
2015-10-01,REST OF NSW,REST OF NSW,0.162471,0.158675,0.014125,-0.022436,0.012106
2015-11-01,REST OF NSW,REST OF NSW,0.164186,0.157335,0.013716,-0.019132,0.012267
2015-12-01,REST OF NSW,REST OF NSW,0.160521,0.155804,0.013915,-0.012853,0.003655
2016-01-01,REST OF NSW,REST OF NSW,0.170443,0.156080,0.014090,-0.009476,0.009749
2016-02-01,REST OF NSW,REST OF NSW,0.176044,0.153956,0.014401,-0.002810,0.010497
2016-03-01,REST OF NSW,REST OF NSW,0.176567,0.152148,0.014560,-0.000767,0.010626
2016-04-01,REST OF NSW,REST OF NSW,0.183009,0.154317,0.014708,-0.000420,0.014404
2016-05-01,REST OF NSW,REST OF NSW,0.195544,0.159619,0.014830,0.002784,0.018311
2016-06-01,REST OF NSW,REST OF NSW,0.205336,0.169355,0.015256,0.002799,0.017927
2016-07-01,REST OF NSW,REST OF NSW,0.214767,0.176084,0.015737,0.004519,0.018428
2016-08-01,REST OF NSW,REST OF NSW,0.225991,0.186309,0.016163,0.004505,0.019014
2016-09-01,REST OF NSW,REST OF NSW,0.231076,0.193136,0.016870,0.005039,0.016031
2016-10-01,REST OF NSW,REST OF NSW,0.243616,0.198103,0.017325,0.007901,0.020287
2016-11-01,REST OF NSW,REST OF NSW,0.252825,0.205898,0.017749,0.006245,0.022933
2016-12-01,REST OF NSW,REST OF NSW,0.260756,0.209197,0.018244,0.005280,0.028035
2017-01-01,REST OF NSW,REST OF NSW,0.264648,0.212878,0.018497,0.006668,0.026605
2017-02-01,REST OF NSW,REST OF NSW,0.277094,0.219260,0.019180,0.008399,0.030256
2017-03-01,REST OF NSW,REST OF NSW,0.285191,0.225910,0.020031,0.008429,0.030820
2017-04-01,REST OF NSW,REST OF NSW,0.290161,0.231326,0.020692,0.008383,0.029759
2017-05-01,REST OF NSW,REST OF NSW,0.290895,0.237340,0.021166,0.008684,0.023705
2017-06-01,REST OF NSW,REST OF NSW,0.293425,0.239736,0.021296,0.009136,0.023255
2017-07-01,REST OF NSW,REST OF NSW,0.297084,0.241206,0.021976,0.009512,0.024390
2017-08-01,REST OF NSW,REST OF NSW,0.305430,0.243679,0.022460,0.012234,0.027057
2017-09-01,REST OF NSW,REST OF NSW,0.307440,0.246238,0.022698,0.015349,0.023155
2017-10-01,REST OF NSW,REST OF NSW,0.307100,0.245299,0.022920,0.016466,0.022415
2017-11-01,REST OF NSW,REST OF NSW,0.312176,0.243663,0.022661,0.016471,0.029380
2017-12-01,REST OF NSW,REST OF NSW,0.318199,0.243087,0.022902,0.018034,0.034176
2018-01-01,REST OF NSW,REST OF NSW,0.321558,0.242224,0.022726,0.019862,0.036747
2018-02-01,REST OF NSW,REST OF NSW,0.322065,0.240155,0.022844,0.023707,0.035360
2018-03-01,REST OF NSW,REST OF NSW,0.326771,0.238858,0.023094,0.027128,0.037691
2018-04-01,REST OF NSW,REST OF NSW,0.328084,0.232486,0.022766,0.029720,0.043113
2018-05-01,REST OF NSW,REST OF NSW,0.331652,0.228602,0.022209,0.029984,0.050857
2018-06-01,REST OF NSW,REST OF NSW,0.328437,0.222929,0.021265,0.031868,0.052375
2018-07-01,REST OF NSW,REST OF NSW,0.324390,0.219348,0.020473,0.035199,0.049371
2018-08-01,REST OF NSW,REST OF NSW,0.318572,0.211738,0.019607,0.038602,0.048626
2018-09-01,REST OF NSW,REST OF NSW,0.308328,0.200871,0.019366,0.042027,0.046064
2018-10-01,REST OF NSW,REST OF NSW,0.300293,0.189770,0.018564,0.044962,0.046996
2018-11-01,REST OF NSW,REST OF NSW,0.291130,0.177918,0.018358,0.047683,0.047172
2018-12-01,REST OF NSW,REST OF NSW,0.287154,0.169336,0.017909,0.048588,0.051321
2019-01-01,REST OF NSW,REST OF NSW,0.290179,0.163241,0.017798,0.051039,0.058102
2019-02-01,REST OF NSW,REST OF NSW,0.288981,0.156592,0.017609,0.054446,0.060334
2019-03-01,REST OF NSW,REST OF NSW,0.281577,0.150183,0.017011,0.053126,0.061257
2019-04-01,REST OF NSW,REST OF NSW,0.272465,0.144364,0.016807,0.053183,0.058112
2019-05-01,REST OF NSW,REST OF NSW,0.268332,0.142580,0.016776,0.052157,0.056819
2019-06-01,REST OF NSW,REST OF NSW,0.271691,0.145221,0.017108,0.052783,0.056579
2019-07-01,REST OF NSW,REST OF NSW,0.273611,0.150486,0.017303,0.051787,0.054034
2019-08-01,REST OF NSW,REST OF NSW,0.278382,0.154218,0.017210,0.050988,0.055967
2019-09-01,REST OF NSW,REST OF NSW,0.274857,0.157439,0.017582,0.048877,0.050960
2019-10-01,REST OF NSW,REST OF NSW,0.273698,0.159368,0.017174,0.047373,0.049783
2019-11-01,REST OF NSW,REST OF NSW,0.272991,0.160573,0.017335,0.047150,0.047934
2019-12-01,REST OF NSW,REST OF NSW,0.271632,0.161539,0.016819,0.046877,0.046398
2020-01-01,REST OF NSW,REST OF NSW,0.268100,0.160970,0.016392,0.046360,0.044379
2020-02-01,REST OF NSW,REST OF NSW,0.272046,0.160910,0.015517,0.048231,0.047388
2020-03-01,REST OF NSW,REST OF NSW,0.272060,0.150900,0.014407,0.051449,0.055304
2020-04-01,REST OF NSW,REST OF NSW,0.275113,0.141731,0.013317,0.055974,0.064091
2020-05-01,REST OF NSW,REST OF NSW,0.280366,0.139231,0.012086,0.060971,0.068078
2020-06-01,REST OF NSW,REST OF NSW,0.286803,0.142971,0.010836,0.062962,0.070034
2020-07-01,REST OF NSW,REST OF NSW,0.286881,0.147903,0.009346,0.061902,0.067731
2020-08-01,REST OF NSW,REST OF NSW,0.292074,0.152795,0.008680,0.064133,0.066465
2020-09-01,REST OF NSW,REST OF NSW,0.298719,0.161338,0.008495,0.064077,0.064808
2020-10-01,REST OF NSW,REST OF NSW,0.311181,0.174407,0.008709,0.066350,0.061715
2020-11-01,REST OF NSW,REST OF NSW,0.327757,0.189979,0.008489,0.066411,0.062877
2020-12-01,REST OF NSW,REST OF NSW,0.346714,0.208269,0.008302,0.064597,0.065546
2021-01-01,REST OF NSW,REST OF NSW,0.359615,0.227063,0.008469,0.062783,0.061301
2021-02-01,REST OF NSW,REST OF NSW,0.377460,0.248563,0.008582,0.060235,0.060080
2021-03-01,REST OF NSW,REST OF NSW,0.401219,0.270111,0.008553,0.062874,0.059681
2021-04-01,REST OF NSW,REST OF NSW,0.420439,0.287058,0.008874,0.068390,0.056118
2021-05-01,REST OF NSW,REST OF NSW,0.430885,0.298298,0.009027,0.071985,0.051576
2021-06-01,REST OF NSW,REST OF NSW,0.445241,0.307318,0.008959,0.076477,0.052488
2021-07-01,REST OF NSW,REST OF NSW,0.461037,0.317187,0.008276,0.081481,0.054094
2021-08-01,REST OF NSW,REST OF NSW,0.477242,0.327425,0.008345,0.087934,0.053537
2021-09-01,REST OF NSW,REST OF NSW,0.499219,0.343039,0.007744,0.095133,0.053302
2021-10-01,REST OF NSW,REST OF NSW,0.508033,0.354764,0.007389,0.099143,0.046737
2021-11-01,REST OF NSW,REST OF NSW,0.519026,0.360987,0.006512,0.106218,0.045309
2021-12-01,REST OF NSW,REST OF NSW,0.527592,0.364235,0.006106,0.113686,0.043566
2022-01-01,REST OF NSW,REST OF NSW,0.531697,0.366013,0.005789,0.119442,0.040453
2022-02-01,REST OF NSW,REST OF NSW,0.531276,0.368025,0.004852,0.122807,0.035592
2022-03-01,REST OF NSW,REST OF NSW,0.523818,0.365453,0.003835,0.126773,0.027758
2022-04-01,REST OF NSW,REST OF NSW,0.522811,0.361293,0.002522,0.128137,0.030859
2022-05-01,REST OF NSW,REST OF NSW,0.513783,0.352783,0.001716,0.129736,0.029549
2022-06-01,REST OF NSW,REST OF NSW,0.506650,0.344811,0.000909,0.129027,0.031902
2022-07-01,REST OF NSW,REST OF NSW,0.492996,0.333546,0.000320,0.128947,0.030182
2022-08-01,REST OF NSW,REST OF NSW,0.479620,0.325471,-0.000410,0.126089,0.028468
2022-09-01,REST OF NSW,REST OF NSW,0.473572,0.319827,-0.000586,0.122316,0.032016
2022-10-01,REST OF NSW,REST OF NSW,0.470681,0.316512,-0.001191,0.123956,0.031405
2022-11-01,REST OF NSW,REST OF NSW,0.471166,0.316190,-0.001442,0.124123,0.032296
2022-12-01,REST OF NSW,REST OF NSW,0.466144,0.315430,-0.001191,0.124349,0.027556
2023-01-01,REST OF NSW,REST OF NSW,0.459306,0.314327,-0.000977,0.123276,0.022680
2023-02-01,REST OF NSW,REST OF NSW,0.451797,0.314802,-0.001157,0.119991,0.018162
2023-03-01,REST OF NSW,REST OF NSW,0.449151,0.316342,-0.001131,0.116374,0.017565
2023-04-01,REST OF NSW,REST OF NSW,0.448161,0.322386,-0.000780,0.116555,0.010001
2023-05-01,REST OF NSW,REST OF NSW,0.447551,0.330690,-0.000455,0.115907,0.001408
2023-06-01,REST OF NSW,REST OF NSW,0.451537,0.339403,0.000017,0.114258,-0.002141
2023-07-01,REST OF NSW,REST OF NSW,0.459515,0.346342,-0.000043,0.113240,-0.000023
2023-08-01,REST OF NSW,REST OF NSW,0.464117,0.352869,-0.000147,0.109479,0.001916
2023-09-01,REST OF NSW,REST OF NSW,0.467454,0.362100,-0.000628,0.105787,0.000196
2023-10-01,REST OF NSW,REST OF NSW,0.471840,0.374055,-0.001006,0.102537,-0.003746
2023-11-01,REST OF NSW,REST OF NSW,0.473835,0.384911,-0.001485,0.101538,-0.011130
2023-12-01,REST OF NSW,REST OF NSW,0.482661,0.396856,-0.001808,0.100411,-0.012798
2024-01-01,REST OF NSW,REST OF NSW,0.482160,0.404022,-0.002105,0.098924,-0.018680
2024-02-01,REST OF NSW,REST OF NSW,0.481244,0.413179,-0.002752,0.095090,-0.024274
2024-03-01,REST OF NSW,REST OF NSW,0.487845,0.423987,-0.003569,0.094016,-0.026589
2024-04-01,REST OF NSW,REST OF NSW,0.495842,0.432093,-0.005155,0.093000,-0.024095
2024-05-01,REST OF NSW,REST OF NSW,0.502523,0.437157,-0.005861,0.094632,-0.023406
2024-06-01,REST OF NSW,REST OF NSW,0.503593,0.436861,-0.006728,0.094416,-0.020957
2024-07-01,REST OF NSW,REST OF NSW,0.505180,0.434877,-0.007939,0.096529,-0.018287
2024-08-01,REST OF NSW,REST OF NSW,0.500193,0.431403,-0.009145,0.099375,-0.021440
2024-09-01,REST OF NSW,REST OF NSW,0.498768,0.428753,-0.010167,0.101790,-0.021608
2024-10-01,REST OF NSW,REST OF NSW,0.494025,0.424864,-0.010399,0.103088,-0.023528
2000-02-01,REST OF QLD,REST OF QLD,0.031690,0.211278,-0.054438,-0.108152,-0.016999
2000-03-01,REST OF QLD,REST OF QLD,0.041331,0.222285,-0.052893,-0.108137,-0.019924
2000-04-01,REST OF QLD,REST OF QLD,0.041218,0.226670,-0.055644,-0.106727,-0.023081
2000-05-01,REST OF QLD,REST OF QLD,0.035370,0.225021,-0.056166,-0.104413,-0.029072
2000-06-01,REST OF QLD,REST OF QLD,0.033972,0.226628,-0.051736,-0.107383,-0.033537
2000-07-01,REST OF QLD,REST OF QLD,0.040507,0.231325,-0.053945,-0.105020,-0.031853
2000-08-01,REST OF QLD,REST OF QLD,0.047077,0.233470,-0.052926,-0.103096,-0.030372
2000-09-01,REST OF QLD,REST OF QLD,0.051800,0.234677,-0.053064,-0.099626,-0.030188
2000-10-01,REST OF QLD,REST OF QLD,0.053717,0.240929,-0.052613,-0.103605,-0.030994
2000-11-01,REST OF QLD,REST OF QLD,0.064328,0.247593,-0.054014,-0.100323,-0.028927
2000-12-01,REST OF QLD,REST OF QLD,0.062635,0.254815,-0.055699,-0.095197,-0.041284
2001-01-01,REST OF QLD,REST OF QLD,0.063795,0.260887,-0.054512,-0.091533,-0.051047
2001-02-01,REST OF QLD,REST OF QLD,0.071467,0.267897,-0.055186,-0.089375,-0.051870
2001-03-01,REST OF QLD,REST OF QLD,0.072816,0.273101,-0.059475,-0.085219,-0.055591
2001-04-01,REST OF QLD,REST OF QLD,0.084593,0.281760,-0.061094,-0.084262,-0.051811
2001-05-01,REST OF QLD,REST OF QLD,0.085546,0.292536,-0.060487,-0.085828,-0.060675
2001-06-01,REST OF QLD,REST OF QLD,0.095025,0.304274,-0.061055,-0.090908,-0.057286
2001-07-01,REST OF QLD,REST OF QLD,0.107160,0.318239,-0.060808,-0.094792,-0.055478
2001-08-01,REST OF QLD,REST OF QLD,0.114914,0.327133,-0.059937,-0.094274,-0.058008
2001-09-01,REST OF QLD,REST OF QLD,0.120421,0.339978,-0.063473,-0.088171,-0.067913
2001-10-01,REST OF QLD,REST OF QLD,0.136943,0.349297,-0.060611,-0.083650,-0.068093
2001-11-01,REST OF QLD,REST OF QLD,0.143642,0.355937,-0.059918,-0.079239,-0.073139
2001-12-01,REST OF QLD,REST OF QLD,0.150464,0.361970,-0.059750,-0.072969,-0.078787
2002-01-01,REST OF QLD,REST OF QLD,0.167529,0.372061,-0.058541,-0.067655,-0.078335
2002-02-01,REST OF QLD,REST OF QLD,0.181115,0.382889,-0.060500,-0.065975,-0.075300
2002-03-01,REST OF QLD,REST OF QLD,0.205855,0.394907,-0.061125,-0.059771,-0.068156
2002-04-01,REST OF QLD,REST OF QLD,0.219050,0.405743,-0.062058,-0.053947,-0.070689
2002-05-01,REST OF QLD,REST OF QLD,0.231240,0.413521,-0.059371,-0.050769,-0.072141
2002-06-01,REST OF QLD,REST OF QLD,0.244260,0.419134,-0.060572,-0.043826,-0.070476
2002-07-01,REST OF QLD,REST OF QLD,0.259575,0.428811,-0.058002,-0.034351,-0.076882
2002-08-01,REST OF QLD,REST OF QLD,0.281342,0.439763,-0.059083,-0.028434,-0.070903
2002-09-01,REST OF QLD,REST OF QLD,0.294369,0.450839,-0.057626,-0.023154,-0.075690
2002-10-01,REST OF QLD,REST OF QLD,0.307359,0.458323,-0.057443,-0.012694,-0.080827
2002-11-01,REST OF QLD,REST OF QLD,0.324164,0.464760,-0.055927,-0.002612,-0.082057
2002-12-01,REST OF QLD,REST OF QLD,0.343583,0.474948,-0.055429,0.005976,-0.081912
2003-01-01,REST OF QLD,REST OF QLD,0.370326,0.489529,-0.050596,0.013257,-0.081864
2003-02-01,REST OF QLD,REST OF QLD,0.391359,0.499444,-0.050114,0.024344,-0.082315
2003-03-01,REST OF QLD,REST OF QLD,0.426409,0.512195,-0.048719,0.040998,-0.078065
2003-04-01,REST OF QLD,REST OF QLD,0.456518,0.529824,-0.045722,0.050776,-0.078360
2003-05-01,REST OF QLD,REST OF QLD,0.480551,0.542901,-0.045267,0.060683,-0.077765
2003-06-01,REST OF QLD,REST OF QLD,0.508249,0.560006,-0.042427,0.066508,-0.075837
2003-07-01,REST OF QLD,REST OF QLD,0.540257,0.585673,-0.042048,0.074966,-0.078334
2003-08-01,REST OF QLD,REST OF QLD,0.580984,0.604293,-0.041860,0.088722,-0.070171
2003-09-01,REST OF QLD,REST OF QLD,0.611808,0.617486,-0.038742,0.099751,-0.066687
2003-10-01,REST OF QLD,REST OF QLD,0.629952,0.625161,-0.037060,0.109516,-0.067666
2003-11-01,REST OF QLD,REST OF QLD,0.639141,0.623165,-0.034892,0.113869,-0.063001
2003-12-01,REST OF QLD,REST OF QLD,0.647356,0.619908,-0.032226,0.118629,-0.058955
2004-01-01,REST OF QLD,REST OF QLD,0.663383,0.624166,-0.030356,0.123202,-0.053629
2004-02-01,REST OF QLD,REST OF QLD,0.665208,0.624507,-0.028537,0.128294,-0.059056
2004-03-01,REST OF QLD,REST OF QLD,0.680374,0.626873,-0.024748,0.132080,-0.053830
2004-04-01,REST OF QLD,REST OF QLD,0.703440,0.625436,-0.021020,0.138306,-0.039282
2004-05-01,REST OF QLD,REST OF QLD,0.715302,0.617853,-0.012357,0.138992,-0.029186
2004-06-01,REST OF QLD,REST OF QLD,0.716011,0.614581,-0.007578,0.141244,-0.032236
2004-07-01,REST OF QLD,REST OF QLD,0.721091,0.614481,-0.003748,0.143593,-0.033235
2004-08-01,REST OF QLD,REST OF QLD,0.725851,0.611383,-0.004275,0.146523,-0.027780
2004-09-01,REST OF QLD,REST OF QLD,0.726100,0.607359,0.000685,0.146489,-0.028434
2004-10-01,REST OF QLD,REST OF QLD,0.726302,0.601222,0.005233,0.147473,-0.027627
2004-11-01,REST OF QLD,REST OF QLD,0.744584,0.599436,0.009681,0.150075,-0.014608
2004-12-01,REST OF QLD,REST OF QLD,0.759062,0.599807,0.014498,0.150396,-0.005639
2005-01-01,REST OF QLD,REST OF QLD,0.767772,0.597413,0.019737,0.154108,-0.003487
2005-02-01,REST OF QLD,REST OF QLD,0.774209,0.595078,0.026323,0.152528,0.000279
2005-03-01,REST OF QLD,REST OF QLD,0.778420,0.590374,0.030328,0.151897,0.005821
2005-04-01,REST OF QLD,REST OF QLD,0.788283,0.589954,0.036270,0.145489,0.016569
2005-05-01,REST OF QLD,REST OF QLD,0.797522,0.592719,0.038626,0.140646,0.025532
2005-06-01,REST OF QLD,REST OF QLD,0.797095,0.592726,0.038722,0.139310,0.026337
2005-07-01,REST OF QLD,REST OF QLD,0.794379,0.592704,0.046129,0.135587,0.019959
2005-08-01,REST OF QLD,REST OF QLD,0.803934,0.593997,0.051712,0.133201,0.025024
2005-09-01,REST OF QLD,REST OF QLD,0.810801,0.597832,0.058046,0.129886,0.025037
2005-10-01,REST OF QLD,REST OF QLD,0.814667,0.596083,0.064032,0.131501,0.023052
2005-11-01,REST OF QLD,REST OF QLD,0.809864,0.593867,0.072101,0.127506,0.016390
2005-12-01,REST OF QLD,REST OF QLD,0.811677,0.590928,0.081049,0.120992,0.018708
2006-01-01,REST OF QLD,REST OF QLD,0.821820,0.589708,0.088585,0.115274,0.028254
2006-02-01,REST OF QLD,REST OF QLD,0.826845,0.590185,0.099481,0.109911,0.027269
2006-03-01,REST OF QLD,REST OF QLD,0.830701,0.590694,0.112262,0.102603,0.025144
2006-04-01,REST OF QLD,REST OF QLD,0.829884,0.588928,0.121713,0.100767,0.018477
2006-05-01,REST OF QLD,REST OF QLD,0.838282,0.585407,0.131354,0.097375,0.024147
2006-06-01,REST OF QLD,REST OF QLD,0.842701,0.580223,0.140546,0.098841,0.023091
2006-07-01,REST OF QLD,REST OF QLD,0.836967,0.570644,0.149324,0.097666,0.019333
2006-08-01,REST OF QLD,REST OF QLD,0.830629,0.563576,0.152112,0.096366,0.018575
2006-09-01,REST OF QLD,REST OF QLD,0.835216,0.555997,0.157438,0.091599,0.030182
2006-10-01,REST OF QLD,REST OF QLD,0.834835,0.549770,0.157654,0.088844,0.038567
2006-11-01,REST OF QLD,REST OF QLD,0.833306,0.544258,0.156745,0.086383,0.045920
2006-12-01,REST OF QLD,REST OF QLD,0.834787,0.538570,0.157316,0.086245,0.052655
2007-01-01,REST OF QLD,REST OF QLD,0.829540,0.531609,0.157165,0.082144,0.058622
2007-02-01,REST OF QLD,REST OF QLD,0.821963,0.523769,0.160684,0.080017,0.057493
2007-03-01,REST OF QLD,REST OF QLD,0.819392,0.518419,0.161553,0.077957,0.061464
2007-04-01,REST OF QLD,REST OF QLD,0.818953,0.513816,0.164602,0.075794,0.064741
2007-05-01,REST OF QLD,REST OF QLD,0.817397,0.512553,0.166090,0.068797,0.069956
2007-06-01,REST OF QLD,REST OF QLD,0.805906,0.508843,0.165955,0.059726,0.071383
2007-07-01,REST OF QLD,REST OF QLD,0.799926,0.503440,0.166457,0.050430,0.079600
2007-08-01,REST OF QLD,REST OF QLD,0.794322,0.496888,0.167620,0.046566,0.083247
2007-09-01,REST OF QLD,REST OF QLD,0.796946,0.490464,0.168779,0.046567,0.091136
2007-10-01,REST OF QLD,REST OF QLD,0.792429,0.486708,0.167627,0.039752,0.098342
2007-11-01,REST OF QLD,REST OF QLD,0.778335,0.481796,0.165036,0.030655,0.100848
2007-12-01,REST OF QLD,REST OF QLD,0.767088,0.473326,0.163164,0.024450,0.106149
2008-01-01,REST OF QLD,REST OF QLD,0.747920,0.460311,0.163074,0.015820,0.108715
2008-02-01,REST OF QLD,REST OF QLD,0.724359,0.448245,0.161172,0.009147,0.105795
2008-03-01,REST OF QLD,REST OF QLD,0.690772,0.429319,0.159626,-0.000729,0.102557
2008-04-01,REST OF QLD,REST OF QLD,0.659289,0.407797,0.156480,-0.010216,0.105229
2008-05-01,REST OF QLD,REST OF QLD,0.628148,0.386314,0.155843,-0.020402,0.106392
2008-06-01,REST OF QLD,REST OF QLD,0.587572,0.363310,0.152444,-0.031202,0.103021
2008-07-01,REST OF QLD,REST OF QLD,0.547815,0.335520,0.151670,-0.045063,0.105688
2008-08-01,REST OF QLD,REST OF QLD,0.507152,0.311690,0.149210,-0.054791,0.101042
2008-09-01,REST OF QLD,REST OF QLD,0.472414,0.292296,0.146884,-0.063785,0.097019
2008-10-01,REST OF QLD,REST OF QLD,0.442148,0.274617,0.146735,-0.071962,0.092758
2008-11-01,REST OF QLD,REST OF QLD,0.437257,0.268355,0.142544,-0.071700,0.098057
2008-12-01,REST OF QLD,REST OF QLD,0.426266,0.266434,0.139055,-0.075180,0.095956
2009-01-01,REST OF QLD,REST OF QLD,0.406548,0.262922,0.136028,-0.082159,0.089758
2009-02-01,REST OF QLD,REST OF QLD,0.396920,0.262208,0.135763,-0.084905,0.083855
2009-03-01,REST OF QLD,REST OF QLD,0.389451,0.261473,0.133122,-0.087196,0.082051
2009-04-01,REST OF QLD,REST OF QLD,0.368358,0.265847,0.128331,-0.089494,0.063673
2009-05-01,REST OF QLD,REST OF QLD,0.358358,0.269283,0.122023,-0.088243,0.055295
2009-06-01,REST OF QLD,REST OF QLD,0.365313,0.270930,0.117280,-0.089761,0.066863
2009-07-01,REST OF QLD,REST OF QLD,0.367538,0.272715,0.114791,-0.094076,0.074107
2009-08-01,REST OF QLD,REST OF QLD,0.359058,0.274351,0.115428,-0.099443,0.068722
2009-09-01,REST OF QLD,REST OF QLD,0.355379,0.279442,0.110373,-0.101467,0.067030
2009-10-01,REST OF QLD,REST OF QLD,0.348264,0.284749,0.104888,-0.105539,0.064166
2009-11-01,REST OF QLD,REST OF QLD,0.331139,0.283929,0.101937,-0.108332,0.053605
2009-12-01,REST OF QLD,REST OF QLD,0.317641,0.284037,0.098498,-0.110018,0.045124
2010-01-01,REST OF QLD,REST OF QLD,0.311038,0.288278,0.093956,-0.111999,0.040802
2010-02-01,REST OF QLD,REST OF QLD,0.298636,0.288778,0.089291,-0.115982,0.036551
2010-03-01,REST OF QLD,REST OF QLD,0.292423,0.290549,0.084008,-0.119093,0.036958
2010-04-01,REST OF QLD,REST OF QLD,0.280966,0.290272,0.077337,-0.116015,0.029372
2010-05-01,REST OF QLD,REST OF QLD,0.270660,0.289429,0.076110,-0.116594,0.021716
2010-06-01,REST OF QLD,REST OF QLD,0.259646,0.283426,0.071862,-0.112108,0.016467
2010-07-01,REST OF QLD,REST OF QLD,0.250722,0.281924,0.065291,-0.112730,0.016237
2010-08-01,REST OF QLD,REST OF QLD,0.235638,0.277830,0.058738,-0.114052,0.013123
2010-09-01,REST OF QLD,REST OF QLD,0.212474,0.270002,0.053450,-0.115305,0.004327
2010-10-01,REST OF QLD,REST OF QLD,0.199653,0.264877,0.046495,-0.115296,0.003576
2010-11-01,REST OF QLD,REST OF QLD,0.195916,0.258220,0.037270,-0.111768,0.012194
2010-12-01,REST OF QLD,REST OF QLD,0.185023,0.252235,0.029725,-0.110802,0.013865
2011-01-01,REST OF QLD,REST OF QLD,0.165308,0.243575,0.020173,-0.106639,0.008199
2011-02-01,REST OF QLD,REST OF QLD,0.152878,0.235693,0.011025,-0.105270,0.011429
2011-03-01,REST OF QLD,REST OF QLD,0.141887,0.229560,-0.001294,-0.100689,0.014310
2011-04-01,REST OF QLD,REST OF QLD,0.135487,0.221591,-0.008874,-0.098701,0.021472
2011-05-01,REST OF QLD,REST OF QLD,0.123582,0.212194,-0.018055,-0.096347,0.025789
2011-06-01,REST OF QLD,REST OF QLD,0.109689,0.201004,-0.025752,-0.090635,0.025073
2011-07-01,REST OF QLD,REST OF QLD,0.098316,0.193146,-0.036096,-0.085439,0.026704
2011-08-01,REST OF QLD,REST OF QLD,0.088061,0.184824,-0.038276,-0.084097,0.025610
2011-09-01,REST OF QLD,REST OF QLD,0.072478,0.178263,-0.041775,-0.084910,0.020901
2011-10-01,REST OF QLD,REST OF QLD,0.057081,0.174479,-0.044473,-0.086790,0.013864
2011-11-01,REST OF QLD,REST OF QLD,0.049477,0.168980,-0.044606,-0.085844,0.010946
2011-12-01,REST OF QLD,REST OF QLD,0.038039,0.164845,-0.042648,-0.088238,0.004080
2012-01-01,REST OF QLD,REST OF QLD,0.032154,0.162806,-0.041998,-0.089733,0.001079
2012-02-01,REST OF QLD,REST OF QLD,0.028484,0.156984,-0.041056,-0.089838,0.002395
2012-03-01,REST OF QLD,REST OF QLD,0.012520,0.147217,-0.039063,-0.090172,-0.005463
2012-04-01,REST OF QLD,REST OF QLD,0.000336,0.137456,-0.038945,-0.089652,-0.008522
2012-05-01,REST OF QLD,REST OF QLD,-0.019484,0.125536,-0.038821,-0.088288,-0.017911
2012-06-01,REST OF QLD,REST OF QLD,-0.028805,0.118781,-0.037764,-0.087123,-0.022699
2012-07-01,REST OF QLD,REST OF QLD,-0.039227,0.111579,-0.035345,-0.085930,-0.029531
2012-08-01,REST OF QLD,REST OF QLD,-0.048272,0.105317,-0.033204,-0.087840,-0.032546
2012-09-01,REST OF QLD,REST OF QLD,-0.068398,0.098096,-0.030443,-0.089079,-0.046972
2012-10-01,REST OF QLD,REST OF QLD,-0.080335,0.091554,-0.027840,-0.089698,-0.054352
2012-11-01,REST OF QLD,REST OF QLD,-0.074771,0.086887,-0.028911,-0.088290,-0.044457
2012-12-01,REST OF QLD,REST OF QLD,-0.085709,0.084581,-0.027410,-0.089815,-0.053066
2013-01-01,REST OF QLD,REST OF QLD,-0.090104,0.085429,-0.028738,-0.089844,-0.056950
2013-02-01,REST OF QLD,REST OF QLD,-0.085920,0.089157,-0.026482,-0.093104,-0.055491
2013-03-01,REST OF QLD,REST OF QLD,-0.079886,0.094594,-0.024595,-0.094580,-0.055305
2013-04-01,REST OF QLD,REST OF QLD,-0.070664,0.102588,-0.024409,-0.094104,-0.054740
2013-05-01,REST OF QLD,REST OF QLD,-0.059950,0.111049,-0.025192,-0.091967,-0.053840
2013-06-01,REST OF QLD,REST OF QLD,-0.050655,0.120427,-0.026893,-0.090700,-0.053489
2013-07-01,REST OF QLD,REST OF QLD,-0.043450,0.124993,-0.030527,-0.086381,-0.051535
2013-08-01,REST OF QLD,REST OF QLD,-0.028544,0.134313,-0.030128,-0.088433,-0.044296
2013-09-01,REST OF QLD,REST OF QLD,-0.017148,0.141972,-0.030107,-0.087701,-0.041311
2013-10-01,REST OF QLD,REST OF QLD,-0.007622,0.151550,-0.030813,-0.088471,-0.039888
2013-11-01,REST OF QLD,REST OF QLD,-0.004625,0.158214,-0.028741,-0.091542,-0.042556
2013-12-01,REST OF QLD,REST OF QLD,-0.004833,0.161113,-0.029510,-0.090827,-0.045608
2014-01-01,REST OF QLD,REST OF QLD,-0.006896,0.160997,-0.029334,-0.090076,-0.048483
2014-02-01,REST OF QLD,REST OF QLD,0.003118,0.162440,-0.030129,-0.091784,-0.037410
