t_end,nobs,aic,aicc,market,mining,lifestyle
2009-01-01,168,-1391.99959035339,-1390.860349847061,1.1620661133831176,0.07176277490538562,0.36100580208690775
2009-04-01,171,-1417.508225861664,-1416.3902134393038,1.1406086745884731,0.06748856644912309,0.360098172431822
2009-07-01,174,-1437.4868783751485,-1436.3893173995389,1.1573977601642278,0.06740690933311116,0.38536623549273846
2009-10-01,177,-1465.817948592347,-1464.7401042809697,1.1831697857081107,0.06714685734957553,0.37106575410086196
2010-01-01,180,-1489.6872999557597,-1488.628476426348,1.1652287555920982,0.06626840688647348,0.3721909784383727
2010-04-01,183,-1516.0445903530638,-1515.004127925318,1.1700274037810383,0.06505562339025736,0.38039168568921794
2010-07-01,186,-1537.350379278722,-1536.3276520059947,1.1397035312593937,0.06862855256401136,0.3921795581981766
2010-10-01,189,-1560.0723706695321,-1559.0667840773533,1.1369011956870505,0.07491602519481301,0.38651394499630676
2011-01-01,192,-1586.9365724547085,-1585.9475614656976,1.1276664553222182,0.07132672465298932,0.3918963338766669
2011-04-01,195,-1612.6657209901903,-1611.6927480172174,1.1240662641960206,0.07094718480530017,0.3935155475949284
2011-07-01,198,-1635.6964387557553,-1634.7389919472446,1.123532255273634,0.05976031224962921,0.3804430796842926
2011-10-01,201,-1657.8126739765903,-1656.870265599627,1.1796015725896114,0.07284993287522756,0.4007078810660319
2012-01-01,204,-1683.8790505879629,-1682.9512155364164,1.1587033427081834,0.05964103028471358,0.4133270387515557
2012-04-01,207,-1709.1660889468376,-1708.2523833630812,1.163862715303257,0.06477689712470287,0.3974428966345364
2012-07-01,210,-1731.5127617025657,-1730.6127617025656,1.1131603058390716,0.05774163375181697,0.38840096467701457
2012-10-01,213,-1756.9542428089583,-1756.067543301569,1.092752382386223,0.0310822593163366,0.384267881966881
2013-01-01,216,-1784.0141492835396,-1783.1403628757726,1.1051974875413062,0.048778258824105365,0.40079370821646787
2013-04-01,219,-1809.8179921963692,-1808.9567481772306,1.0896779040802116,0.044417053433244424,0.37285073906503374
2013-07-01,222,-1831.6527719107767,-1830.8037153070031,1.0983603962315551,0.05489017109911828,0.3973942966395016
2013-10-01,225,-1856.8969501618149,-1856.0597408594892,1.1331267053782297,0.0581870700367439,0.3930615734676717
2014-01-01,228,-1879.9933461147384,-1879.1676580413439,1.0905256770253287,0.06671019013703071,0.43267202251127945
2014-04-01,231,-1906.9625586616307,-1906.1480790236217,1.0939611509087346,0.057132327656586844,0.4061834652670438
2014-07-01,234,-1934.2959015861534,-1933.492330157582,1.0809457049979367,0.06017269031663749,0.4007159984711278
2014-10-01,237,-1957.2961977259251,-1956.503246184075,1.1025267676100092,0.05923801504037071,0.43637282186160786
2015-01-01,240,-1982.1091672208167,-1981.3265585251645,1.0958170462536123,0.06600057663010486,0.4161090918856358
2015-04-01,243,-1986.9692479968753,-1986.196715808034,1.102917502504229,0.007126932821307156,0.17280594097521945
2015-07-01,246,-2034.620314183317,-2033.8576023189103,1.1359153012479448,0.05221156540825938,0.3789946927824745
2015-10-01,249,-2058.078961558489,-2057.325823483175,1.0809607667372685,0.08796393975790348,0.3755323622975924
2016-01-01,252,-2081.0048792274947,-2080.261077574602,1.0940341468820682,0.05312855288783299,0.3883817924591091
2016-04-01,255,-2112.6747045245056,-2111.9400106469548,1.0965505902751418,0.06435000209014592,0.36185307144357365
2016-07-01,258,-2131.153244933839,-2130.427438482226,1.1140276031191598,0.047168756434626494,0.38200870426143485
2016-10-01,261,-2164.3137093916857,-2163.596577917582,1.0867862568359754,0.04179534751829649,0.3875240371575628
2017-01-01,264,-2182.915745278019,-2182.2070838606965,1.129767802371406,0.05079982375756216,0.36818417215078514
2017-04-01,267,-2211.8042232678736,-2211.103834162815,1.0863235484767382,0.050408915905338414,0.39628916706083533
2017-07-01,270,-2230.1920548390863,-2229.4997471467786,1.1172793497168434,0.05589914923915233,0.38664220204871097
2017-10-01,273,-2264.2728344002257,-2263.588423753838,1.0752080882496742,0.05364134900221834,0.3892144926748668
2018-01-01,276,-2287.207486037406,-2286.5307943080825,1.1169661038881322,0.05876881183546437,0.37673684742340924
2018-04-01,279,-2318.7373247695973,-2318.068179788185,1.0547620775970878,0.06049843903717601,0.40206531422946706
2018-07-01,282,-2345.4532889128004,-2344.791524206918,1.0527074370210543,0.05864491447590358,0.4071113675385101
2018-10-01,285,-2368.4812548638256,-2367.8267094092803,1.1240919104425855,0.05819385919719513,0.38145320215022355
2019-01-01,288,-2393.5496692213833,-2392.9021872069948,1.1259397024819333,0.06092785480317578,0.3796202956056949
2019-04-01,291,-2420.972444070877,-2420.331874675859,1.1283982134342994,0.06211706434115031,0.38529853701261907
2019-07-01,294,-2448.1566520009305,-2447.522849184029,1.0602661377386116,0.06721133054687871,0.40490638349244173
2019-10-01,297,-2468.127748869558,-2467.5005711692097,1.1502840063938498,0.0641741486087758,0.3689414858326219
2020-01-01,300,-2490.1967056936824,-2489.57601603851,1.1349824009646416,0.05418153673747751,0.45314233710682955
2020-04-01,303,-2525.303286290711,-2524.6889518197213,1.0637839265535867,0.06925033622191074,0.389520837345464
2020-07-01,306,-2547.214146684893,-2546.606038576785,1.1237189200221354,0.06928487117498829,0.37555550140038685
2020-10-01,309,-2572.406007094818,-2571.804000405855,1.1098431148618946,0.0706358722661269,0.3719518941918521
2021-01-01,312,-2601.795935472248,-2601.1999089821816,1.0898949401881803,0.07113985898153566,0.4144354621440784
2021-04-01,315,-2624.0169700172346,-2623.4268060828085,1.1043859737151167,0.07899787307524891,0.38750701296164053
2021-07-01,318,-2649.9591205323804,-2649.374704947965,1.122317148996699,0.07943706454910783,0.38804192858591846
2021-10-01,321,-2669.6544833586154,-2669.075705223567,1.2420255326160303,0.07979953000124097,0.4004713788630155
2022-01-01,324,-2693.7462813748602,-2693.173032967217,1.2303664478136425,0.06424575027920634,0.3892322512132712
2022-04-01,327,-2718.7764811743946,-2718.208657830546,1.1604402941976826,0.06352311729357633,0.3856021691782294
2022-07-01,330,-2740.6508368926616,-2740.0883368926616,1.1176060599161466,0.04592401302173527,0.39058631394732896
2022-10-01,333,-2767.5202225600174,-2766.9629470182217,1.0727168191957204,0.05990693840067742,0.3800121750253149
2023-01-01,336,-2791.662531499878,-2791.110384260614,1.1640006180188662,0.062339054274610506,0.37605495871812566
2023-04-01,339,-2819.629555417371,-2819.082442955365,1.0903664466262815,0.057223577721697005,0.37976934712495924
2023-07-01,342,-2843.69135174656,-2843.1491830718614,1.1205743402794457,0.06905760483561994,0.3768365036070332
2023-10-01,345,-2869.4632352936724,-2868.9259218608368,1.1365325069990584,0.06535016631674205,0.31127474826263835
2024-01-01,348,-2898.6686180247984,-2898.1360736461,1.070443151568352,0.07987403827918411,0.3673321234367322
2024-04-01,351,-2924.6278887284598,-2924.100029490923,1.0184942056345605,0.08032465260758377,0.37953064162894123
2024-07-01,354,-2950.137664254703,-2949.6144084407492,1.0025194674150648,0.09050759967427398,0.3789808530512025
2024-10-01,357,-2974.980835008765,-2974.4621030202925,0.997475579379518,0.10369844703477321,0.37162720570797875
