t_end,nobs,aic,aicc,market,mining,lifestyle
2009-01-01,168,-1344.164227590095,-1343.2585672127364,0.8326952586881579,0.0030008312109076527,0.0900119894306927
2009-04-01,171,-1389.099612853991,-1388.210723965102,0.9037873503558355,-0.015648531900290728,0.10001656112825531
2009-07-01,174,-1402.578034807078,-1401.7053075343508,0.8810263080114509,-0.015455529839001137,0.12268087250304721
2009-10-01,177,-1422.3540175481007,-1421.4968746909578,0.8859585758620125,-0.02087979960615655,0.09037976722217816
2010-01-01,180,-1423.7519503058722,-1422.9098450427143,0.750201321208032,-0.00912844497965415,0.09658319996695448
2010-04-01,183,-1470.2212060573058,-1469.3936198504093,0.8950142821731687,-0.03175382461190016,0.09303024482735656
2010-07-01,186,-1472.342591794658,-1471.529032472624,0.7460934968748519,-0.025685775571227077,0.09472182672352296
2010-10-01,189,-1497.6644785670378,-1496.8644785670378,0.7325620619885853,-0.027819103445867927,0.07989207976203618
2011-01-01,192,-1545.3104547,-1544.5235694540984,0.9007626150630665,-0.03674886284386822,0.07941987906835221
2011-04-01,195,-1567.2207270904587,-1566.4465335420716,0.8944945911173516,-0.03562091176249072,0.0729471572276099
2011-07-01,198,-1594.1155556599194,-1593.3536508980146,0.8911346368315688,-0.032186312297140446,0.07941990837014905
2011-10-01,201,-1594.6937418243233,-1593.9437418243233,0.6361881694740625,-0.026724131570367727,-0.005905007841550708
2012-01-01,204,-1627.6964819839682,-1626.9580204455067,0.8334840166170027,-0.01000240349392203,0.14062623329595725
2012-04-01,207,-1654.5278889425927,-1653.80061621532,0.8407979629625021,-0.01391454697113486,0.1464690979016937
2012-07-01,210,-1666.3460415901582,-1665.6296236797104,0.680644296560706,-0.016830208831021667,-0.03181523199771915
2012-10-01,213,-1712.3435915099449,-1711.6377091570037,0.9008393113058674,-0.021540135814639132,0.09826201078618085
2013-01-01,216,-1732.766587985682,-1732.070935811769,0.8994306734681788,-0.017520019486787046,0.09843911551519043
2013-04-01,219,-1744.6021488169922,-1743.916434531278,0.8650578487048914,0.028494815855161518,0.05544794067417483
2013-07-01,222,-1760.6481705728463,-1759.972114234818,0.8091352641996893,0.016394890526754094,0.1786455598336048
2013-10-01,225,-1803.3601836182938,-1802.693516951627,0.8932808190071231,-0.013380987176175682,0.09959994049023761
2014-01-01,228,-1830.1086259287054,-1829.45109168213,0.8950224296413258,-0.01554184102759773,0.09907777804558106
2014-04-01,231,-1855.5647173336547,-1854.916068685006,0.8814061969080192,-0.007749285684034273,0.09782990106763609
2014-07-01,234,-1865.8554103739948,-1865.2154103739947,0.7613394340596685,0.04448118283363713,0.20052119124139678
2014-10-01,237,-1903.456497914904,-1902.8249189675357,0.8770042147260622,-0.004412901331803609,0.09491303764393921
2015-01-01,240,-1907.1251343560045,-1906.501757732628,0.7803241511106456,0.012615623749455414,0.1352432198699086
2015-04-01,243,-1953.1503920880864,-1952.5350074727019,0.8487252821609675,0.007716743004388577,0.10219749464072678
2015-07-01,246,-1976.7832584191442,-1976.1756634824353,0.8315414644846899,0.004972314059370089,0.08237793478990829
2015-10-01,249,-1981.9354018750375,-1981.3354018750376,0.8139414547757745,0.0427960269601087,0.13911840267857878
2016-01-01,252,-2017.3221693703408,-2016.7295767777482,0.8400789402619998,0.02474922780971297,0.07210023497136508
2016-04-01,255,-2037.4716154843659,-2036.8862496307074,0.8256123008774553,0.029586026432926352,0.0664966514558158
2016-07-01,258,-2064.559958326083,-2063.981645073071,0.8109291760991583,0.027338794587834267,0.06592061039178117
2016-10-01,261,-2090.7576378470076,-2090.186209275579,0.8074333521112996,0.02456098422735402,0.06873975513038269
2017-01-01,264,-2117.385834863189,-2116.821128980836,0.8124280352115982,0.023747346881953044,0.06570773102224842
2017-04-01,267,-2142.831017378282,-2142.2728778433984,0.8109231751430693,0.018323192891646363,0.0642841629290857
