t_end,nobs,aic,aicc,market,mining,lifestyle
2009-01-01,168,-1462.450467056398,-1461.311226550069,0.9842419887919209,-0.4092928012934433,-0.13162092298711128
2009-04-01,171,-1488.3942250629605,-1487.2762126406003,0.9997904843461038,-0.41094988321258075,-0.1258501136436841
2009-07-01,174,-1515.7621017387148,-1514.6645407631052,0.9753511347684248,-0.38960373288517286,-0.13408401257303224
2009-10-01,177,-1544.8250772021497,-1543.7472328907725,0.9930259698815177,-0.3925884047065596,-0.11533728880995053
2010-01-01,180,-1566.521184991635,-1565.4623614622233,1.0091449446151428,-0.40633502393644416,-0.10086419685496631
2010-04-01,183,-1598.095870917057,-1597.0554084893113,0.945756211226814,-0.3915619663132881,-0.1659658769249738
2010-07-01,186,-1627.155851048151,-1626.1331237754237,0.9654242613348807,-0.3959543963231965,-0.1561423636782326
2010-10-01,189,-1654.2206628763606,-1653.2150762841818,0.971515381618112,-0.3900676649714166,-0.13506189081169973
2011-01-01,192,-1678.616754908534,-1677.627743919523,0.947507085692635,-0.38663560810109876,-0.17692581243174715
2011-04-01,195,-1710.6450712079838,-1709.672098235011,0.9726184617770766,-0.393109329298419,-0.12962740727251365
2011-07-01,198,-1733.0770545705045,-1732.1196077619938,0.9983370283437608,-0.3645425521973817,-0.11118162406828148
2011-10-01,201,-1762.584010924288,-1761.6416025473245,1.0139430966071699,-0.3831784744673736,-0.09938904726220335
2012-01-01,204,-1788.5104815745071,-1787.5826465229607,1.0044345034839623,-0.3806415132836285,-0.07492032758622166
2012-04-01,207,-1821.2305999661862,-1820.3168943824298,0.9657555563427493,-0.40372131551450735,-0.12087848379594701
2012-07-01,210,-1851.7379277166872,-1850.837927716687,0.9622202584864838,-0.39765299179548635,-0.12632661242702298
2012-10-01,213,-1863.1488711835586,-1862.2621716761694,1.0218356835539288,-0.37365539866650843,-0.007498879518938244
2013-01-01,216,-1903.4826477182635,-1902.6088613104964,0.9656363765778978,-0.37959186229358316,-0.13026283076076547
2013-04-01,219,-1915.965366130075,-1915.1041221109363,1.0137159461743313,-0.36353965568074476,0.007750169592309371
2013-07-01,222,-1944.9983695792448,-1944.1493129754713,1.0045128510787789,-0.3590912351530215,0.017211411515096236
2013-10-01,225,-1987.5776822494768,-1986.7404729471511,0.9761926208192625,-0.39373205992346,-0.12603268652683544
2014-01-01,228,-2018.269756887267,-2017.4440688138725,0.9739903458959488,-0.3825256045360807,-0.14092274548409467
2014-04-01,231,-2043.6880657943643,-2042.8735861563553,0.9812156260731192,-0.3870193086956434,-0.13927157438185844
