date,step,pred_mean,lower_95,upper_95,se_mean,var
2024-11-01,1,0.23626594979906204,0.22817013981656117,0.2443617597815629,0.004130591197776893,1.706178364315195e-05
2024-12-01,2,0.23690442738492387,0.22171770087442064,0.2520911538954271,0.007748472232293139,6.003882193461782e-05
2025-01-01,3,0.2371134442918059,0.21424913223035766,0.25997775635325415,0.011665679697075564,0.000136088082794761
2025-02-01,4,0.23693653134603426,0.20597978909310044,0.2678932735989681,0.015794546479994863,0.0002494676985087181
2025-03-01,5,0.23641348357737516,0.1971065444335244,0.2757204227212259,0.02005492930171109,0.00040220018929663004
2025-04-01,6,0.2355806684426578,0.18778770525355798,0.2833736316317576,0.024384612965383346,0.0005946093494715416
2025-05-01,7,0.23447130888686135,0.17814994729793365,0.29079267047578905,0.02873591659499023,0.0008257529025542349
2025-06-01,8,0.23311574328985035,0.1682954543302377,0.29793603224946297,0.03307218370893895,0.0010937693352778067
2025-07-01,9,0.23154166418036165,0.15830732137008866,0.3047760069906347,0.03736514721083456,0.0013961542260873376
2025-08-01,10,0.22977433744580922,0.1482535284360771,0.31129514645554135,0.041593013776149906,0.001729978794982996
2025-09-01,11,0.22783680362588024,0.13818990132073466,0.3174837059310258,0.04573905592769506,0.002092061237156817
2025-10-01,12,0.2257500627487357,0.12816236370427248,0.32333776179319895,0.04979055728279834,0.002479099594531623
2025-11-01,13,0.2235332440499706,0.11820868548718162,0.3288578026127596,0.05373800712338373,0.0028877734095928407
2025-12-01,14,0.22120376180547907,0.10835986480211823,0.3340476588088399,0.057574474782934336,0.0033148201465307415
2026-01-01,15,0.2187774584092253,0.09864123750739538,0.3389136793110552,0.06129511656818651,0.003757091315107572
2026-02-01,16,0.2162687357349187,0.08907337962607109,0.3434640918437663,0.06489678234505754,0.004211592358741772
2026-03-01,17,0.21369067573607156,0.07967284948408779,0.34770850198805536,0.06837769842155228,0.004675509641428753
2026-04-01,18,0.21105515116126985,0.07045280367884385,0.3516574986436959,0.07173720976072999,0.005146227264254974
2026-05-01,19,0.20837292719015435,0.06142351230349136,0.35532234207681734,0.07497556896237953,0.005621335941232528
2026-06-01,20,0.20565375473007666,0.052592792716841336,0.358714716743312,0.07809376254898594,0.006098635749057398
2026-07-01,21,0.2029064560531915,0.043966376736833374,0.3618465353695496,0.08109336731187776,0.006576134221979124
2026-08-01,22,0.20013900339843838,0.03554822290308415,0.3647297838937926,0.08397643109446158,0.007052040979362854
2026-09-01,23,0.19735859111205628,0.027340783044683903,0.36737639917942866,0.08674537359280637,0.00752475983975555
2026-10-01,24,0.19457170185359643,0.019345230565071814,0.36979817314212104,0.08940290366082676,0.007992879182987071
2026-11-01,25,0.19178416735151713,0.011561656454427416,0.37200667824860684,0.09195195030044526,0.008455161164055555
2026-12-01,26,0.18900122415304885,0.003989237949284269,0.37401321035681345,0.09439560505351911,0.008910530253419964
2027-01-01,27,0.18622756477682834,-0.003373616100082688,0.37582874565373936,0.09673707393220536,0.009358061472964967
2027-02-01,28,0.18346738464355186,-0.010529139778115704,0.3774639090652194,0.09897963735654706,0.009796968611233567
2027-03-01,29,0.18072442512935505,-0.017480101742156084,0.3789289520008662,0.10112661683322917,0.010226592632134749
2027-04-01,30,0.17800201305856694,-0.024229711570804446,0.38023373768793833,0.10318134732298626,0.010646390435386724
2027-05-01,31,0.17530309692670912,-0.03078153880834078,0.381387732661759,0.10514715441743788,0.011055924082084527
2027-06-01,32,0.17263028012092932,-0.03713944299235317,0.3824000032342118,0.10702733558775535,0.011454850563014003
2027-07-01,33,0.16998585138330535,-0.04330751320179174,0.3832792159684024,0.10882514488405295,0.011842912159035117
2027-08-01,34,0.1673718127424693,-0.0492900158715279,0.38403364135646645,0.11054378056076442,0.012219927420666436
2027-09-01,35,0.16478990512064232,-0.055091349794927635,0.38467116003621227,0.112186375183404,0.012585782776791486
2027-10-01,36,0.16224163180630533,-0.060716007384052306,0.38519927099666296,0.11375598783907208,0.012940424769243114
2027-11-01,37,0.15972827996723504,-0.06616854138272063,0.38562510131719074,0.11525559812925186,0.013283852900131605
2027-12-01,38,0.1572509403644025,-0.07145353633466586,0.3859554170634708,0.11668810167077563,0.013616113071529271
2028-01-01,39,0.15481052541415422,-0.07657558420051638,0.38619663502882484,0.11805630687084799,0.013937291591983831
2028-02-01,40,0.15240778573408503,-0.08153926359583227,0.38635483506400237,0.11936293277593966,0.014247509720873491
2028-03-01,41,0.1500433252969758,-0.08634912219001079,0.3864357727839624,0.12061060782321516,0.01454691871948541
2028-04-01,42,0.1477176153070328,-0.09100966186421156,0.3864448924782772,0.12180186934775061,0.014835695376606511
2028-05-01,43,0.14543100690335276,-0.09552532627695054,0.38638734008365605,0.12293916371981124,0.015114037976126553
2028-06-01,44,0.1431837427869831,-0.09990049052982147,0.38626797610378766,0.12402484700444599,0.015382162674476237
2028-07-01,45,0.14097596786008867,-0.10413945266389915,0.38609138838407653,0.1250611860510841,0.015640300256503873
2028-08-01,46,0.13880773895851636,-0.10824642675056753,0.3858619046676003,0.126050359934068,0.015888693239508093
2028-09-01,47,0.13667903375241827,-0.11222553736947893,0.3855836048743155,0.12699446167645156,0.016127593296491726
2028-10-01,48,0.13458975888350155,-0.11608081529167158,0.3852603330586747,0.12789550019920298,0.016357258971204332
2028-11-01,49,0.1325397574018772,-0.11981619420803805,0.3848957090117925,0.12875540244640554,0.016577953659135853
2028-12-01,50,0.13052881556033946,-0.12343550836276429,0.3844931394834432,0.12957601564433935,0.016789943830262076
2029-01-01,51,0.12855666901918494,-0.12694249096841198,0.38405582900678187,0.13035910965861705,0.016993497470987346
2029-02-01,52,0.12662300851034325,-0.13034077329429083,0.38358679031497733,0.13110637941897485,0.017188882724352192
2029-03-01,53,0.12472748500560583,-0.13363388433294132,0.38308885434415296,0.13181944738600743,0.01737636670915238
2029-04-01,54,0.12286971443007966,-0.1368252509611338,0.3825646798212931,0.13249986603817937,0.01755621450013548
2029-05-01,55,0.12104928195863023,-0.1399181985219981,0.3820167624392586,0.13314912036093854,0.017728688252891697
2029-06-01,56,0.1192657459299896,-0.14291595176388733,0.38144744362386657,0.13376863032276753,0.017894046458429243
2029-07-01,57,0.11751864141036873,-0.14582163607950727,0.3808589189002447,0.13435975332560726,0.01805254331371803
2029-08-01,58,0.11580748343580696,-0.14863827899583468,0.3802532458674486,0.13492378661932367,0.018204428195696783
2029-09-01,59,0.11413176996009858,-0.15136881187151327,0.3796323517917104,0.13546196967181365,0.01834994522736736
2029-10-01,60,0.1124909845329369,-0.15401607176385865,0.37899804082973243,0.13597548648800142,0.01848933292564866
2029-11-01,61,0.11088459873089775,-0.15658280343240727,0.37835200089420273,0.13646546787239652,0.018622823921632087
2029-12-01,62,0.10931207436202864,-0.15907166145018117,0.3776958101742385,0.13693299363110062,0.018750644744775044
2030-01-01,63,0.10777286546310658,-0.16148521239758154,0.3770309433237947,0.13737909471018933,0.018873015663391172
2030-02-01,64,0.10626642010706235,-0.16382593711712728,0.37635877733125195,0.13780475526828231,0.01899015057455118
2030-03-01,65,0.10479218203663193,-0.16609623301016269,0.37568059708342655,0.13821091468186553,0.01910225693719791
2030-04-01,66,0.10334959213897557,-0.16829841635923196,0.3749976006371831,0.13859846948256824,0.0192095357429104
2030-05-01,67,0.10193808977479271,-0.1704347246620778,0.37431090421166324,0.138968275226133,0.019312181519326253
2030-06-01,68,0.1005571139743471,-0.17250731896522134,0.3736215469139156,0.13932114829326755,0.019410382361754647
2030-07-01,69,0.09920610451179417,-0.17451828618683474,0.3729304952104231,0.13965786762294205,0.019504319988987204
2030-08-01,70,0.09788450286826306,-0.17646964142016702,0.37223864715669314,0.13997917637900523,0.019594169819744656
2030-09-01,71,0.09659175309328351,-0.1783633302101416,0.3715468363967086,0.1402857835512467,0.01968010106658724
2030-10-01,72,0.09532730257335532,-0.18020123079693928,0.3708558359436499,0.14057836549223787,0.019762276844469216
2030-11-01,73,0.09409060271573083,-0.1819851563214303,0.37016636175289197,0.14085756739144775,0.019840854291436245
2030-12-01,74,0.09288110955481275,-0.18371685698823464,0.3694790760978602,0.141124004688258,0.019915984699251467
2031-01-01,75,0.09169828428795632,-0.1853980221829977,0.3687945907589103,0.1413782644255988,0.01998781365199454
2031-02-01,76,0.09054159374690121,-0.18703028254116524,0.36811347003496764,0.14162090654599677,0.02005648117090995
2031-03-01,77,0.08941051081054172,-0.18861521196616118,0.36743623358724464,0.14185246513187708,0.020122121863990403
2031-04-01,78,0.08830451476426826,-0.1901543295953983,0.3667633591239348,0.14207344959198964,0.02018486507896762
2031-05-01,79,0.087223091610678,-0.19164910171301758,0.36609528493437354,0.14228434579584312,0.02024483505855106
2031-06-01,80,0.0861657343360509,-0.1931009436086522,0.365432412280754,0.14248561715803099,0.020302151096904975
2031-07-01,81,0.08513194313662109,-0.19451122138185617,0.36477510765509835,0.14267770567432203,0.020356927696488464
2031-08-01,82,0.08412122560833483,-0.19588125369213683,0.3641237049088065,0.1428610329113675,0.02040927472450283
2031-09-01,83,0.08313309690347756,-0.19721231345478066,0.3634785072617358,0.14303600095184762,0.020459297568296956
2031-10-01,84,0.08216707985726729,-0.19850562948288375,0.3628397891974183,0.14320299329684708,0.020507097289176827
2031-11-01,85,0.0812227050872511,-0.1997623880761752,0.3622077982506774,0.14336237572720767,0.020552770774149062
2031-12-01,86,0.08029951106810163,-0.2009837345573805,0.36158275669358375,0.14351449712556377,0.02059641088520345
2032-01-01,87,0.07939704418419026,-0.20217077475699746,0.36096486312537795,0.14365969026071845,0.020638106605805565
2032-02-01,88,0.07851485876211262,-0.2033245764474636,0.36035429397168883,0.1437982725359699,0.020677943184329077
2032-03-01,89,0.07765251708515569,-0.2044461707277791,0.3597512048980905,0.14393054670294622,0.020716002274208983
2032-04-01,90,0.07680958939152688,-0.20553655335971993,0.3591557321427737,0.14405680154245545,0.020752362070642395
2032-05-01,91,0.07598565385800861,-0.20659668605682602,0.3585679937728432,0.1441773125138054,0.020787097443703505
2032-06-01,92,0.07518029657055934,-0.2076274977273922,0.3579880908685109,0.1442923423739943,0.02082028006777399
2032-07-01,93,0.07439311148325041,-0.20862988567271784,0.35741610863921863,0.14440214176812305,0.02085197854722111
2032-08-01,94,0.07362370036680771,-0.20960471674188857,0.356852117475504,0.14450694979232573,0.02088225853828175
2032-09-01,95,0.07287167274791678,-0.2105528284443765,0.35629617394021007,0.14460699453046566,0.020911182867134125
2032-10-01,96,0.07213664584034825,-0.21147503002174595,0.3557483217024424,0.1447024935657935,0.020938811644158513
