window_end,horizon,actual_log,forecast_log,error,model
2020-06-01,24,0.86550995,0.76185889,-0.10365106,seasonal
2020-07-01,1,0.56502267,0.56364982,-0.00137286,seasonal
2020-07-01,3,0.59430082,0.58549394,-0.00880688,seasonal
2020-07-01,6,0.64653105,0.61438134,-0.03214970,seasonal
2020-07-01,12,0.76111673,0.66738945,-0.09372727,seasonal
2020-07-01,24,0.85882234,0.78080683,-0.07801551,seasonal
2020-08-01,1,0.57832854,0.57717029,-0.00115825,seasonal
2020-08-01,3,0.60914826,0.60003633,-0.00911193,seasonal
2020-08-01,6,0.66917603,0.63063594,-0.03854009,seasonal
2020-08-01,12,0.78077352,0.68685607,-0.09391744,seasonal
2020-08-01,24,0.85498390,0.80086160,-0.05412230,seasonal
2020-09-01,1,0.59430082,0.59128644,-0.00301438,seasonal
2020-09-01,3,0.62569855,0.61414669,-0.01155186,seasonal
2020-09-01,6,0.69323460,0.64429211,-0.04894249,seasonal
2020-09-01,12,0.80541979,0.70529006,-0.10012973,seasonal
2020-09-01,24,0.85304514,0.81770686,-0.03533828,seasonal
2020-10-01,1,0.60914826,0.60874653,-0.00040173,seasonal
2020-10-01,3,0.64653105,0.63495485,-0.01157620,seasonal
2020-10-01,6,0.71455219,0.66717748,-0.04737471,seasonal
2020-10-01,12,0.82574991,0.73752117,-0.08822874,seasonal
2020-10-01,24,0.85274352,0.85356870,0.00082518,seasonal
2020-11-01,1,0.62569855,0.62288339,-0.00281516,seasonal
2020-11-01,3,0.66917603,0.64888698,-0.02028905,seasonal
2020-11-01,6,0.73045713,0.68029520,-0.05016192,seasonal
2020-11-01,12,0.84096612,0.75241824,-0.08854787,seasonal
2020-11-01,24,0.85231332,0.86260093,0.01028761,seasonal
2020-12-01,1,0.64653105,0.64113636,-0.00539469,seasonal
2020-12-01,3,0.69323460,0.66769456,-0.02554004,seasonal
2020-12-01,6,0.74488340,0.70385478,-0.04102862,seasonal
2020-12-01,12,0.84936209,0.78536049,-0.06400160,seasonal
2020-12-01,24,0.85285025,0.90228699,0.04943674,seasonal
2021-01-01,1,0.66917603,0.66631963,-0.00285639,seasonal
2021-01-01,3,0.71455219,0.69670129,-0.01785090,seasonal
2021-01-01,6,0.76111673,0.74448895,-0.01662778,seasonal
2021-01-01,12,0.86097655,0.83888294,-0.02209362,seasonal
2021-01-01,24,0.85624743,0.96490818,0.10866075,seasonal
2021-02-01,1,0.69323460,0.68768236,-0.00555224,seasonal
2021-02-01,3,0.73045713,0.72255878,-0.00789834,seasonal
2021-02-01,6,0.78077352,0.77498156,-0.00579195,seasonal
2021-02-01,12,0.87200377,0.87780951,0.00580574,seasonal
2021-02-01,24,0.86057885,1.00424427,0.14366542,seasonal
2021-03-01,1,0.71455219,0.71518959,0.00063740,seasonal
2021-03-01,3,0.74488340,0.75887911,0.01399571,seasonal
2021-03-01,6,0.80541979,0.81820407,0.01278428,seasonal
2021-03-01,12,0.87649648,0.92782395,0.05132747,seasonal
2021-03-01,24,0.86467680,1.05254636,0.18786956,seasonal
2021-04-01,1,0.73045713,0.73618976,0.00573264,seasonal
2021-04-01,3,0.76111673,0.77709632,0.01597960,seasonal
2021-04-01,6,0.82574991,0.83329183,0.00754192,seasonal
2021-04-01,12,0.87709735,0.93946607,0.06236871,seasonal
2021-04-01,24,0.87079384,1.04919029,0.17839645,seasonal
2021-05-01,1,0.74488340,0.74620489,0.00132149,seasonal
2021-05-01,3,0.78077352,0.77675467,-0.00401884,seasonal
2021-05-01,6,0.84096612,0.82117038,-0.01979574,seasonal
2021-05-01,12,0.87185034,0.91112568,0.03927534,seasonal
2021-05-01,24,0.87966327,0.99000063,0.11033737,seasonal
2021-06-01,1,0.76111673,0.75910357,-0.00201316,seasonal
2021-06-01,3,0.80541979,0.78702455,-0.01839524,seasonal
2021-06-01,6,0.84936209,0.82888955,-0.02047254,seasonal
2021-06-01,12,0.86550995,0.91218707,0.04667712,seasonal
2021-06-01,24,0.88797530,0.97821569,0.09024039,seasonal
2021-07-01,1,0.78077352,0.77697933,-0.00379418,seasonal
2021-07-01,3,0.82574991,0.80807525,-0.01767465,seasonal
2021-07-01,6,0.86097655,0.85412653,-0.00685002,seasonal
2021-07-01,12,0.85882234,0.93718056,0.07835822,seasonal
2021-07-01,24,0.89563059,1.00236336,0.10673277,seasonal
2021-08-01,1,0.80541979,0.79965691,-0.00576288,seasonal
2021-08-01,3,0.84096612,0.83607993,-0.00488619,seasonal
2021-08-01,6,0.87200377,0.88961215,0.01760838,seasonal
2021-08-01,12,0.85498390,0.97510032,0.12011642,seasonal
2021-08-01,24,0.90277372,1.04486633,0.14209261,seasonal
2021-09-01,1,0.82574991,0.82927148,0.00352158,seasonal
2021-09-01,3,0.84936209,0.87362497,0.02426289,seasonal
2021-09-01,6,0.87649648,0.93829521,0.06179873,seasonal
2021-09-01,12,0.85304514,1.02977772,0.17673259,seasonal
2021-09-01,24,0.90967070,1.11178678,0.20211609,seasonal
2021-10-01,1,0.84096612,0.84533398,0.00436787,seasonal
2021-10-01,3,0.86097655,0.88600071,0.02502415,seasonal
2021-10-01,6,0.87709735,0.95001610,0.07291875,seasonal
2021-10-01,12,0.85274352,1.03002438,0.17728086,seasonal
2021-10-01,24,0.91747298,1.09365927,0.17618629,seasonal
2021-11-01,1,0.84936209,0.85680847,0.00744638,seasonal
2021-11-01,3,0.87200377,0.89206402,0.02006025,seasonal
2021-11-01,6,0.87185034,0.94423251,0.07238217,seasonal
2021-11-01,12,0.85231332,1.00616724,0.15385392,seasonal
2021-11-01,24,0.92298088,1.04610816,0.12312728,seasonal
2021-12-01,1,0.86097655,0.86038868,-0.00058787,seasonal
2021-12-01,3,0.87649648,0.88726340,0.01076692,seasonal
2021-12-01,6,0.86550995,0.92060812,0.05509816,seasonal
2021-12-01,12,0.85285025,0.95962712,0.10677687,seasonal
2021-12-01,24,0.92932132,0.96713913,0.03781781,seasonal
2022-01-01,1,0.87200377,0.87314321,0.00113944,seasonal
2022-01-01,3,0.87709735,0.89886369,0.02176634,seasonal
2022-01-01,6,0.85882234,0.92723935,0.06841701,seasonal
2022-01-01,12,0.85624743,0.96361372,0.10736629,seasonal
2022-01-01,24,0.93704800,0.99116045,0.05411245,seasonal
2022-02-01,1,0.87649648,0.88407066,0.00757418,seasonal
2022-02-01,3,0.87185034,0.90560685,0.03375651,seasonal
2022-02-01,6,0.85498390,0.93002437,0.07504047,seasonal
2022-02-01,12,0.86057885,0.95907573,0.09849689,seasonal
2022-02-01,24,0.94679424,0.98230277,0.03550853,seasonal
2022-03-01,1,0.87709735,0.88155492,0.00445756,seasonal
2022-03-01,3,0.86550995,0.88906525,0.02355530,seasonal
2022-03-01,6,0.85304514,0.90140879,0.04836365,seasonal
2022-03-01,12,0.86467680,0.91107621,0.04639942,seasonal
2022-03-01,24,0.95680610,0.91754499,-0.03926111,seasonal
2022-04-01,1,0.87185034,0.87717913,0.00532879,seasonal
2022-04-01,3,0.85882234,0.87776533,0.01894299,seasonal
2022-04-01,6,0.85274352,0.88301972,0.03027620,seasonal
2022-04-01,12,0.87079384,0.87992155,0.00912771,seasonal
2022-04-01,24,0.96456606,0.87628981,-0.08827625,seasonal
2022-05-01,1,0.86550995,0.86707208,0.00156213,seasonal
2022-05-01,3,0.85498390,0.86086346,0.00587956,seasonal
2022-05-01,6,0.85231332,0.85621924,0.00390593,seasonal
2022-05-01,12,0.87966327,0.83679732,-0.04286594,seasonal
2022-05-01,24,0.97144097,0.81666839,-0.15477259,seasonal
2022-06-01,1,0.85882234,0.86035911,0.00153677,seasonal
2022-06-01,3,0.85304514,0.85432959,0.00128445,seasonal
2022-06-01,6,0.85285025,0.84436548,-0.00848476,seasonal
2022-06-01,12,0.88797530,0.81953765,-0.06843765,seasonal
2022-06-01,24,0.97509388,0.79729333,-0.17780055,seasonal
2022-07-01,1,0.85498390,0.85361944,-0.00136447,seasonal
2022-07-01,3,0.85274352,0.84629787,-0.00644565,seasonal
2022-07-01,6,0.85624743,0.83301780,-0.02322962,seasonal
2022-07-01,12,0.89563059,0.80219650,-0.09343409,seasonal
2022-07-01,24,0.98091551,0.77758825,-0.20332725,seasonal
2022-08-01,1,0.85304514,0.85270885,-0.00033629,seasonal
2022-08-01,3,0.85231332,0.84694479,-0.00536852,seasonal
2022-08-01,6,0.86057885,0.83685733,-0.02372152,seasonal
2022-08-01,12,0.90277372,0.80919313,-0.09358059,seasonal
2022-08-01,24,0.98556277,0.79483547,-0.19072730,seasonal
2022-09-01,1,0.85274352,0.85073114,-0.00201238,seasonal
2022-09-01,3,0.85285025,0.84383109,-0.00901916,seasonal
2022-09-01,6,0.86467680,0.83440768,-0.03026912,seasonal
2022-09-01,12,0.90967070,0.80905144,-0.10061925,seasonal
2022-09-01,24,0.99122829,0.79961603,-0.19161226,seasonal
2022-10-01,1,0.85231332,0.85049828,-0.00181504,seasonal
2022-10-01,3,0.85624743,0.84089670,-0.01535072,seasonal
2022-10-01,6,0.87079384,0.81860645,-0.05218738,seasonal
2022-10-01,12,0.91747298,0.77061414,-0.14685884,seasonal
2022-10-01,24,0.99539670,0.74420179,-0.25119491,seasonal
