region,month_date,alpha,market,mining_ps,lifestyle
ADELAIDE - CENTRAL AND HILLS,2009-07-01,1.0186930169083046,0.027092665903635516,0.05341922525143711,-0.09117026669386222
ADELAIDE - CENTRAL AND HILLS,2009-08-01,1.0242619654119116,0.02731632409835598,0.05179217513144438,-0.09283564665721304
ADELAIDE - CENTRAL AND HILLS,2009-09-01,1.0296967421146073,0.027573616192072298,0.050182217011423905,-0.09448853007898046
ADELAIDE - CENTRAL AND HILLS,2009-10-01,1.035245900141166,0.027770058185172888,0.048295687361892686,-0.09594916544745728
ADELAIDE - CENTRAL AND HILLS,2009-11-01,1.0408506212425004,0.02795434477230076,0.046213504924902823,-0.09714854845480354
ADELAIDE - CENTRAL AND HILLS,2009-12-01,1.0461636532064063,0.028170947266819565,0.044343620240229614,-0.09839719444333087
ADELAIDE - CENTRAL AND HILLS,2010-01-01,1.051233669928524,0.02836624080746335,0.04242285941199332,-0.09936725713239804
ADELAIDE - CENTRAL AND HILLS,2010-02-01,1.0556393403769242,0.028207646118701035,0.04008049216314904,-0.09923672581065321
ADELAIDE - CENTRAL AND HILLS,2010-03-01,1.0596276011793238,0.027951381145331175,0.037731176172863055,-0.09873410837385252
ADELAIDE - CENTRAL AND HILLS,2010-04-01,1.0650991032277106,0.02761321790946595,0.034661416907699756,-0.09830141323424972
ADELAIDE - CENTRAL AND HILLS,2010-05-01,1.0706194342460378,0.02727434914764355,0.0316801975055043,-0.09805992279108337
ADELAIDE - CENTRAL AND HILLS,2010-06-01,1.0767979068061415,0.02689575192393015,0.028487891261736085,-0.098009214830689
ADELAIDE - CENTRAL AND HILLS,2010-07-01,1.0838407729771227,0.026301289529388778,0.024702725396903734,-0.09760724723639187
ADELAIDE - CENTRAL AND HILLS,2010-08-01,1.0926620659019661,0.0254502991645841,0.019961243105659346,-0.09696871350789023
ADELAIDE - CENTRAL AND HILLS,2010-09-01,1.1012855408450795,0.024435865398827732,0.015118027688954138,-0.09569855837399864
ADELAIDE - CENTRAL AND HILLS,2010-10-01,1.111024253884256,0.023339448742140605,0.009790902738977978,-0.09411374764770955
ADELAIDE - CENTRAL AND HILLS,2010-11-01,1.1203359869742586,0.022130915078838204,0.004632695385536493,-0.09198036713498262
ADELAIDE - CENTRAL AND HILLS,2010-12-01,1.129433104239148,0.02087172885362526,-3.945783674928288e-4,-0.08926665311833533
ADELAIDE - CENTRAL AND HILLS,2011-01-01,1.1378634609468132,0.01959335201781089,-0.004914706972384739,-0.08618447204044208
ADELAIDE - CENTRAL AND HILLS,2011-02-01,1.1443796769682641,0.018363036222360952,-0.008456024702601555,-0.08256491171037485
ADELAIDE - CENTRAL AND HILLS,2011-03-01,1.1497980135398014,0.017187774868803823,-0.011152909801637611,-0.07896587441831236
ADELAIDE - CENTRAL AND HILLS,2011-04-01,1.1544329573267673,0.016012315621965388,-0.01327308642553565,-0.07512899845224709
ADELAIDE - CENTRAL AND HILLS,2011-05-01,1.1583357467633009,0.01484844190370384,-0.014747585490805501,-0.0713620804652117
ADELAIDE - CENTRAL AND HILLS,2011-06-01,1.1609186725913736,0.013767136731043841,-0.01540712683580294,-0.06748602075659896
ADELAIDE - CENTRAL AND HILLS,2011-07-01,1.1626969702958971,0.012707125276201376,-0.015387709863624695,-0.06365945997125359
ADELAIDE - CENTRAL AND HILLS,2011-08-01,1.1638697659744182,0.011794496444892964,-0.015118082710270004,-0.06017046126997596
ADELAIDE - CENTRAL AND HILLS,2011-09-01,1.1648673858380618,0.010806802323140064,-0.014514256437143571,-0.05621980212234416
ADELAIDE - CENTRAL AND HILLS,2011-10-01,1.1654966676961291,0.00988262197241059,-0.013725061848423023,-0.05207961061277506
ADELAIDE - CENTRAL AND HILLS,2011-11-01,1.1664678733043334,0.008907119025715398,-0.012879774588557396,-0.04769661452462762
ADELAIDE - CENTRAL AND HILLS,2011-12-01,1.1674868484048793,0.007932545878759691,-0.011940589207856778,-0.04311184171254988
ADELAIDE - CENTRAL AND HILLS,2012-01-01,1.168974394956652,0.006959807253313683,-0.010985919972846236,-0.03838112749902909
ADELAIDE - CENTRAL AND HILLS,2012-02-01,1.1709511297317312,0.006137794263854732,-0.010217125560974035,-0.03429620218335456
ADELAIDE - CENTRAL AND HILLS,2012-03-01,1.1727803681782814,0.005444696303546398,-0.009475185884742748,-0.03072170775383948
ADELAIDE - CENTRAL AND HILLS,2012-04-01,1.174745472872788,0.004816921958991505,-0.00870343602798011,-0.027359360288560876
ADELAIDE - CENTRAL AND HILLS,2012-05-01,1.176739186425978,0.004295403384778116,-0.007957161882134878,-0.024600949962604014
ADELAIDE - CENTRAL AND HILLS,2012-06-01,1.178710884377215,0.003727853971939834,-0.007061158585453578,-0.021554412461511
ADELAIDE - CENTRAL AND HILLS,2012-07-01,1.1806575189439008,0.003230120132654451,-0.006128720598302159,-0.018659892732628976
ADELAIDE - CENTRAL AND HILLS,2012-08-01,1.1827267579707734,0.0027280843492818686,-0.005133561854433111,-0.015670763757120617
ADELAIDE - CENTRAL AND HILLS,2012-09-01,1.1842539025925043,0.0023253720937898357,-0.004254716652765133,-0.013188373183137326
ADELAIDE - CENTRAL AND HILLS,2012-10-01,1.1852684426990003,0.0020669736206496273,-0.003668125350668684,-0.011582996705960203
ADELAIDE - CENTRAL AND HILLS,2012-11-01,1.1859629682503685,0.001897005849934828,-0.003255843404768083,-0.010448661446485194
ADELAIDE - CENTRAL AND HILLS,2012-12-01,1.1864860162880506,0.001788623056268188,-0.0029752182881724897,-0.009741775703285258
ADELAIDE - CENTRAL AND HILLS,2013-01-01,1.1870743340694192,0.0017081042089808016,-0.0027280934114575963,-0.009159697091383373
ADELAIDE - CENTRAL AND HILLS,2013-02-01,1.1878576710078539,0.0016148999397401845,-0.002461898034340649,-0.008459307015918417
ADELAIDE - CENTRAL AND HILLS,2013-03-01,1.1886553741595167,0.0015557006994854458,-0.0022615753948518878,-0.007973240754215266
ADELAIDE - CENTRAL AND HILLS,2013-04-01,1.1895320951225714,0.0015361760266912445,-0.002125494907608679,-0.0077351226455527064
ADELAIDE - CENTRAL AND HILLS,2013-05-01,1.190444330173195,0.0014974047327923358,-0.0019759775577545455,-0.007450187719398388
ADELAIDE - CENTRAL AND HILLS,2013-06-01,1.1912722609409365,0.0014466017453493997,-0.001841851625825869,-0.0071555034119596544
ADELAIDE - CENTRAL AND HILLS,2013-07-01,1.1922906088823264,0.0013886483997372489,-0.0016993432933668827,-0.006875994943830149
ADELAIDE - CENTRAL AND HILLS,2013-08-01,1.1938427834029364,0.0013260859261794307,-0.0015578644791879638,-0.006544207486737012
ADELAIDE - CENTRAL AND HILLS,2013-09-01,1.1951755382175488,0.0012933473905130213,-0.0014635118393903838,-0.006318489807029589
ADELAIDE - CENTRAL AND HILLS,2013-10-01,1.1966524121523652,0.0013144998976219958,-0.001457720959922631,-0.006247509491354269
ADELAIDE - CENTRAL AND HILLS,2013-11-01,1.1982433546965856,0.0012888779399703185,-0.0014165204194539407,-0.0059528784275213785
ADELAIDE - CENTRAL AND HILLS,2013-12-01,1.200092207520787,0.0012610922030036147,-0.0013874654489033462,-0.005573307938447813
ADELAIDE - CENTRAL AND HILLS,2014-01-01,1.2023092664292327,0.0012351977309577257,-0.0013461127545166258,-0.005149677003248404
ADELAIDE - CENTRAL AND HILLS,2014-02-01,1.2046878244259205,0.0011747215218272694,-0.0012698719591630603,-0.00455018160881317
ADELAIDE - CENTRAL AND HILLS,2014-03-01,1.2073742055083383,0.0011205110393711956,-0.0012331143631030808,-0.003875017674505694
ADELAIDE - CENTRAL AND HILLS,2014-04-01,1.2100582250818144,0.0010835599790892049,-0.0012410904781773562,-0.0032201983474845638
ADELAIDE - CENTRAL AND HILLS,2014-05-01,1.2127146380382994,0.0010573156067694045,-0.0012689503075919084,-0.002636773780989273
ADELAIDE - CENTRAL AND HILLS,2014-06-01,1.215029615671994,0.0010021360810243806,-0.0012628631112412251,-0.00212396512588837
ADELAIDE - CENTRAL AND HILLS,2014-07-01,1.2170273599732353,9.998865935056168e-4,-0.0013081863073994074,-0.001868543205041252
ADELAIDE - CENTRAL AND HILLS,2014-08-01,1.2186536826702699,0.0010450032047086973,-0.0014360462733543798,-0.0017854919113096715
ADELAIDE - CENTRAL AND HILLS,2014-09-01,1.2202933148712547,0.0011227864638758676,-0.0016338743365924382,-0.0017477254422979594
ADELAIDE - CENTRAL AND HILLS,2014-10-01,1.2221642216587014,0.0012717398642826533,-0.0019848016108605544,-0.001805113417474839
ADELAIDE - CENTRAL AND HILLS,2014-11-01,1.2241652819691515,0.0014571419980521415,-0.002414786533414023,-0.0018732149894945204
ADELAIDE - CENTRAL AND HILLS,2014-12-01,1.2259652911362762,0.0016385063052243986,-0.0028634780920850427,-0.001926130474482696
ADELAIDE - CENTRAL AND HILLS,2015-01-01,1.2280639181289879,0.0018988839346796378,-0.0035028590712951123,-0.002052405545938362
ADELAIDE - CENTRAL AND HILLS,2015-02-01,1.2301901850633217,0.002103922085851446,-0.004055292382730802,-0.002156637660500355
ADELAIDE - CENTRAL AND HILLS,2015-03-01,1.2322216651960411,0.0023074573189193334,-0.004648097785974579,-0.002315194161120854
ADELAIDE - CENTRAL AND HILLS,2015-04-01,1.2341377572120575,0.0025782356794030294,-0.005489581832784931,-0.002650446178904259
ADELAIDE - CENTRAL AND HILLS,2015-05-01,1.2359135298619814,0.0028640182823635677,-0.006433979783999896,-0.003083571584994669
ADELAIDE - CENTRAL AND HILLS,2015-06-01,1.237652419306861,0.0031838271697455433,-0.007552348267613685,-0.0036004042998508618
ADELAIDE - CENTRAL AND HILLS,2015-07-01,1.2397650310230393,0.0036016061902729613,-0.009064762818152959,-0.004206058087445481
ADELAIDE - CENTRAL AND HILLS,2015-08-01,1.2416604468481984,0.004052643454510212,-0.010677899530793622,-0.00482779359371885
ADELAIDE - CENTRAL AND HILLS,2015-09-01,1.2438028342341507,0.004565079506370532,-0.012468772378087169,-0.005535074811528579
ADELAIDE - CENTRAL AND HILLS,2015-10-01,1.24561216113556,0.0050674856437164535,-0.014166834727806787,-0.006163447498045004
ADELAIDE - CENTRAL AND HILLS,2015-11-01,1.2478341322104816,0.005623985454883995,-0.016053179750556923,-0.006788927226313248
ADELAIDE - CENTRAL AND HILLS,2015-12-01,1.2498166747011676,0.0060727966696190955,-0.017680785598096157,-0.007243088338058166
ADELAIDE - CENTRAL AND HILLS,2016-01-01,1.2516290963952283,0.0064329846158494835,-0.019038245547668774,-0.007419841378644993
ADELAIDE - CENTRAL AND HILLS,2016-02-01,1.2538630906687447,0.006733912609853308,-0.020285737788564295,-0.007320247132540433
ADELAIDE - CENTRAL AND HILLS,2016-03-01,1.2565080671240527,0.0070860014475591536,-0.021825703721463117,-0.007142659312341703
ADELAIDE - CENTRAL AND HILLS,2016-04-01,1.2592953345544584,0.007432588184384484,-0.023399404205529977,-0.0069232426541577146
ADELAIDE - CENTRAL AND HILLS,2016-05-01,1.2622254500634935,0.00781972739182573,-0.025188927758632018,-0.006725402519731828
ADELAIDE - CENTRAL AND HILLS,2016-06-01,1.265141094200348,0.008086327246397282,-0.02663378179957068,-0.0064273881126035125
ADELAIDE - CENTRAL AND HILLS,2016-07-01,1.2680366754271903,0.008322347235647228,-0.028092575718158486,-0.006147766308586007
ADELAIDE - CENTRAL AND HILLS,2016-08-01,1.2710764815092026,0.00849611695871887,-0.029438647122521044,-0.005879533253220697
ADELAIDE - CENTRAL AND HILLS,2016-09-01,1.2742871561569185,0.008674824594868064,-0.03092010869993596,-0.0056716286082325205
ADELAIDE - CENTRAL AND HILLS,2016-10-01,1.2779844861430432,0.00883891798515017,-0.03253877752711384,-0.005364477269997449
ADELAIDE - CENTRAL AND HILLS,2016-11-01,1.2813081901117715,0.008917937525367485,-0.0338093995411274,-0.005055778725718428
ADELAIDE - CENTRAL AND HILLS,2016-12-01,1.2843099859795135,0.008879834265408459,-0.03456158784201722,-0.004725385036586404
ADELAIDE - CENTRAL AND HILLS,2017-01-01,1.2866451170953381,0.008798736164002917,-0.034908675808352815,-0.004465077210506536
ADELAIDE - CENTRAL AND HILLS,2017-02-01,1.288629694991482,0.008803130468000091,-0.03545520171408418,-0.004341963527684941
ADELAIDE - CENTRAL AND HILLS,2017-03-01,1.2909011558203887,0.008827253352222654,-0.03613846584369897,-0.004228005580691546
ADELAIDE - CENTRAL AND HILLS,2017-04-01,1.2932397205036863,0.008933758091732259,-0.037170073645774356,-0.004252246505457419
ADELAIDE - CENTRAL AND HILLS,2017-05-01,1.2955761180516747,0.009110209466073677,-0.03847097417176235,-0.004351794055376526
ADELAIDE - CENTRAL AND HILLS,2017-06-01,1.297852795743795,0.00915611141101915,-0.039343126184097375,-0.004453863621641817
ADELAIDE - CENTRAL AND HILLS,2017-07-01,1.3001531885724094,0.00919676323614278,-0.04006017818919855,-0.004444746730903226
ADELAIDE - CENTRAL AND HILLS,2017-08-01,1.302467606361987,0.009212033875578228,-0.04064795352204538,-0.004439818433055845
ADELAIDE - CENTRAL AND HILLS,2017-09-01,1.3052219366105904,0.009060096296033746,-0.040503868279358514,-0.004125986038806907
ADELAIDE - CENTRAL AND HILLS,2017-10-01,1.3081601854727933,0.008846065444090867,-0.040027939928536566,-0.0038430070063627977
ADELAIDE - CENTRAL AND HILLS,2017-11-01,1.3114440204655504,0.008640316067672354,-0.0396339249646445,-0.00353322212272772
ADELAIDE - CENTRAL AND HILLS,2017-12-01,1.3147429461302231,0.008518306597559607,-0.039425976849485074,-0.003292133780750323
ADELAIDE - CENTRAL AND HILLS,2018-01-01,1.3179082837943652,0.008476967671556982,-0.039333751403136524,-0.0030997222947472996
ADELAIDE - CENTRAL AND HILLS,2018-02-01,1.3211488165108674,0.008441459495151009,-0.03912527732687271,-0.0028400252157920157
ADELAIDE - CENTRAL AND HILLS,2018-03-01,1.323940946257132,0.008422678677638004,-0.03883707722456198,-0.0027333810159657712
ADELAIDE - CENTRAL AND HILLS,2018-04-01,1.3264524841179126,0.008459708062030743,-0.03870861006492734,-0.00263628333573726
ADELAIDE - CENTRAL AND HILLS,2018-05-01,1.3291994319356915,0.008472586520747824,-0.038424069460693294,-0.0024852206922433167
ADELAIDE - CENTRAL AND HILLS,2018-06-01,1.332092073161342,0.008368364124106508,-0.03765832953520496,-0.0023523934797512387
ADELAIDE - CENTRAL AND HILLS,2018-07-01,1.3349939709375342,0.008276441420440829,-0.03697340476715321,-0.002263782511973674
ADELAIDE - CENTRAL AND HILLS,2018-08-01,1.3377965058605366,0.008293365828831516,-0.03656747979044666,-0.002024477261199116
ADELAIDE - CENTRAL AND HILLS,2018-09-01,1.3410260390313764,0.008322929368637984,-0.036099778367106455,-0.0015976620864808172
ADELAIDE - CENTRAL AND HILLS,2018-10-01,1.3442240280766073,0.008418292501636622,-0.03588192880088357,-9.92959593362433e-4
ADELAIDE - CENTRAL AND HILLS,2018-11-01,1.347911597911668,0.008389978007594905,-0.035214764366767654,-1.6001559275133457e-4
ADELAIDE - CENTRAL AND HILLS,2018-12-01,1.351621161244747,0.008303290021808362,-0.03443273895954152,8.008571604916925e-4
ADELAIDE - CENTRAL AND HILLS,2019-01-01,1.3549192377112653,0.008210041438578668,-0.033612712006858184,0.0016736310058607612
ADELAIDE - CENTRAL AND HILLS,2019-02-01,1.3584451693070971,0.008073039490535082,-0.03256096471970935,0.002563223585770334
ADELAIDE - CENTRAL AND HILLS,2019-03-01,1.362104347219619,0.007958020103007177,-0.03164526559350996,0.003568305582489154
ADELAIDE - CENTRAL AND HILLS,2019-04-01,1.365807606474007,0.00781304855371848,-0.030721935285389423,0.0044789392494234
ADELAIDE - CENTRAL AND HILLS,2019-05-01,1.3693165330193355,0.00763626339038653,-0.02968696511836613,0.005172168528761537
ADELAIDE - CENTRAL AND HILLS,2019-06-01,1.372946005006704,0.007320006850119638,-0.028037009995898608,0.005542408644405953
ADELAIDE - CENTRAL AND HILLS,2019-07-01,1.3764812028363427,0.0070006225437018055,-0.02636097777533422,0.005745326956775555
ADELAIDE - CENTRAL AND HILLS,2019-08-01,1.3800461190629116,0.006662490899028526,-0.02464984850107855,0.005776081439908304
ADELAIDE - CENTRAL AND HILLS,2019-09-01,1.383580222952502,0.00634381267480711,-0.023051231350821624,0.005789169366642353
ADELAIDE - CENTRAL AND HILLS,2019-10-01,1.3868306466384166,0.006152551570030849,-0.02188113950034035,0.0058674124684781935
ADELAIDE - CENTRAL AND HILLS,2019-11-01,1.3899297660102452,0.005977862851829845,-0.020769699487087345,0.005922473134385095
ADELAIDE - CENTRAL AND HILLS,2019-12-01,1.3933673506728155,0.0057027689460753955,-0.01929073282811356,0.005993254458187622
ADELAIDE - CENTRAL AND HILLS,2020-01-01,1.3963293838129263,0.005488375774456065,-0.018060169630529626,0.006020361367560131
ADELAIDE - CENTRAL AND HILLS,2020-02-01,1.3996261795697547,0.005263243850625075,-0.016781658128930205,0.005877241995075521
ADELAIDE - CENTRAL AND HILLS,2020-03-01,1.4031857277495696,0.005028237975764139,-0.015522761573039619,0.005765945814150807
ADELAIDE - CENTRAL AND HILLS,2020-04-01,1.4066558793450759,0.0048570430494412585,-0.014565183562264205,0.0057122148147627574
ADELAIDE - CENTRAL AND HILLS,2020-05-01,1.4100701011427212,0.004702448182681548,-0.01368745450012329,0.005550543533358569
ADELAIDE - CENTRAL AND HILLS,2020-06-01,1.4133577789178131,0.004561908147506436,-0.012857643486548767,0.005365812626324692
ADELAIDE - CENTRAL AND HILLS,2020-07-01,1.4163457422095695,0.004508315973766517,-0.01226696426713428,0.005358056353126603
ADELAIDE - CENTRAL AND HILLS,2020-08-01,1.419487993723074,0.004513562475108351,-0.01166580191024296,0.005463677812863034
ADELAIDE - CENTRAL AND HILLS,2020-09-01,1.4225373414644398,0.004609989370448094,-0.011162413581328478,0.00571185547487905
ADELAIDE - CENTRAL AND HILLS,2020-10-01,1.4261392847704233,0.004815981966818529,-0.010570708197378757,0.006242538098254094
ADELAIDE - CENTRAL AND HILLS,2020-11-01,1.4299941029464596,0.00522516200705596,-0.010164138984345844,0.0073219974754844125
ADELAIDE - CENTRAL AND HILLS,2020-12-01,1.4345258563126848,0.005720516126026822,-0.009665246717507495,0.008691015783471355
