month_date,market,mining,lifestyle,lifestyle_melb_nsw
2011-04-01,0.21299041688760867,0.2888136624868154,-0.10754598323745423,-0.09618876692249553
2011-05-01,0.21009719074711475,0.2802623445386945,-0.11495348074561573,-0.10386959894306344
2011-06-01,0.20320988461199518,0.28161060293560825,-0.11021916020011224,-0.09539074422066571
2011-07-01,0.20058170045261736,0.27183918244089855,-0.112933863518894,-0.09669410525352182
2011-08-01,0.1969846422968211,0.2714439325036,-0.11313111898834116,-0.09460010008774708
2011-09-01,0.1961307215161494,0.2712150428236795,-0.11787243204760756,-0.0925158572601362
2011-10-01,0.19749300695994165,0.26667732511146447,-0.12109312035930386,-0.09483807594596669
2011-11-01,0.19677926445132976,0.2648533216234843,-0.11752405163001811,-0.08957886347369323
2011-12-01,0.19773518522891265,0.2739933235782226,-0.11655234241712475,-0.08905045418329269
2012-01-01,0.20314601438781565,0.2744434543804388,-0.12031339065492352,-0.08948856295735705
2012-02-01,0.20463539191052393,0.27337233115622217,-0.12570850391296784,-0.09315391893330224
2012-03-01,0.20449318359491953,0.2786717464295325,-0.12884785538142463,-0.09156927195228368
2012-04-01,0.20366623325487687,0.2802736610280816,-0.12870036858277245,-0.09191168351543641
2012-05-01,0.20125591650266283,0.28310044840536697,-0.13435273168206552,-0.08611958982082277
2012-06-01,0.20125160284546006,0.2833014721343554,-0.136655791186595,-0.08766491857839384
2012-07-01,0.20569470598085848,0.2947758163333165,-0.1364359841484245,-0.08318943042783608
2012-08-01,0.2082220387648943,0.2986387540174902,-0.14107797269720435,-0.08579491168754791
2012-09-01,0.20979027185140398,0.31204922548320724,-0.14194058468852677,-0.07863876626689156
2012-10-01,0.214322481031882,0.316627036796171,-0.1464587781305139,-0.0814964639571377
2012-11-01,0.21611655584498823,0.3100519751748829,-0.1435430504507763,-0.08218145690039166
2012-12-01,0.21817223650433082,0.31751624949911816,-0.14391869363042298,-0.08442095665742574
2013-01-01,0.22380331739549053,0.31634186464397795,-0.14415488538072674,-0.0861275188462712
2013-02-01,0.22994598970030866,0.3165778391070744,-0.14855791678521213,-0.08670143145859463
2013-03-01,0.23376844312262102,0.32443434405314253,-0.1537219990161146,-0.09393844070556709
2013-04-01,0.24025790893965238,0.32016616823349975,-0.15707843204171568,-0.09694009178877469
2013-05-01,0.2441043510660985,0.31336236410921825,-0.15899989199555453,-0.1015576398591814
2013-06-01,0.24896208765341576,0.30122965456453965,-0.16119040934052553,-0.10822470676851301
2013-07-01,0.25280138828732146,0.28492004874433596,-0.16421923464978738,-0.1128747249228573
2013-08-01,0.2611747574562786,0.27667455768582183,-0.16553724505799805,-0.11219160239600598
2013-09-01,0.26993110338870885,0.27457226404984403,-0.16533803983561401,-0.10844771575349962
2013-10-01,0.27676196341278647,0.26568922524386096,-0.16449713481197958,-0.10662242582785772
2013-11-01,0.2834022064268089,0.2620676267071482,-0.1636311852160902,-0.1024456373203467
2013-12-01,0.28592199450190137,0.2561087858509101,-0.15894188266730758,-0.10030131878859802
2014-01-01,0.2924317557041374,0.2550620551996168,-0.1626764946633371,-0.10429739845432659
2014-02-01,0.2993275209434796,0.24823409331856294,-0.1660806820523889,-0.10635335590028858
2014-03-01,0.30434032033837677,0.23216721061700962,-0.16066212217331388,-0.10158291232683267
2014-04-01,0.30950205915892104,0.21326513726005647,-0.1593344957064161,-0.10280814258758406
2014-05-01,0.3126483449594737,0.2057973379242426,-0.15945949534855008,-0.10611909670567918
2014-06-01,0.3136364479983458,0.2038509112523268,-0.1608620193463316,-0.1122075576837985
2014-07-01,0.31573018735634695,0.1961191429387803,-0.16197352227467576,-0.11359434592315085
2014-08-01,0.320085228735141,0.1763349925957034,-0.16569103529972573,-0.11893222860897854
2014-09-01,0.3251013687890567,0.16239491713342602,-0.16274953882194676,-0.1143461443139627
2014-10-01,0.3314968558016671,0.15061767608201526,-0.16080037638495848,-0.11135016101462156
2014-11-01,0.33557282751412476,0.14444090163308254,-0.15884831733007887,-0.10979909408208907
2014-12-01,0.33791679908295147,0.1303071812619745,-0.15624224879533444,-0.10513833629063915
2015-01-01,0.343543456454801,0.11903106469429824,-0.15295917800672376,-0.10653105412938121
2015-02-01,0.3494426826478054,0.09170581004123,-0.15627335517737972,-0.117206584545921
2015-03-01,0.35907919114557396,0.06297958622692577,-0.1566460325981519,-0.12170831777578281
2015-04-01,0.366866135006787,0.03742212641745944,-0.1622844641783322,-0.13004773989014526
2015-05-01,0.3751954076713,0.00828638046374118,-0.1694147720623812,-0.14013794049684422
2015-06-01,0.3795402759286648,-0.014539792884984873,-0.17097835848922383,-0.14435458156289802
2015-07-01,0.38475686739251747,-0.03814903425037565,-0.1643983214902215,-0.1401055395560756
2015-08-01,0.3913917944303944,-0.04392237234632536,-0.1626849606707198,-0.13987812711061096
2015-09-01,0.3949894401287686,-0.04307575659093256,-0.1592339482310695,-0.14083817478147917
2015-10-01,0.39611157082969495,-0.030408086591399167,-0.15680092097976217,-0.13621483002976684
2015-11-01,0.39326284022467717,-0.028789712695487482,-0.14946258391199507,-0.12986490703238104
2015-12-01,0.3890292798337234,-0.038456980354081086,-0.1361218344781544,-0.12497311124544738
2016-01-01,0.3885051414292453,-0.04566734176400257,-0.12408428915801484,-0.10877140794016613
2016-02-01,0.3867182390665187,-0.056525596718771234,-0.11120632251822815,-0.09035125599776958
2016-03-01,0.38629025122571425,-0.07114527925902882,-0.10745370945519384,-0.08475509381572496
2016-04-01,0.38835030514903535,-0.07888981339706037,-0.1086512689749154,-0.08292954245120429
2016-05-01,0.39148216029507155,-0.09048643598577912,-0.10762714926936845,-0.08372843027272422
2016-06-01,0.395658338573309,-0.09979572022038986,-0.10285412403116523,-0.08074433975129444
2016-07-01,0.4006769576096392,-0.1215753753590978,-0.10104244201036894,-0.08190590688198437
2016-08-01,0.40869943216729854,-0.13262439980921403,-0.10127567207148191,-0.0868102330298964
2016-09-01,0.4156030278790708,-0.15054639124199642,-0.10461174500427017,-0.09375869053098781
2016-10-01,0.4226095229635769,-0.16644257095490866,-0.10030002825788376,-0.08920158761746952
2016-11-01,0.4307540728857,-0.1788669356730399,-0.10109019876603564,-0.09344325093315561
2016-12-01,0.4354588236669821,-0.1821082431174248,-0.10265760762474374,-0.0942241505102542
2017-01-01,0.44505312439741385,-0.18798815276506797,-0.10276679231548813,-0.0965725652577075
2017-02-01,0.45379403873091695,-0.20611604578985898,-0.10360677473653823,-0.10041162226403397
2017-03-01,0.4612090396614281,-0.2221128720433203,-0.10666556729398213,-0.10419126396814712
2017-04-01,0.46653725393693835,-0.2370181711219217,-0.10663869811176074,-0.1119223650018438
2017-05-01,0.4709604901547535,-0.24603764548250973,-0.1115005771307892,-0.11789930540697799
2017-06-01,0.4736793064594731,-0.2491105686763948,-0.11261244039140206,-0.12383863522153468
2017-07-01,0.4797922512303474,-0.25462701132142884,-0.1114033022659614,-0.12200664675550263
2017-08-01,0.48513009448282807,-0.2628660016603983,-0.10888373504197368,-0.12256724237603076
2017-09-01,0.4896059310124612,-0.2554110323116179,-0.10154833155946308,-0.12163396486282627
2017-10-01,0.49307124124337465,-0.2563674446109392,-0.10312656279320509,-0.12642633819671242
2017-11-01,0.49300666110473235,-0.25647893496200247,-0.10019844917731391,-0.12398103415855508
2017-12-01,0.49440740393844407,-0.25503642381571323,-0.09645984670254493,-0.12212970928777364
2018-01-01,0.4990578908854171,-0.25179621402572483,-0.09188626285673085,-0.12098567159693649
2018-02-01,0.5028494117192173,-0.25451128870117246,-0.0861705729053922,-0.11820211528722577
2018-03-01,0.5051974325178814,-0.25292489307495725,-0.08233252522682599,-0.1188339344104011
2018-04-01,0.5044461320646727,-0.24897942634353742,-0.07886716091987178,-0.1147716692207755
2018-05-01,0.5038790972604619,-0.24187507784897844,-0.08009395504697203,-0.10904380984901993
2018-06-01,0.5022903820918925,-0.2303892557815157,-0.07732605951647942,-0.10552659356396074
2018-07-01,0.5020606376929142,-0.22689916313065228,-0.07159157555342344,-0.10325094861338333
2018-08-01,0.5017859646189762,-0.2134887482190886,-0.06395233565696323,-0.09437511916018257
2018-09-01,0.498193901594405,-0.2095760757526406,-0.05474098088440271,-0.08844688693179789
2018-10-01,0.49241001968671005,-0.19840742667835976,-0.0461750171609957,-0.08048012685696335
2018-11-01,0.4855814816550541,-0.19688199010172025,-0.038150645583170495,-0.07032587172754287
2018-12-01,0.47834891296517545,-0.19162444828683367,-0.031079290487205147,-0.05982924462173797
2019-01-01,0.47793253277757497,-0.18987818904413567,-0.028364279127043868,-0.050380274732199165
2019-02-01,0.47727241828221745,-0.19200123959202253,-0.022801261338360024,-0.04421130336102927
2019-03-01,0.4750026097049884,-0.1931058229522593,-0.02085583388450829,-0.0430207534161596
2019-04-01,0.473551641795658,-0.20690980686743377,-0.01937949956858287,-0.04763788287362222
2019-05-01,0.47467155674461137,-0.21359470593962482,-0.022203705795178608,-0.053366063401562996
2019-06-01,0.47866051033256185,-0.22384500554320885,-0.021959123719398677,-0.057446934487064144
2019-07-01,0.48673743562988214,-0.2364582350755975,-0.025691963093212755,-0.06666711895969177
2019-08-01,0.4953326191259324,-0.2539059684099749,-0.03151281146841034,-0.07044947064706805
2019-09-01,0.5040089767032672,-0.2771435230208972,-0.03412620320773618,-0.07701644841621177
2019-10-01,0.5125968460177854,-0.2787229114411409,-0.03613400345067197,-0.08017148587178888
2019-11-01,0.5180421791910144,-0.2889305158430473,-0.03477007331568538,-0.08250881189763967
2019-12-01,0.5214838719107093,-0.2901565614307493,-0.032882802425494684,-0.0798518513057079
2020-01-01,0.5264638706133986,-0.29076086766958653,-0.03095966138656936,-0.08203597422009298
2020-02-01,0.5322949276587587,-0.2962270933293387,-0.02934977379337822,-0.08310684190058101
2020-03-01,0.5305559690128427,-0.29720559724262663,-0.021252962952431065,-0.06974560387755688
2020-04-01,0.5279236728121859,-0.2954904380561496,-0.014983366735119463,-0.05824336907668734
2020-05-01,0.5334123678261125,-0.293863817631526,-0.00896364319045262,-0.05023642728667607
2020-06-01,0.5420077182350356,-0.28542871678161874,-0.005289174695478072,-0.04110148305673031
