month_date,mean_mkt,lo80_mkt,hi80_mkt,lo95_mkt,hi95_mkt,mean_mining,lo80_mining,hi80_mining,lo95_mining,hi95_mining
2030 Sep,1.250775617192339,0.8518643695771669,1.649686864807511,0.6406935109593171,1.8608577234253607,-0.01103096346088342,-0.31521985478109615,0.29315792785932926,-0.4762477268857933,0.4541857999640264
2030 Oct,1.2563824703449369,0.8547223074528397,1.658042633237034,0.6420962609886547,1.870668679701219,-0.010499979891365634,-0.31479044815123036,0.2937904883684991,-0.4758720918396829,0.45487213205695154
2030 Nov,1.2607829138853048,0.8563924027236335,1.665173425046976,0.642320997193093,1.8792448305775165,-0.00999015917785191,-0.3143745009560975,0.2943941826003937,-0.47550583828341453,0.4555255199277107
2030 Dec,1.2651758486434108,0.8580731936620114,1.6722785036248102,0.6425660659187458,1.8877856313680759,-0.009500809949655208,-0.3139718554010216,0.29497023550171125,-0.47514909088039053,0.4561474709810801
2031 Jan,1.2706055241364336,0.8608085782626608,1.6804024700102063,0.6438751790755334,1.8973358691973337,-0.00903125706768,-0.3135823369074613,0.2955198227721013,-0.47480194003282056,0.4567394258974605
2031 Feb,1.2768447175427038,0.8643709927946563,1.6893184422907512,0.6460205924660721,1.9076688426193353,-0.008580841567276256,-0.3132057557957957,0.2960440726612432,-0.474464444485572,0.4573027613510195
2031 Mar,1.2826123213582181,0.8674789990536397,1.6977456436627967,0.64772069282381,1.9175039498926263,-0.008148920578318121,-0.31284190887689917,0.2965440677202629,-0.4741366338025813,0.457838792645945
2031 Apr,1.2869103300600995,0.8691342706377545,1.7046863894824444,0.6479769838838197,1.925843676236379,-0.007734867224298149,-0.3124905809551392,0.29702084650654287,-0.4738185107189067,0.4583487762703103
2031 May,1.290128262934589,0.869726015404295,1.710530510464883,0.64717850864287,1.9330780172263078,-0.007338070502132457,-0.31215154624550245,0.2974754052412375,-0.47351005337166363,0.4588339123673986
2031 Jun,1.2937820827251045,0.8707698937619792,1.7167942716882298,0.6468407674633557,1.9407233979868534,-0.006957935144280958,-0.3118245697076057,0.2979086994190438,-0.4732112174132067,0.45929534712464476
2031 Jul,1.2991142738141472,0.8735080965120154,1.724720451116279,0.6482057957339371,1.9500227518943574,-0.006593881464699469,-0.3115094082993896,0.2983216453699907,-0.4729219380100374,0.45973417508063846
2031 Aug,1.3059239061487504,0.8777394084470586,1.7341084038504424,0.651072227295659,1.9607755850018418,-0.006245345190057045,-0.31120581215331894,0.29871512177320486,-0.4726421317309951,0.460151441350881
2031 Sep,1.3127771794241512,0.8820297522221463,1.743524606626156,0.6540058381473366,1.9715485207009658,-0.005911777277572084,-0.3109135256779306,0.29908997112278646,-0.47237169832836123,0.46054814377321707
2031 Oct,1.3183853251588171,0.8850900901301803,1.751680560187454,0.6557174480624658,1.9810532022551683,-0.005592643720744525,-0.31063228858757436,0.2994470011460853,-0.4721105224155505,0.4609252349740614
2031 Nov,1.32278694058135,0.8869587577019156,1.7586151234607843,0.6562452540373298,1.9893286271253698,-0.005287425344188627,-0.31036183686318364,0.29978698617480637,-0.4718584750450929,0.46128362435671555
2031 Dec,1.3271809377925425,0.8888344125932008,1.7655274629918842,0.6567877790327605,1.9975740965523245,-0.004995617588701322,-0.3101019036469041,0.30011066846950146,-0.471615415190627,0.4616241800132243
2032 Jan,1.3326115765279418,0.8917610670842998,1.773462085971584,0.6583889043341069,2.0068342487217765,-0.004716730287634761,-0.30985222007337915,0.30041875949810964,-0.4713811911366234,0.46194773056135385
2032 Feb,1.338851643230066,0.8955112668999399,1.782192019560192,0.6608210482377959,2.016882238222336,-0.004450287435578394,-0.30961251604046286,0.30071194116930605,-0.4711556417795404,0.4622550669083835
2032 Mar,1.3446200387940208,0.8988036787133526,1.790436398874689,0.6628027534274882,2.0264373241605536,-0.004195826950295532,-0.30938252092209245,0.3009908670215014,-0.4709385978440915,0.4625469439435004
2032 Apr,1.3489187653117363,0.9006400766590572,1.7971974539644153,0.6633356733643389,2.0345018572591336,-0.003952900428801821,-0.3091619642260093,0.30125616336840566,-0.4707298830182672,0.4628240821606635
2032 May,1.352137348973201,0.9014097650123205,1.8028649329340813,0.6628089948490576,2.041465703097344,-0.0037210728984181938,-0.3089505761989638,0.3015084304021274,-0.4705293150107009,0.4630871692138644
2032 Jun,1.3557917587809138,0.9026284966910827,1.808955020870745,0.6627383564113285,2.048845161150499,-0.0034999225635786637,-0.3087480883819902,0.30174824325483285,-0.4703367065339195,0.4633368614067621
2032 Jul,1.3611244847919919,0.9055385512943731,1.8167104182896106,0.6643659262403993,2.057883043343584,-0.0032890405491235643,-0.3085542341182716,0.3019761530200245,-0.4701518662169493,0.4635737851187022
2032 Aug,1.3679346020981944,0.9099387988870862,1.8259304053093026,0.667490465866498,2.0683787383298906,-0.0030880306407615396,-0.3083687490160584,0.30219268773453534,-0.4699745994506791,0.463798538169156
2032 Sep,1.3747883150590752,0.9143952440459462,1.8351813860722042,0.6706778741077077,2.0788987560104424,-0.0028965090233385527,-0.30819137136903324,0.30239835332235615,-0.4698047091693049,0.46401169112262775
2032 Oct,1.3803968594218712,0.9176189277999107,1.8431747910438316,0.672639088915355,2.088154629928387,-0.0027141040175093847,-0.3080218425364481,0.30259363450142934,-0.46964199657109745,0.46421378853607864
2032 Nov,1.384798836249074,0.9196482613856117,1.849949411112536,0.6734124210383319,2.096185251459816,-0.0025404558153664077,-0.3078599072852885,0.30277899565455574,-0.4694862617816469,0.46440535015091405
2032 Dec,1.3891931611173625,0.9216819752811825,1.8567043469535425,0.6741965029695203,2.1041898192652044,-0.0023752162155417783,-0.3077053140966457,0.30295488166556217,-0.46933730446264654,0.46458687203156296
