region,alpha,r2,durbin_watson,market,mining,lifestyle,region_level
GOLD COAST,0.8905055233214361,0.9973139743834699,0.08784398354001853,0.8883143845254542,0.023355346176852917,0.5691207531590492,sa4_name
HOBART,0.9691415308004322,0.9844858602961064,0.015135415825829461,1.0528641057168224,0.03698365686747886,0.5083581084349039,sa4_name
HUME,1.0589418320080732,0.995005043490812,0.05490840507961401,0.9715383689316879,-0.007901124525477345,0.2452627171439418,sa4_name
HUNTER VALLEY EXC NEWCASTLE,1.0309096725616858,0.9958316653105781,0.0795525837881391,0.9562112157714538,-0.037744196013336145,0.4055735735426536,sa4_name
ILLAWARRA,1.1130329670667096,0.9970776582907527,0.08342139378681833,0.9955848521795004,-0.4082018826235227,0.1527199024479231,sa4_name
IPSWICH,0.8832277809595436,0.9917218871998558,0.04415574034937072,0.9699613412543202,0.33885324608221506,0.521710831002645,sa4_name
LATROBE - GIPPSLAND,1.1134816978220206,0.9946491195940469,0.032111499574001445,1.0716779759473738,0.04472651515783436,0.14777595386298725,sa4_name
LAUNCESTON AND NORTH EAST,0.9221040913130083,0.9879475629881742,0.023319824387217553,0.9783408620799819,0.18778587715238768,0.7101453681724055,sa4_name
LOGAN - BEAUDESERT,0.8916324834296839,0.9944371715796841,0.0557336424078306,0.9677577709246553,0.27736014737612597,0.4392649323435936,sa4_name
MACKAY - ISAAC - WHITSUNDAY,0.772237309749913,0.9819874392255629,0.03574650151702129,0.7352810927990195,0.8737429052157816,0.3939598350823937,sa4_name
MANDURAH,0.9148466687017125,0.9806434339035439,0.024385526178215287,0.7711987908547004,0.6648456622599108,0.38788385826724947,sa4_name
MELBOURNE - INNER,1.3915811485152643,0.9959103339260718,0.0678732610951331,1.145644894681163,-0.2934862919101326,-0.8460261396091917,sa4_name
MELBOURNE - INNER EAST,1.3711927694776627,0.9973287061536052,0.08796427625239871,1.1985436893792358,-0.2962587216567853,-0.8638631230212105,sa4_name
MELBOURNE - INNER SOUTH,1.4277977639516215,0.9958417880604066,0.05031637342772685,1.1759089065845392,-0.2821267033323886,-0.7230714723160526,sa4_name
MELBOURNE - NORTH EAST,1.3642126819201537,0.9977317090908571,0.05179173167762398,1.216228146087809,-0.24905926313781654,-0.7415093375464644,sa4_name
MELBOURNE - NORTH WEST,1.417927591550962,0.9965984925627267,0.0478316950304152,1.2165362780712514,-0.15386727801381997,-0.6463021539439382,sa4_name
MELBOURNE - OUTER EAST,1.2757926144201666,0.9983892696757038,0.08631097384465558,1.1596846318834273,-0.2672996771502984,-0.5500232139379596,sa4_name
MELBOURNE - SOUTH EAST,1.340742225248253,0.9971016802770263,0.042838885032029726,1.2338339183187086,-0.1872986274197682,-0.5860305750435201,sa4_name
MELBOURNE - WEST,1.4596280758922995,0.9962898549137029,0.04280730747559312,1.2980582592360508,-0.14535312747696746,-0.75930510484606,sa4_name
MID NORTH COAST,0.8955037472933697,0.9964953088752032,0.08409315224296318,0.8575847318419454,-0.1234954753646009,0.6694039225820383,sa4_name
MORETON BAY - NORTH,0.9237147705806261,0.9970880609730484,0.09355367469531835,0.9311092206648465,0.18401288443012384,0.5709987537523229,sa4_name
MORETON BAY - SOUTH,0.9419131762906354,0.9964144972687907,0.0842811043541013,0.9689430142942568,0.1498195348964527,0.32830458439989335,sa4_name
MORNINGTON PENINSULA,1.419151472650718,0.9964786160036849,0.045741195538999746,1.244320524479685,-0.22703210550296,-0.28166139752740077,sa4_name
MURRAY,0.8434053014127347,0.9966119522469647,0.08906093027420922,0.8137145016354709,0.04245867624209745,0.5107717122520313,sa4_name
NEW ENGLAND AND NORTH WEST,0.7586154418824685,0.9935101232261573,0.040630035753670087,0.8326011469091087,0.19134796513777808,0.19916646877118035,sa4_name
NEWCASTLE AND LAKE MACQUARIE,1.1177771012209194,0.9978846630217466,0.0954571212587769,1.0244977942157694,-0.24432580868209727,0.16563493855973502,sa4_name
NORTH WEST,0.863000581570278,0.9930519072458952,0.03852855492359566,0.8222415253847432,-0.006286675513477816,0.23349409107864266,sa4_name
NORTHERN TERRITORY - OUTBACK,0.8783601425294384,0.980644744861883,0.020458855790990136,0.7765733361898262,0.17112287756054703,-0.8514081372697704,sa4_name
PERTH - INNER,1.1584704711186384,0.9960618714744693,0.06813924750212216,1.0007759578133453,0.3723634802857242,-0.25206257852723896,sa4_name
PERTH - NORTH EAST,1.0452927116573087,0.9961165721939498,0.05818500320704923,0.9473157669211735,0.5440630591104084,-0.28491497647589425,sa4_name
PERTH - NORTH WEST,1.0290565492917259,0.9957400142631913,0.04389635334385152,0.9216402003006398,0.5061032772425278,-0.21530166959944122,sa4_name
PERTH - SOUTH EAST,1.0030751246843799,0.9952685728746602,0.045462750549128905,0.9377512648978046,0.5428249043848468,-0.27001151684029806,sa4_name
PERTH - SOUTH WEST,0.9998988046650382,0.9957063819264429,0.04936764083978437,0.9175200518389077,0.5212430050371066,-0.08957075747717351,sa4_name
QUEENSLAND - OUTBACK,0.7378461142814943,0.9755040552762204,0.015198612133835351,0.7039734362586906,0.5709615380058075,-0.4765729695201986,sa4_name
RICHMOND - TWEED,1.0129759321193428,0.9956011585566652,0.07721047275711856,0.9917796574038766,-0.02126175566768238,0.5695549258832082,sa4_name
RIVERINA,0.8024091490171862,0.9928750564845648,0.04454772243626131,0.7769177247265996,0.016899475407267314,0.4074899421040257,sa4_name
SHEPPARTON,0.9410356286307496,0.9926843710544022,0.03381296904437664,0.8450419147058549,0.0811218303842257,0.18819237061496497,sa4_name
SOUTH AUSTRALIA - OUTBACK,0.8669764947097618,0.9909501489775199,0.0581812100960598,0.7811659125106937,0.5559145285378001,-0.029321306686696354,sa4_name
SOUTH AUSTRALIA - SOUTH EAST,0.8788471011704234,0.9942521686795325,0.04042717818507533,0.8005176816271367,0.2110374882335162,0.413685103607991,sa4_name
SOUTH EAST,0.9667274245472433,0.9821004531348726,0.020363192177908784,1.0944342061159917,0.12721288034577186,0.5865766387905517,sa4_name
SOUTHERN HIGHLANDS AND SHOALHAVEN,1.0971535109546848,0.9952818688243443,0.04940910219420524,1.0060322110942586,-0.3661227389148353,0.4752745463635024,sa4_name
SUNSHINE COAST,1.0100875492207197,0.9982114352659526,0.12807208161136596,0.9755330351044303,0.031178862955147813,0.7396521298861944,sa4_name
SYDNEY - BAULKHAM HILLS AND HAWKESBURY,1.16263715551535,0.9947414217638372,0.06514599703676308,1.0104006973470008,-0.5298462407000479,-0.18283348415565953,sa4_name
SYDNEY - BLACKTOWN,1.1982899470461565,0.9925347654898117,0.025587779368465405,1.0317741036526393,-0.5107875731558479,-0.22109103299100955,sa4_name
SYDNEY - CITY AND INNER SOUTH,1.3356715379134287,0.9962904076565082,0.10297980242151261,1.045414172195582,-0.5241419663117816,-0.5197294711859715,sa4_name
SYDNEY - EASTERN SUBURBS,1.2910805967395964,0.9953273328721528,0.06256967045298087,1.0380994473232672,-0.46170968067157747,-0.22032221961649065,sa4_name
SYDNEY - INNER SOUTH WEST,1.1135306987066416,0.9928532444612999,0.04884446598419182,0.9406361071727031,-0.5195686195206165,-0.3918623954060168,sa4_name
SYDNEY - INNER WEST,1.2863740114410553,0.9960047850215995,0.07296539252577382,1.050836478181427,-0.5121598673810731,-0.476549563630096,sa4_name
SYDNEY - NORTH SYDNEY AND HORNSBY,1.1297729334927924,0.9938927808368241,0.040028749237672315,0.9820120961777878,-0.5171287659196216,-0.23084309214960147,sa4_name
