sa4_name,mode,loading_value,checksum_weight,dataset_weight
ADELAIDE - WEST,2,0.0049821221303948575,1.0,0.007781728587026736
ADELAIDE - WEST,3,0.021218817263544538,1.0,0.007781728587026736
ADELAIDE - WEST,4,-0.0024334536271809,1.0,0.007781728587026736
ADELAIDE - WEST,5,-0.00021530486685032187,1.0,0.007781728587026736
ADELAIDE - WEST,6,-0.009706907254361801,1.0,0.007781728587026736
ADELAIDE - WEST,7,-0.03273556106519743,1.0,0.007781728587026736
ADELAIDE - WEST,8,-0.001285629935720845,1.0,0.007781728587026736
ADELAIDE - WEST,9,0.018596101928374652,1.0,0.007781728587026736
ADELAIDE - WEST,10,-0.004666131313131312,1.0,0.007781728587026736
ADELAIDE - WEST,11,0.003404589531680441,1.0,0.007781728587026736
ADELAIDE - WEST,12,-0.0008333223140495865,1.0,0.007781728587026736
ADELAIDE - WEST,13,0.0007183581267217631,1.0,0.007781728587026736
ADELAIDE - WEST,14,0.00012357208448117535,1.0,0.007781728587026736
ADELAIDE - WEST,15,-0.0005905133149678605,1.0,0.007781728587026736
ADELAIDE - WEST,16,-0.0018784214876033062,1.0,0.007781728587026736
ADELAIDE - WEST,17,0.004001456382001837,1.0,0.007781728587026736
ADELAIDE - WEST,18,0.003030518824609733,1.0,0.007781728587026736
ADELAIDE - WEST,19,0.006453962350780533,1.0,0.007781728587026736
ADELAIDE - WEST,20,0.00194402479338843,1.0,0.007781728587026736
AUSTRALIAN CAPITAL TERRITORY,0,0.9957736448098065,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,1,-0.02042687956026851,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,2,0.008002453059636152,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,3,0.012124994162856308,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,4,0.04441210915458702,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,5,0.010982346045335151,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,6,0.0020596249635178535,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,7,-0.011577385446055063,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,8,-0.020767167526023932,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,9,-0.0015792076077439433,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,10,0.012014896390699484,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,11,-0.0032004183286311895,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,12,0.007958464831209256,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,13,-0.006984880338554333,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,14,0.004474372020624576,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,15,-0.0030076062846580397,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,16,0.0040087309076758445,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,17,-0.00293916285630898,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,18,0.005412211304601615,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,19,0.0024570133281447606,1.0000000000000002,0.014690245756849922
AUSTRALIAN CAPITAL TERRITORY,20,-0.006230468917209846,1.0000000000000002,0.014690245756849922
BALLARAT,0,0.993356867112101,1.0,0.009625333706818194
BALLARAT,1,-0.04407639346696362,1.0,0.009625333706818194
BALLARAT,2,-0.0039077371937639195,1.0,0.009625333706818194
BALLARAT,3,-0.03144758797327395,1.0,0.009625333706818194
BALLARAT,4,0.058134884929472906,1.0,0.009625333706818194
BALLARAT,5,0.020605261321455088,1.0,0.009625333706818194
BALLARAT,6,-0.038213308834446916,1.0,0.009625333706818194
BALLARAT,7,0.027890665181885668,1.0,0.009625333706818194
BALLARAT,8,-0.016919960653303635,1.0,0.009625333706818194
BALLARAT,9,-0.010615013363028954,1.0,0.009625333706818194
BALLARAT,10,0.003050766146993318,1.0,0.009625333706818194
BALLARAT,11,0.01392970675575353,1.0,0.009625333706818194
BALLARAT,12,0.004054510764662213,1.0,0.009625333706818194
BALLARAT,13,-0.0004921544172234597,1.0,0.009625333706818194
BALLARAT,14,0.0002983088344469191,1.0,0.009625333706818194
BALLARAT,15,-0.009593701559020045,1.0,0.009625333706818194
BALLARAT,16,7.400890868596873e-05,1.0,0.009625333706818194
BALLARAT,17,0.005908622865627319,1.0,0.009625333706818194
BALLARAT,18,-0.0010818997772828506,1.0,0.009625333706818194
BALLARAT,19,0.004804953229398662,1.0,0.009625333706818194
BALLARAT,20,0.006227084632516703,1.0,0.009625333706818194
BAROSSA - YORKE - MID NORTH,0,0.972382258340462,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,1,0.19312631137724548,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,2,0.021324153977758765,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,3,0.03956251497005988,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,4,-0.01076498032506416,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,5,0.036875988023952096,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,6,-0.009295757057313943,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,7,-0.045509880239520954,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,8,0.02713936526946108,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,9,0.02519029597946963,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,10,-0.0015826826347305387,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,11,-0.005235060735671514,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,12,-0.01191816766467066,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,13,0.004787194183062447,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,14,-0.006539204448246364,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,15,-0.004707497005988023,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,16,0.0031081950384944396,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,17,0.011109339606501283,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,18,-0.0005759743370402052,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,19,-0.00385534131736527,1.0,0.004176694544643827
BAROSSA - YORKE - MID NORTH,20,0.0031526073567151418,1.0,0.004176694544643827
BENDIGO,0,0.9924180808888889,1.0000000000000002,0.00803897581304415
BENDIGO,1,-0.019372712000000004,1.0000000000000002,0.00803897581304415
BENDIGO,2,-0.024029368888888892,1.0000000000000002,0.00803897581304415
BENDIGO,3,-0.030213341333333327,1.0000000000000002,0.00803897581304415
BENDIGO,4,0.03269050311111111,1.0000000000000002,0.00803897581304415
BENDIGO,5,0.04511185066666666,1.0000000000000002,0.00803897581304415
BENDIGO,6,-0.04341407022222222,1.0000000000000002,0.00803897581304415
BENDIGO,7,0.021433808888888888,1.0000000000000002,0.00803897581304415
BENDIGO,8,-0.01564459911111111,1.0000000000000002,0.00803897581304415
BENDIGO,9,-0.011813486222222223,1.0000000000000002,0.00803897581304415
BENDIGO,10,0.00929235111111111,1.0000000000000002,0.00803897581304415
BENDIGO,11,0.014421865777777777,1.0000000000000002,0.00803897581304415
BENDIGO,12,0.004647571555555555,1.0000000000000002,0.00803897581304415
BENDIGO,13,0.0028713031111111107,1.0000000000000002,0.00803897581304415
BENDIGO,14,0.002507742222222222,1.0000000000000002,0.00803897581304415
BENDIGO,15,-0.005194133333333333,1.0000000000000002,0.00803897581304415
BENDIGO,16,-0.0004736746666666668,1.0000000000000002,0.00803897581304415
BENDIGO,17,0.007191349333333332,1.0000000000000002,0.00803897581304415
BENDIGO,18,0.0006042106666666667,1.0000000000000002,0.00803897581304415
BENDIGO,19,-0.001957294222222222,1.0000000000000002,0.00803897581304415
BENDIGO,20,-0.0012111066666666659,1.0000000000000002,0.00803897581304415
BRISBANE - EAST,0,0.9921572182829715,1.0,0.013101029560564572
BRISBANE - EAST,1,0.04714585524162757,1.0,0.013101029560564572
BRISBANE - EAST,2,0.07224767753899858,1.0,0.013101029560564572
BRISBANE - EAST,3,0.039148967492091194,1.0,0.013101029560564572
BRISBANE - EAST,4,-0.010136620486527763,1.0,0.013101029560564572
BRISBANE - EAST,5,0.009066022690083997,1.0,0.013101029560564572
BRISBANE - EAST,6,0.012477264644922003,1.0,0.013101029560564572
BRISBANE - EAST,7,-0.03467861241409404,1.0,0.013101029560564572
BRISBANE - EAST,8,0.002704915457619723,1.0,0.013101029560564572
BRISBANE - EAST,9,-0.016840945783789682,1.0,0.013101029560564572
BRISBANE - EAST,10,-0.004796168866586669,1.0,0.013101029560564572
BRISBANE - EAST,11,0.01028910985055089,1.0,0.013101029560564572
BRISBANE - EAST,12,0.0045753119886549586,1.0,0.013101029560564572
BRISBANE - EAST,13,-0.0013403468964764916,1.0,0.013101029560564572
BRISBANE - EAST,14,-0.00013709501472673708,1.0,0.013101029560564572
BRISBANE - EAST,15,-0.004506234318752044,1.0,0.013101029560564572
BRISBANE - EAST,16,-0.0020550321806479767,1.0,0.013101029560564572
BRISBANE - EAST,17,0.0010253643503872585,1.0,0.013101029560564572
BRISBANE - EAST,18,0.00011158394240209445,1.0,0.013101029560564572
BRISBANE - EAST,19,0.0004094387476819024,1.0,0.013101029560564572
BRISBANE - EAST,20,-0.00237064034035126,1.0,0.013101029560564572
BRISBANE - NORTH,0,0.9966737978344207,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,1,0.021127338758490818,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,2,0.041268159930055816,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,3,-0.014177225771739863,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,4,-0.0035151126504808657,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,5,0.011300132490416306,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,6,0.010491722375411931,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,7,-0.03339608245342658,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,8,-0.009012967919833208,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,9,-0.01842416974914251,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,10,-0.006168071154751494,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,11,-3.708991862263739e-05,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,12,0.0004922745309032212,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,13,0.007219151254287444,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,14,-0.0014571134575290874,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,15,0.0036794323760844707,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,16,-0.0036558026767099334,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,17,-0.003027970946264039,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,18,-0.0009624124016409981,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,19,0.0057697040823189195,0.9999999999999999,0.010625025010146973
BRISBANE - NORTH,20,-0.0005643694935772413,0.9999999999999999,0.010625025010146973
BRISBANE - SOUTH,0,0.9961487846219403,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,1,0.0035813810899105155,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,2,0.027303936840111745,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,3,-0.0218422352161356,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,4,-0.019754879977273807,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,5,0.012814105866199514,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,6,0.016127987311206855,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,7,-0.03325882628663415,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,8,-0.012393002225273422,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,9,-0.009267428152076134,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,10,-0.006169587614222812,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,11,0.0016831641494247432,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,12,-0.0021413441598409164,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,13,0.001201090857440462,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,14,0.00013595094929217365,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,15,-1.3324179726338619e-05,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,16,-0.0033425690071492826,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,17,-0.005701175133753138,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,18,-0.0032121665640831402,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,19,0.008272481890062024,0.9999999999999999,0.015092551835316043
BRISBANE - SOUTH,20,0.00045269920931774064,0.9999999999999999,0.015092551835316043
BRISBANE - WEST,0,0.9964031826313222,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,1,0.018350976581557973,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,2,0.045311923076923076,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,3,-0.020891369328346076,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,4,-0.008531768580256952,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,5,0.00018931940152870392,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,6,0.005553498942917548,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,7,-0.027755704179541388,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,8,-0.008816717352415026,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,9,-0.013538818507074321,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,10,-0.005065277280858676,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,11,0.0032079858513579438,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,12,0.006521999512115792,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,13,0.00365141161164417,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,14,-0.0016425922914295008,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,15,0.001254451943405432,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,16,-0.004657195478939665,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,17,-0.0045857139372255645,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,18,-0.0016319466579931695,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,19,0.007811728736379899,0.9998373719303955,0.00878785107100595
BRISBANE - WEST,20,-0.0020468425760286225,0.9998373719303955,0.00878785107100595
BRISBANE INNER CITY,0,0.9977676934761754,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,1,-0.017862698273105215,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,2,0.00292406140070355,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,3,0.03091352334505916,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,4,-0.014827804605052765,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,5,-0.013970633194755354,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,6,-0.015167023504956826,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,7,-0.026390515669971224,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,8,-0.01786324992005117,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,9,-0.01080204109370003,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,10,-0.006914701790853853,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,11,0.011096541413495364,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,12,-0.006444677806204031,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,13,-0.002123737607930924,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,14,-0.0006681172049888073,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,15,-0.0024769731371921968,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,16,0.0026927494403581704,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,17,-0.005047264150943396,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,18,-0.000758052446434282,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,19,0.007471666133674449,0.9999999999999999,0.008937911952849441
BRISBANE INNER CITY,20,-0.0017515054365206267,0.9999999999999999,0.008937911952849441
BUNBURY,0,0.9490933347624765,0.9999142514148516,0.008333380971708522
BUNBURY,1,0.2650353627165151,0.9999142514148516,0.008333380971708522
BUNBURY,2,0.000550147487566455,0.9999142514148516,0.008333380971708522
BUNBURY,3,0.05390103069799349,0.9999142514148516,0.008333380971708522
BUNBURY,4,-0.09373578631452582,0.9999142514148516,0.008333380971708522
BUNBURY,5,-0.04089038672611901,0.9999142514148516,0.008333380971708522
BUNBURY,6,-0.0025258789229977694,0.9999142514148516,0.008333380971708522
BUNBURY,7,0.05784745069456354,0.9999142514148516,0.008333380971708522
BUNBURY,8,0.012608054364602984,0.9999142514148516,0.008333380971708522
BUNBURY,9,0.020233236151603495,0.9999142514148516,0.008333380971708522
BUNBURY,10,-0.001834935688561138,0.9999142514148516,0.008333380971708522
BUNBURY,11,-0.012431652375235809,0.9999142514148516,0.008333380971708522
BUNBURY,12,-0.001976563196707254,0.9999142514148516,0.008333380971708522
BUNBURY,13,0.002583017492711371,0.9999142514148516,0.008333380971708522
BUNBURY,14,-0.004597542445549648,0.9999142514148516,0.008333380971708522
BUNBURY,15,-0.0077550162922311785,0.9999142514148516,0.008333380971708522
BUNBURY,16,-0.0006017201166180759,0.9999142514148516,0.008333380971708522
BUNBURY,17,0.005239865374721319,0.9999142514148516,0.008333380971708522
BUNBURY,18,0.0034072123134968276,0.9999142514148516,0.008333380971708522
BUNBURY,19,0.01205421368547419,0.9999142514148516,0.008333380971708522
BUNBURY,20,-0.006152029669010462,0.9999142514148516,0.008333380971708522
CAIRNS,0,0.9662592571685164,1.0,0.0111395194621818
CAIRNS,1,0.1810628212200911,1.0,0.0111395194621818
CAIRNS,2,0.07518324844441594,1.0,0.0111395194621818
CAIRNS,3,-0.07425078837641927,1.0,0.0111395194621818
CAIRNS,4,-0.05201903778305215,1.0,0.0111395194621818
CAIRNS,5,-0.016536525755340304,1.0,0.0111395194621818
CAIRNS,6,0.0611666514850215,1.0,0.0111395194621818
CAIRNS,7,0.011197402655718778,1.0,0.0111395194621818
CAIRNS,8,-0.007142636474437103,1.0,0.0111395194621818
CAIRNS,9,-1.1354159984608664e-06,1.0,0.0111395194621818
CAIRNS,10,0.015418769645262688,1.0,0.0111395194621818
CAIRNS,11,0.011083135544294055,1.0,0.0111395194621818
CAIRNS,12,-0.01961900955802168,1.0,0.0111395194621818
CAIRNS,13,0.0027182872538328313,1.0,0.0111395194621818
CAIRNS,14,0.003812812880877542,1.0,0.0111395194621818
CAIRNS,15,-0.0064019917890820455,1.0,0.0111395194621818
CAIRNS,16,8.163191994355004e-05,1.0,0.0111395194621818
CAIRNS,17,0.0024151786516133163,1.0,0.0111395194621818
CAIRNS,18,-0.010102143819359805,1.0,0.0111395194621818
CAIRNS,19,-0.004135618064019501,1.0,0.0111395194621818
CAIRNS,20,-0.003543216370517673,1.0,0.0111395194621818
CAPITAL REGION,0,0.9876433527155761,0.9999999999999999,0.011551829599437485
CAPITAL REGION,1,-0.029152709390077934,0.9999999999999999,0.011551829599437485
CAPITAL REGION,2,0.09940246566868736,0.9999999999999999,0.011551829599437485
CAPITAL REGION,3,0.03132788568600767,0.9999999999999999,0.011551829599437485
CAPITAL REGION,4,0.03873053012495361,0.9999999999999999,0.011551829599437485
CAPITAL REGION,5,0.016435615489298526,0.9999999999999999,0.011551829599437485
CAPITAL REGION,6,-0.0024635562291228505,0.9999999999999999,0.011551829599437485
CAPITAL REGION,7,0.007409788444884324,0.9999999999999999,0.011551829599437485
CAPITAL REGION,8,0.0030527817641964614,0.9999999999999999,0.011551829599437485
CAPITAL REGION,9,-0.0057255987875788695,0.9999999999999999,0.011551829599437485
CAPITAL REGION,10,-0.010104490906841518,0.9999999999999999,0.011551829599437485
CAPITAL REGION,11,-0.0036389366571817393,0.9999999999999999,0.011551829599437485
CAPITAL REGION,12,-0.005704912779908449,0.9999999999999999,0.011551829599437485
CAPITAL REGION,13,-0.006305523320549301,0.9999999999999999,0.011551829599437485
CAPITAL REGION,14,-0.00019051404181615747,0.9999999999999999,0.011551829599437485
CAPITAL REGION,15,-0.004885287022145243,0.9999999999999999,0.011551829599437485
CAPITAL REGION,16,0.007086857602375357,0.9999999999999999,0.011551829599437485
CAPITAL REGION,17,-0.003358169615241865,0.9999999999999999,0.011551829599437485
CAPITAL REGION,18,0.006381295929729061,0.9999999999999999,0.011551829599437485
CAPITAL REGION,19,-0.007375546826673264,0.9999999999999999,0.011551829599437485
CAPITAL REGION,20,0.008040895707039463,0.9999999999999999,0.011551829599437485
CENTRAL COAST,0,0.9702358933544066,1.0,0.01898913273385202
CENTRAL COAST,1,-0.20422908406713325,1.0,0.01898913273385202
CENTRAL COAST,2,0.07851310641980883,1.0,0.01898913273385202
CENTRAL COAST,3,0.0665605098968917,1.0,0.01898913273385202
CENTRAL COAST,4,-0.013889857379393394,1.0,0.01898913273385202
CENTRAL COAST,5,0.0028586531948521115,1.0,0.01898913273385202
CENTRAL COAST,6,-0.008671892074960486,1.0,0.01898913273385202
CENTRAL COAST,7,0.020277952886279822,1.0,0.01898913273385202
CENTRAL COAST,8,-0.0027787521637690975,1.0,0.01898913273385202
CENTRAL COAST,9,-0.0029913889516068335,1.0,0.01898913273385202
CENTRAL COAST,10,0.009443474825016932,1.0,0.01898913273385202
CENTRAL COAST,11,-0.004051110483931663,1.0,0.01898913273385202
CENTRAL COAST,12,0.006499929630465869,1.0,0.01898913273385202
CENTRAL COAST,13,-0.004420864378716038,1.0,0.01898913273385202
