region,model_type,market,mining,lifestyle
SOUTH AUSTRALIA - SOUTH EAST,ARIMAX,0.8170161049494291,0.14277868411954567,0.2970418577766467
SOUTH EAST,ARIMAX,0.9919893619252701,0.03010656130468915,0.43066216312629685
SOUTHERN HIGHLANDS AND SHOALHAVEN,ARIMAX,0.998375941362,-0.22363618777530672,0.3710810936701964
SUNSHINE COAST,ARIMAX,0.9767089844222989,0.03340087244609009,0.7078528525129224
SYDNEY - BAULKHAM HILLS AND HAWKESBURY,ARIMAX,1.0788599734294748,-0.47302732697699335,-0.3641045170697003
SYDNEY - BLACKTOWN,ARIMAX,1.0500779457595781,-0.3636540833418109,-0.16926935302032947
SYDNEY - CITY AND INNER SOUTH,ARIMAX,1.0783707190023943,-0.4995384023790353,-0.5283350113501624
SYDNEY - EASTERN SUBURBS,ARIMAX,1.1063420901170247,-0.38788871065020336,-0.3707644663586343
SYDNEY - INNER SOUTH WEST,ARIMAX,1.111146661805547,-0.5022677980823393,-0.5032914413134846
SYDNEY - INNER WEST,ARIMAX,1.0604596011938656,-0.4645465375351062,-0.5518699534057795
SYDNEY - NORTH SYDNEY AND HORNSBY,ARIMAX,1.0111504403521245,-0.4307195644920691,-0.25962445640652865
SYDNEY - NORTHERN BEACHES,ARIMAX,1.0847041522581786,-0.3595066580570531,-0.3212752069635126
SYDNEY - OUTER SOUTH WEST,ARIMAX,0.9827417810697737,-0.39792975276316067,-0.13984582291062794
SYDNEY - OUTER WEST AND BLUE MOUNTAINS,ARIMAX,0.975039315359541,-0.4369171502947447,-0.05356187149075258
SYDNEY - PARRAMATTA,ARIMAX,1.0193544069063143,-0.4383111544896274,-0.2903359514353269
SYDNEY - RYDE,ARIMAX,1.0813330955033242,-0.37950546781007016,-0.34196175812047597
SYDNEY - SOUTH WEST,ARIMAX,1.0359375577095755,-0.3994110799858704,-0.2118203243789128
SYDNEY - SUTHERLAND,ARIMAX,0.9489338780614123,-0.4505706741218571,-0.23334161991564722
TOOWOOMBA,ARIMAX,0.8340548236805303,0.1520952526382114,0.37004588770207353
TOWNSVILLE,ARIMAX,0.6894273347306566,0.43561340321163255,0.17151345236926882
WARRNAMBOOL AND SOUTH WEST,ARIMAX,0.9305448602972761,-0.024642014060787226,0.3164396546105227
WEST AND NORTH WEST,ARIMAX,0.8964581175498901,0.20475456360370828,0.6051458771125034
WESTERN AUSTRALIA - OUTBACK (NORTH),ARIMAX,0.7125989414237975,0.3828746478176254,0.005093751175588281
WESTERN AUSTRALIA - OUTBACK (SOUTH),ARIMAX,0.6749712153162751,0.4762628136355722,-0.12942187100355357
WESTERN AUSTRALIA - WHEAT BELT,ARIMAX,0.7795127039150065,0.4569027364667588,-0.1616847805038495
WIDE BAY,ARIMAX,0.8506877154369848,0.34921604996517935,0.7753693456979448
