month_date,ADELAIDE - CENTRAL AND HILLS,ADELAIDE - NORTH,ADELAIDE - SOUTH,ADELAIDE - WEST,AUSTRALIAN CAPITAL TERRITORY,BALLARAT,BAROSSA - YORKE - MID NORTH,BENDIGO,BRISBANE - EAST,BRISBANE - NORTH,BRISBANE - SOUTH,BRISBANE - WEST,BRISBANE INNER CITY,BUNBURY,CAIRNS,CAPITAL REGION,CENTRAL COAST,CENTRAL QUEENSLAND,CENTRAL WEST,COFFS HARBOUR - GRAFTON,DARLING DOWNS - MARANOA,DARWIN,FAR WEST AND ORANA,GEELONG,GOLD COAST,HOBART,HUME,HUNTER VALLEY EXC NEWCASTLE,ILLAWARRA,IPSWICH,LATROBE - GIPPSLAND,LAUNCESTON AND NORTH EAST,LOGAN - BEAUDESERT,MACKAY - ISAAC - WHITSUNDAY,MANDURAH,MELBOURNE - INNER,MELBOURNE - INNER EAST,MELBOURNE - INNER SOUTH,MELBOURNE - NORTH EAST,MELBOURNE - NORTH WEST,MELBOURNE - OUTER EAST,MELBOURNE - SOUTH EAST,MELBOURNE - WEST,MID NORTH COAST,MORETON BAY - NORTH,MORETON BAY - SOUTH,MORNINGTON PENINSULA,MURRAY,NEW ENGLAND AND NORTH WEST,NEWCASTLE AND LAKE MACQUARIE,NORTH WEST,NORTHERN TERRITORY - OUTBACK,PERTH - INNER,PERTH - NORTH EAST,PERTH - NORTH WEST,PERTH - SOUTH EAST,PERTH - SOUTH WEST,QUEENSLAND - OUTBACK,RICHMOND - TWEED,RIVERINA,SHEPPARTON,SOUTH AUSTRALIA - OUTBACK,SOUTH AUSTRALIA - SOUTH EAST,SOUTH EAST,SOUTHERN HIGHLANDS AND SHOALHAVEN,SUNSHINE COAST,SYDNEY - BAULKHAM HILLS AND HAWKESBURY,SYDNEY - BLACKTOWN,SYDNEY - CITY AND INNER SOUTH,SYDNEY - EASTERN SUBURBS,SYDNEY - INNER SOUTH WEST,SYDNEY - INNER WEST,SYDNEY - NORTH SYDNEY AND HORNSBY,SYDNEY - NORTHERN BEACHES,SYDNEY - OUTER SOUTH WEST,SYDNEY - OUTER WEST AND BLUE MOUNTAINS,SYDNEY - PARRAMATTA,SYDNEY - RYDE,SYDNEY - SOUTH WEST,SYDNEY - SUTHERLAND,TOOWOOMBA,TOWNSVILLE,WARRNAMBOOL AND SOUTH WEST,WEST AND NORTH WEST,WESTERN AUSTRALIA - OUTBACK (NORTH),WESTERN AUSTRALIA - OUTBACK (SOUTH),WESTERN AUSTRALIA - WHEAT BELT,WIDE BAY
1998-06-01,0.004432980239279294,0.005921031705091173,-0.017636501022959772,-0.007928510560146762,0.0072117545481077405,-0.009205202672605717,-0.00045168862275446475,-0.016181031999999873,0.0025617006654304886,0.00036577712018304176,-0.0008084674021118232,-0.00423030655391099,0.01071912855772339,-0.0050352280912364655,0.0033248733081017168,-0.002237676605220562,0.003647792202904787,0.025284954755145805,-0.008497598774494186,-0.0015344331426150326,-0.004821158483313104,-0.011551963095848272,-0.003702905457340422,0.00787822294022611,-0.013505922456345076,0.00030789950039844527,0.0013873642653642326,0.007783373536182414,-0.013785128960943194,0.007169378822149741,0.004811866329885617,0.011272466944059034,-0.008288448113651592,0.0011168858529113646,-0.0011269248237122387,-0.0042374212107327835,-0.004128988587809079,0.011043650700623187,-0.019836937241772157,-0.004128016539604817,0.006229983321504373,0.0029156422105059976,0.013114798095930302,-0.010024667332784731,0.003879610633726882,-0.010055439087948037,0.01202904485867995,0.009346032448377506,0.006034206750666682,-0.02470247758057842,-0.016207490666666602,-0.0015789251934650306,-0.01883702401746712,-0.013186366767865443,0.0006091137677222136,0.0059189439621640805,-0.00460159371135882,0.005164030720338886,0.018229816646714303,-0.002620951715137876,0.0037719718975085526,0.015562787746170703,-0.0056314300828778086,0.013017886681862656,-0.026433985062683463,0.0016612280285839276,-0.005783500866550995,-0.00809776147604735,-0.021077934284944755,0.0006793002116799451,0.0032168612467682323,-0.012478215802888548,-0.005840525189532819,0.019806824530570588,0.009380678841763745,0.0015640396428019399,-0.00345011904761916,0.011365404370712984,0.0004047500000002868,-0.028168607030144788,0.001171656050955483,-0.0035231561685308277,-0.006564794473229663,0.010339158218475752,0.00390390014829467,-0.026270830824804414,-0.0048957079486871,0.008729573500429688
1998-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-08-01,-0.009255269525474064,-0.008210322606245435,-0.0071914626051375885,0.004049393021120284,-0.004211524467361061,0.018808442464736674,0.010413428571428573,0.006656174222222089,-0.012850307625177027,0.006686624520815143,-0.0001714203872921205,-0.008760037404455745,0.004603236328749705,-0.0034939572972046973,0.0022008756174223265,-0.002169636892242699,0.009315917438097343,0.009015894251242162,0.012948780877002575,0.010026069082432532,-0.013116288659793751,0.016318044592516734,-0.006348960799385184,-3.4507269790040596e-05,-0.0027096462501989826,-0.01795324161899914,0.014927509971509711,0.04274239965969373,0.0008533492999265313,-0.004080796682583543,-0.0008413034239432848,0.0066459195561719975,-0.006487280082792646,-0.015389779111337876,-0.00810967013266406,0.005588104475332423,0.004680598193520291,0.02842088283872335,0.032145941729591176,0.009993493991471647,0.00398276437189482,0.00873803944632301,-0.002931741901649465,-0.0034068114493945867,-0.0019687314715359783,-0.0022109003257330118,0.002003345836175008,-0.0017364773844640302,-0.01375718476961263,0.007378990281790787,-0.002649000888888975,0.0028810834049872724,0.009777770742358305,-0.0018820650397011196,0.0037744156004544394,0.021191656865490183,0.006757173997526955,0.01028657309322023,0.003501069245794297,-0.018732156040268344,0.0037472629590269424,-0.009366503282275729,0.004665819079527345,0.006262165418430499,-0.0075125860229395824,0.004502277237782182,-0.0021497305025994784,0.007830460709125409,-0.002706249663344873,0.007935156269455845,0.004834876759551965,-0.02154318181818171,0.006012849107361107,0.01044461289427423,0.03354967019103683,0.004376708821555941,0.015433927054898211,0.0177846801722763,0.013864950367647455,-0.0012487060615954393,-0.004619991444053562,-0.006853599360861273,-0.001626249856073625,0.0074855131563960065,-0.001750630252100871,0.016133086995785695,0.007921475842225134,-0.01891552074384728
1998-09-01,-0.008502689877671776,0.025422811793182953,-0.005587347578995372,0.005823582185491394,-0.0005028057204008451,0.03377365181885683,0.02617870487596241,0.015639402666666857,-0.0197587269553835,0.007305335261281631,0.002211272193551328,0.0035209310456985055,0.007051465462104334,0.0014114551534899489,0.0025765789980111142,-0.0006061338611901279,0.01578138142545349,0.002838555713271962,0.03955174634582226,0.00855868616232247,-0.009596641621527291,0.03075201178882636,-0.0011600415065334824,0.009696456508800133,0.006084307096226205,-0.027154097458547355,0.009490820512820464,0.0461686637974178,0.007950973962171481,-0.0008740357711318758,-0.0012297618474860217,0.018567444290337187,-0.01333865321290828,-0.017680380490296188,-0.0037496294968328847,0.01609847665597497,0.018107849532154163,0.036595319409664984,0.06205868784727164,0.03342323900590072,0.01966282434350608,0.016773195404230057,0.015169565331397239,-0.00026189197131776254,0.010925306122448797,0.021570842996742612,0.007013370462983781,-0.004266312684365725,-0.008820752322266201,0.0026234287643991383,-0.0004865991111111523,0.012913542562338898,0.005331589519650737,-0.008442542036431577,0.017358094403003288,0.01961568405986458,0.006243944179473604,0.018364925847457525,0.01790183353285868,-0.022810232102908223,0.013282739402526778,-0.027440560175054807,0.011091609063657248,0.00742881471833301,-0.00014688316884514663,-0.012876404646594897,0.0027792383015599054,0.017907838168278567,-0.0005092580123887691,0.02466438675133842,0.016215800632002453,0.007652425658453699,0.015603648202494491,0.01515464526870769,0.04274409227442033,-0.006991041655912689,0.04077150591446743,0.03545622906364654,0.01740701102941211,0.013339578844270283,0.005418024527046206,-0.006428550163989577,0.005254842832470019,0.035522631279188976,0.006836129510627731,0.02538222757375075,0.016489001318786833,-0.015216956389913383
1998-10-01,0.00354048729667944,0.04665479465100619,0.01685615367128901,0.0035584830119378408,0.009016328923046713,0.03556543801039347,0.032003464499572254,0.02122768444444456,-0.01939163794043841,-0.0028162344475083367,0.002256515789971991,0.013154889412912651,0.007450698752798468,0.0141513651174755,0.0042240874975940645,-0.004423311889150017,0.043203977195755305,0.007631767210787732,0.060759079594051024,0.003728068446704702,0.009853368862484557,0.05377848282931852,0.0015755926210606619,0.0237805781821272,0.008774203863913699,-0.011645469553254628,0.012462897842897558,0.04534613452106906,0.04041769098501613,-0.0013258285163775252,0.008263520567717175,0.010499897364770971,-0.01909556919747879,-0.008138180541368611,-0.005602034181905191,0.026652627666616024,0.03310397533668685,0.05412399222121578,0.06652324690126799,0.04047192918981779,0.03611240454222853,0.016463863975298865,0.02564834704909491,0.004943883272599092,-0.005688240601503858,0.03383978175895752,0.027682861635220046,-0.00269371804326457,-0.004077148900947347,0.008877084537165847,0.013968452444444335,0.024319389509888434,0.009967240174672654,0.009253355908454108,0.011360119547497605,0.008665424562058432,0.01349033880939754,0.022921933262711858,0.0233083189465062,-0.004044855518269941,0.030352822056913475,-0.002694363238512021,0.01704792011990819,0.017466766525561894,0.006356448386236169,-0.009481724523317747,0.01427745580589257,0.022070375680782628,0.005524260705628947,0.016042731913833874,0.026727367997701923,0.024287055012744307,0.03377532587429688,0.029380302469706687,0.058353101646040906,0.0012818128322924505,0.052849645131937906,0.04247367203700758,0.03085302573529458,0.024271059962999164,0.02205970624584086,0.0017014464721217815,0.024354042602187542,0.0157391639138853,-0.009457622343054917,0.02064712974111982,0.04243872317467934,-0.014322102683308802
1998-11-01,0.01219766097593733,0.045586527518749254,0.030181867242555116,-0.0003216354453624559,0.02104051999221712,0.04808779658500362,0.04261834559452504,0.0448702648888889,-0.016152582087924028,0.0013605582083527912,0.010093033947256358,0.0258377565457798,0.03447622401662964,0.027174645858343283,-0.005352853293989601,-0.006802207719905806,0.06198662790697662,0.00021125443577019176,0.08254203676517524,-0.0008045772409408514,0.024442290756596208,0.06437461045617643,0.003440644119907743,0.0439339592721707,0.0036594586274615315,-0.015505623054087203,0.016864108262108046,0.048958828946051525,0.05357951486121382,0.006846089050850379,0.012886652233181306,0.027816624133148227,-0.010612603255245157,-0.009562771961184713,-0.011375659137086158,0.04142065017056151,0.04837164908864722,0.06228348127231054,0.0742620925345493,0.06418775896972007,0.06363151312987925,0.026718541242201965,0.04176742910161768,0.013048542964617438,-0.003698920515574633,0.01502003843648192,0.03235301621580655,0.0010194419862339377,-0.00038803366136297424,0.024708597050767667,0.010056216888888914,0.03009779879621688,0.012470229257641963,0.010174681807566532,0.023522708590623997,0.01635758486573935,0.020477534004592846,0.023398861228813628,0.040743030054817275,0.028860580723340856,0.035865092690990696,0.018261859956236415,0.023726564979721365,0.021953998697492816,0.024566227660709372,0.0034416232600671393,0.025145100519930574,0.037674618761809775,0.025090131968758533,0.012195039223010795,0.04480219534616514,0.009987425658453564,0.02635491990706751,0.04295334381648319,0.0904125687852938,0.0180160584318384,0.0658551417955715,0.040243327484447255,0.024347476102941523,0.046613570573511676,0.015411624679152025,0.007054870069800767,0.031429458837075486,-0.001495646428978259,-0.03448452792881862,0.008010185129440017,0.04792717779642741,-0.016672443781898916
1998-12-01,0.010837990321279412,0.040155599380977125,0.0402098599681745,0.0022441258034896494,0.020249040762720272,0.05475314922049013,0.045501616766467134,0.053288121777777864,-0.004756888294971118,0.009817321272446167,0.03752900478197063,0.01821090665148828,0.031061200831468017,0.0333018933287601,-0.006166501379177847,0.005844052332054983,0.07162743433431162,0.0032074387863736398,0.07707615178400451,0.004963236914600433,0.03054399615586212,0.07582001793951831,0.0036379877017678197,0.055413149817192364,-0.0018293187728890548,-0.0021017457099413717,0.02565777533577529,0.058237640876789065,0.059730089044460866,0.011503484124989471,0.0236230522812928,0.04658892649098456,-0.0033999807131436244,-0.028258564862103985,-0.003963124178319677,0.044750463316532096,0.040926434636811115,0.08836389525281041,0.08025147314432235,0.07294645173795045,0.05327317955997157,0.03211589699426587,0.05803074226471461,-0.00874615316797922,-0.014892748120300947,0.0060041517915307985,0.0557138099568083,0.002084663225172201,0.012782780281431205,0.019088692731980106,0.018440866666666667,0.04799006018916607,0.0411656582969433,-0.0015311857776741933,0.02122333794398068,0.020547538504620544,0.040632178767002314,0.022867966101694837,0.0398494789238234,0.05441343680089483,0.04331370291651904,0.01165268271334785,0.013431586140010499,0.025290475415174263,0.05311621699119762,0.006889611203305224,0.015364773830155998,0.05272883739024137,0.012026870455157601,0.008595338064998015,0.03317167020970979,0.012128739379779208,0.04102525067253593,0.06138992692627876,0.08911530337618645,0.02758650338099433,0.06909217318774619,0.04171253947998088,0.03521287193627487,0.049205842855588156,0.03144333776975006,0.010089965520141408,0.024305362118595353,0.006550492083380655,-0.042098823529411744,0.012155830824804315,0.059481055029373064,0.0008030031835871698
1999-01-01,0.0322594313751845,0.05051642474504969,0.037431043418958976,0.012281315886134236,0.01148660570094362,0.050841547884187266,0.04603703849443974,0.06284206844444462,-0.0022233724228210017,0.009016737507566153,0.034664053311869725,0.027099850382176105,0.03288405180684362,0.04689023066369391,-0.005509326448136953,-0.008766461709761031,0.08639790020320615,0.0034075966997872964,0.07660725729239792,0.009566332909514697,0.02288890267342303,0.0880952511532549,0.004681223674096846,0.07649560964203717,0.020506557507563472,-0.01690134892477002,0.03368715018315027,0.05692143078770884,0.05608394497666447,0.02016638937756532,0.03137613824071861,0.04091934627831717,-0.011389261924922511,-0.018632222931562636,0.013775518106848295,0.05474209561631305,0.05116377846286968,0.07899072300069254,0.09242603362302315,0.06986546840677077,0.0646055603264728,0.02535330063643415,0.06406404251885944,-0.012893540613612364,-0.009440755102040899,0.01661419674267095,0.059513334469955104,0.03114838003933129,0.020245254299641302,0.018096182882443634,0.0207119848888887,0.0492401891659503,0.06277965174672517,0.002453632064455924,0.038205268981870044,0.032227617536326414,0.04876683059530129,0.025254804025423683,0.0641663650683636,0.04776718773303512,0.046758755461093315,0.00921985995623631,0.0038612828425321766,0.02212535330511234,0.0642808668978393,0.01732892234226302,0.027888626516464732,0.061235701900633654,0.007883720711015396,-0.0005603723073092093,0.04678026314277517,0.025287726210705297,0.054332853387136226,0.07883045694200352,0.08182867595818821,0.054812177773189585,0.07055805580831043,0.056094402616047145,0.02847708823529449,0.07843470889106541,0.028348997052951797,0.012426277016230891,0.02112588831318374,0.004438833580134305,-0.007216487889273315,0.025817393136664757,0.07046554010310524,-0.0007392889989386031
1999-02-01,0.0458104140341441,0.04548753224078428,0.03448738849738575,0.02284701377410492,0.013018827220547369,0.05454197921306625,0.03573524721984611,0.06467843377777793,-0.0033235131449764754,0.016235474477100054,0.022851496614743394,0.026480853797365644,0.03892935401343156,0.05247390584805345,0.012842492783372461,0.00763218854385761,0.09849643185068113,-0.0017071957061745024,0.06967804557349833,0.0071815098537825195,0.02688254586755201,0.1009810251153258,-0.0048491375864719855,0.06687825397500213,0.021560396741149512,-0.010268171023097294,0.04631709645909632,0.05428218346511848,0.07003798513878656,0.03166982700846077,0.04180303664501639,0.03378572260748958,-0.0032326084297675806,-0.016216353421858898,0.019794594239273322,0.0654177434957488,0.08119265941911413,0.09212109808727131,0.09958986037897144,0.07086507602188052,0.07136128814762244,0.03327201663550994,0.07990586268102828,-0.02810678558833879,-0.022252549946294442,0.011596597394136654,0.07261710312949932,0.03723308628318578,0.03554933596983367,0.02034824509399291,0.015125218666666607,0.04122737747205518,0.07391971724890856,0.015338324964969674,0.045183022773304216,0.03502352126699626,0.034464481540363634,0.033944041313559215,0.07736952617982484,0.045517670581655456,0.04638551186680828,0.0012992253829322564,0.006381126785399371,0.011673376750244269,0.06300911909842621,0.03321143800589266,0.026053593587521684,0.058435926419917905,0.024972942364664852,0.018531578881832766,0.07296630336110332,0.0351151614273576,0.07316296832966507,0.08207832670428261,0.09859120329208226,0.05482592112734219,0.08825082347588697,0.07223043388100181,0.05821485232843182,0.10362083687017087,0.029708325886491194,0.013956592380792276,0.02428948647092688,0.011976219387173859,-0.009499001482946245,0.03190343317278743,0.06740377892339056,0.0034020713527720403
1999-03-01,0.059854540932921085,0.04038255783500655,0.03957324073653101,0.027933123966942253,0.01945160667380108,0.05664521603563488,0.02110681779298551,0.06442916711111113,0.011266039053125398,0.026221867644091623,0.02349846172056258,0.04463718328183486,0.03178614486728537,0.04789717887154854,0.0077705042016805725,0.01190558146727716,0.1027142217957403,-0.006938044712561764,0.05806185613072079,0.009060596524687381,0.012715970644766594,0.10259972834443898,-0.012865309761721844,0.061268202533798055,0.023009311607664173,-0.0011208732170009394,0.06299668376068346,0.06403855469922926,0.09845995455662016,0.029215587668593224,0.06978156362761623,0.03444998150716594,-0.0034307446608340397,-0.022293581460674172,0.026302479980877203,0.09159993177536807,0.1005281459246039,0.1222762422078959,0.1330937982618604,0.06728273894129277,0.08675851774308019,0.04211764792371209,0.07832116745330642,-0.048100126954273015,-0.021440634801288994,0.012535608469055215,0.07290906039251366,0.028353418141592757,0.03386941874367699,0.028141622453191406,0.016767841777777792,0.03159025795356851,0.06483756877729274,0.02123430231200385,0.04632909079681846,0.03638958710600804,0.0485104903727257,0.03640629766949144,0.0855527647911285,0.05247818046234154,0.0478216247490848,0.0042448183807439754,0.01937085258331872,0.013746486486486686,0.06653533475593487,0.025360512412368252,0.027848253032928927,0.08030438757363578,0.05838349447885827,0.05350369941476785,0.08251040333237603,0.04338100254885313,0.09313484103692826,0.10576775876422151,0.11064562958067992,0.08944206885872097,0.10218128829238693,0.08117478545222534,0.0744289068627455,0.1016530427685276,0.03394365053712334,0.005395993608611427,0.0322473022452503,0.012246202300945308,-0.022917086010874943,0.019877183925346154,0.06012352116053221,-0.021894094193743663
