sa2_name,mode,loading_value,start_date,end_date
AROONA - CURRIMUNDI,6,-0.00363,1998-04-01,2024-01-01
AROONA - CURRIMUNDI,7,-0.01851,1998-04-01,2024-01-01
AROONA - CURRIMUNDI,8,0.04359,1998-04-01,2024-01-01
AROONA - CURRIMUNDI,9,-0.00517,1998-04-01,2024-01-01
AROONA - CURRIMUNDI,10,-0.00255,1998-04-01,2024-01-01
AROONA - CURRIMUNDI,11,0.01031,1998-04-01,2024-01-01
AROONA - CURRIMUNDI,12,0.01061,1998-04-01,2024-01-01
AROONA - CURRIMUNDI,13,-0.00963,1998-04-01,2024-01-01
AROONA - CURRIMUNDI,14,0.0163,1998-04-01,2024-01-01
AROONA - CURRIMUNDI,15,0.00614,1998-04-01,2024-01-01
AROONA - CURRIMUNDI,16,0.00382,1998-04-01,2024-01-01
AROONA - CURRIMUNDI,17,0.01646,1998-04-01,2024-01-01
AROONA - CURRIMUNDI,18,0.00333,1998-04-01,2024-01-01
AROONA - CURRIMUNDI,19,-0.00139,1998-04-01,2024-01-01
AROONA - CURRIMUNDI,20,0.00185,1998-04-01,2024-01-01
ARUNDEL,0,0.98672,1998-04-01,2024-01-01
ARUNDEL,1,-0.02784,1998-04-01,2024-01-01
ARUNDEL,2,0.12467,1998-04-01,2024-01-01
ARUNDEL,3,-0.00421,1998-04-01,2024-01-01
ARUNDEL,4,0.08118,1998-04-01,2024-01-01
ARUNDEL,5,-0.02221,1998-04-01,2024-01-01
ARUNDEL,6,-0.00456,1998-04-01,2024-01-01
ARUNDEL,7,-0.03941,1998-04-01,2024-01-01
ARUNDEL,8,0.01713,1998-04-01,2024-01-01
ARUNDEL,9,-0.01061,1998-04-01,2024-01-01
ARUNDEL,10,-0.01208,1998-04-01,2024-01-01
ARUNDEL,11,-8e-05,1998-04-01,2024-01-01
ARUNDEL,12,0.00554,1998-04-01,2024-01-01
ARUNDEL,13,-0.01083,1998-04-01,2024-01-01
ARUNDEL,14,0.00185,1998-04-01,2024-01-01
ARUNDEL,15,-0.00014,1998-04-01,2024-01-01
ARUNDEL,16,-0.00316,1998-04-01,2024-01-01
ARUNDEL,17,0.01053,1998-04-01,2024-01-01
ARUNDEL,18,0.00643,1998-04-01,2024-01-01
ARUNDEL,19,-0.00547,1998-04-01,2024-01-01
ARUNDEL,20,0.00042,1998-04-01,2024-01-01
ASCOT,0,0.99671,1998-04-01,2024-01-01
ASCOT,1,0.00804,1998-04-01,2024-01-01
ASCOT,2,0.0422,1998-04-01,2024-01-01
ASCOT,3,-0.02901,1998-04-01,2024-01-01
ASCOT,4,0.01321,1998-04-01,2024-01-01
ASCOT,5,-0.01105,1998-04-01,2024-01-01
ASCOT,6,0.05104,1998-04-01,2024-01-01
ASCOT,7,-0.01276,1998-04-01,2024-01-01
ASCOT,8,0.01093,1998-04-01,2024-01-01
ASCOT,9,-0.01388,1998-04-01,2024-01-01
ASCOT,10,0.0016,1998-04-01,2024-01-01
ASCOT,11,0.00199,1998-04-01,2024-01-01
ASCOT,12,-0.00027,1998-04-01,2024-01-01
ASCOT,13,-0.00324,1998-04-01,2024-01-01
ASCOT,14,-0.00926,1998-04-01,2024-01-01
ASCOT,15,-0.0003,1998-04-01,2024-01-01
ASCOT,16,-0.00386,1998-04-01,2024-01-01
ASCOT,17,0.00147,1998-04-01,2024-01-01
ASCOT,18,0.00586,1998-04-01,2024-01-01
ASCOT,19,0.00459,1998-04-01,2024-01-01
ASCOT,20,-0.00078,1998-04-01,2024-01-01
ASCOT VALE,0,0.97789,1998-04-01,2024-01-01
ASCOT VALE,1,-0.13983,1998-04-01,2024-01-01
ASCOT VALE,2,-0.13493,1998-04-01,2024-01-01
ASCOT VALE,3,0.01892,1998-04-01,2024-01-01
ASCOT VALE,4,-0.01275,1998-04-01,2024-01-01
ASCOT VALE,5,-0.06625,1998-04-01,2024-01-01
ASCOT VALE,6,0.02011,1998-04-01,2024-01-01
ASCOT VALE,7,-0.00442,1998-04-01,2024-01-01
ASCOT VALE,8,0.00028,1998-04-01,2024-01-01
ASCOT VALE,9,-0.00335,1998-04-01,2024-01-01
ASCOT VALE,10,0.00612,1998-04-01,2024-01-01
ASCOT VALE,11,-0.00043,1998-04-01,2024-01-01
ASCOT VALE,12,-0.00928,1998-04-01,2024-01-01
ASCOT VALE,13,0.0065,1998-04-01,2024-01-01
ASCOT VALE,14,-0.00357,1998-04-01,2024-01-01
ASCOT VALE,15,0.01121,1998-04-01,2024-01-01
ASCOT VALE,16,7e-05,1998-04-01,2024-01-01
ASCOT VALE,17,0.00292,1998-04-01,2024-01-01
ASCOT VALE,18,-0.00728,1998-04-01,2024-01-01
ASCOT VALE,19,0.00235,1998-04-01,2024-01-01
ASCOT VALE,20,-0.00075,1998-04-01,2024-01-01
ASHBURTON (VIC.),0,0.97671,1998-04-01,2024-01-01
ASHBURTON (VIC.),1,-0.14142,1998-04-01,2024-01-01
ASHBURTON (VIC.),2,-0.14537,1998-04-01,2024-01-01
ASHBURTON (VIC.),3,0.017,1998-04-01,2024-01-01
ASHBURTON (VIC.),4,0.0456,1998-04-01,2024-01-01
ASHBURTON (VIC.),5,-0.03477,1998-04-01,2024-01-01
ASHBURTON (VIC.),6,0.02281,1998-04-01,2024-01-01
ASHBURTON (VIC.),7,0.00775,1998-04-01,2024-01-01
ASHBURTON (VIC.),8,-0.00081,1998-04-01,2024-01-01
ASHBURTON (VIC.),9,-0.00025,1998-04-01,2024-01-01
ASHBURTON (VIC.),10,0.00174,1998-04-01,2024-01-01
ASHBURTON (VIC.),11,0.00311,1998-04-01,2024-01-01
ASHBURTON (VIC.),12,-0.00695,1998-04-01,2024-01-01
ASHBURTON (VIC.),13,0.00763,1998-04-01,2024-01-01
ASHBURTON (VIC.),14,-0.01028,1998-04-01,2024-01-01
ASHBURTON (VIC.),15,-8e-05,1998-04-01,2024-01-01
ASHBURTON (VIC.),16,-0.00665,1998-04-01,2024-01-01
ASHBURTON (VIC.),17,-0.00167,1998-04-01,2024-01-01
ASHBURTON (VIC.),18,0.00038,1998-04-01,2024-01-01
ASHBURTON (VIC.),19,-0.00805,1998-04-01,2024-01-01
ASHBURTON (VIC.),20,0.00299,1998-04-01,2024-01-01
ASHBURTON (WA),0,0.78068,1998-04-01,2024-01-01
ASHBURTON (WA),1,0.4384,1998-04-01,2024-01-01
ASHBURTON (WA),2,-0.33976,1998-04-01,2024-01-01
ASHBURTON (WA),3,0.04328,1998-04-01,2024-01-01
ASHBURTON (WA),4,-0.12303,1998-04-01,2024-01-01
ASHBURTON (WA),5,0.21642,1998-04-01,2024-01-01
ASHBURTON (WA),6,0.11341,1998-04-01,2024-01-01
ASHBURTON (WA),7,-0.06016,1998-04-01,2024-01-01
ASHBURTON (WA),8,-0.02362,1998-04-01,2024-01-01
ASHBURTON (WA),9,0.00099,1998-04-01,2024-01-01
ASHBURTON (WA),10,0.0126,1998-04-01,2024-01-01
ASHBURTON (WA),11,-0.01498,1998-04-01,2024-01-01
ASHBURTON (WA),12,-0.00605,1998-04-01,2024-01-01
ASHBURTON (WA),13,0.00266,1998-04-01,2024-01-01
ASHBURTON (WA),14,-0.01181,1998-04-01,2024-01-01
ASHBURTON (WA),15,0.00056,1998-04-01,2024-01-01
ASHBURTON (WA),16,0.00277,1998-04-01,2024-01-01
ASHBURTON (WA),17,-0.00288,1998-04-01,2024-01-01
ASHBURTON (WA),18,0.01047,1998-04-01,2024-01-01
ASHBURTON (WA),19,0.00226,1998-04-01,2024-01-01
ASHBURTON (WA),20,-0.00304,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,0,0.93872,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,1,-0.32489,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,2,-0.02818,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,3,-0.07655,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,4,0.02843,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,5,0.05072,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,6,-0.05025,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,7,-0.01048,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,8,-0.00587,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,9,0.00183,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,10,0.0042,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,11,0.00461,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,12,-0.00227,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,13,-0.00145,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,14,0.00153,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,15,-0.00516,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,16,0.00199,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,17,0.00222,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,18,0.00123,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,19,0.00317,1998-04-01,2024-01-01
ASHCROFT - BUSBY - MILLER,20,0.00121,1998-04-01,2024-01-01
ASHFIELD,0,0.95746,1998-04-01,2024-01-01
ASHFIELD,1,-0.26216,1998-04-01,2024-01-01
ASHFIELD,2,-0.10113,1998-04-01,2024-01-01
ASHFIELD,3,-0.00199,1998-04-01,2024-01-01
ASHFIELD,4,0.03365,1998-04-01,2024-01-01
ASHFIELD,5,0.02876,1998-04-01,2024-01-01
ASHFIELD,6,0.01996,1998-04-01,2024-01-01
ASHFIELD,7,-0.01488,1998-04-01,2024-01-01
ASHFIELD,8,0.01063,1998-04-01,2024-01-01
ASHFIELD,9,0.01263,1998-04-01,2024-01-01
ASHFIELD,10,-0.00231,1998-04-01,2024-01-01
ASHFIELD,11,0.0204,1998-04-01,2024-01-01
ASHFIELD,12,-0.00897,1998-04-01,2024-01-01
ASHFIELD,13,0.01698,1998-04-01,2024-01-01
ASHFIELD,14,-0.00652,1998-04-01,2024-01-01
ASHFIELD,15,-0.00646,1998-04-01,2024-01-01
ASHFIELD,16,0.00923,1998-04-01,2024-01-01
ASHFIELD,17,-0.00173,1998-04-01,2024-01-01
ASHFIELD,18,0.00565,1998-04-01,2024-01-01
ASHFIELD,19,-0.00541,1998-04-01,2024-01-01
ASHFIELD,20,0.00112,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,0,0.96439,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,1,0.21135,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,2,0.11853,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,3,-0.02841,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,4,0.05667,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,5,0.03921,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,6,-0.05301,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,7,-0.04022,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,8,-0.00205,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,9,-0.00271,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,10,0.00522,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,11,-0.00903,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,12,-0.01862,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,13,-0.00278,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,14,-0.00103,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,15,-0.00071,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,16,-0.00209,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,17,0.00142,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,18,-0.00106,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,19,-0.00702,1998-04-01,2024-01-01
ASHFIELD - KEPNOCK,20,-0.00961,1998-04-01,2024-01-01
ASHGROVE,0,0.99756,1998-04-01,2024-01-01
ASHGROVE,1,-0.03102,1998-04-01,2024-01-01
ASHGROVE,2,-0.00066,1998-04-01,2024-01-01
ASHGROVE,3,-0.00013,1998-04-01,2024-01-01
ASHGROVE,4,0.01114,1998-04-01,2024-01-01
ASHGROVE,5,-0.00444,1998-04-01,2024-01-01
ASHGROVE,6,0.05003,1998-04-01,2024-01-01
ASHGROVE,7,-0.0108,1998-04-01,2024-01-01
ASHGROVE,8,0.01627,1998-04-01,2024-01-01
ASHGROVE,9,-0.02052,1998-04-01,2024-01-01
ASHGROVE,10,0.0025,1998-04-01,2024-01-01
ASHGROVE,11,0.00033,1998-04-01,2024-01-01
ASHGROVE,12,-0.00046,1998-04-01,2024-01-01
ASHGROVE,13,-0.00635,1998-04-01,2024-01-01
ASHGROVE,14,-0.00636,1998-04-01,2024-01-01
ASHGROVE,15,-0.00303,1998-04-01,2024-01-01
ASHGROVE,16,-0.00053,1998-04-01,2024-01-01
ASHGROVE,17,-0.00244,1998-04-01,2024-01-01
ASHGROVE,18,0.00385,1998-04-01,2024-01-01
ASHGROVE,19,0.00553,1998-04-01,2024-01-01
ASHGROVE,20,0.00169,1998-04-01,2024-01-01
ASHMORE,0,0.98926,1998-04-01,2024-01-01
ASHMORE,1,-0.01758,1998-04-01,2024-01-01
ASHMORE,2,0.13214,1998-04-01,2024-01-01
ASHMORE,3,0.00214,1998-04-01,2024-01-01
ASHMORE,4,0.04093,1998-04-01,2024-01-01
ASHMORE,5,-0.01173,1998-04-01,2024-01-01
ASHMORE,6,0.01027,1998-04-01,2024-01-01
ASHMORE,7,-0.02275,1998-04-01,2024-01-01
ASHMORE,8,0.02199,1998-04-01,2024-01-01
ASHMORE,9,-0.00388,1998-04-01,2024-01-01
ASHMORE,10,-0.01176,1998-04-01,2024-01-01
ASHMORE,11,0.00616,1998-04-01,2024-01-01
ASHMORE,12,0.00288,1998-04-01,2024-01-01
ASHMORE,13,-0.00273,1998-04-01,2024-01-01
ASHMORE,14,-0.0029,1998-04-01,2024-01-01
ASHMORE,15,0.006,1998-04-01,2024-01-01
ASHMORE,16,0.00037,1998-04-01,2024-01-01
ASHMORE,17,0.00507,1998-04-01,2024-01-01
ASHMORE,18,0.00166,1998-04-01,2024-01-01
ASHMORE,19,0.00024,1998-04-01,2024-01-01
ASHMORE,20,-0.00131,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,0,0.97978,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,1,-0.12086,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,2,-0.14025,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,3,-0.0313,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,4,0.03353,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,5,-0.04115,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,6,0.02416,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,7,-0.00479,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,8,-0.00763,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,9,-0.01218,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,10,0.01294,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,11,-0.00183,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,12,-0.01194,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,13,0.01035,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,14,0.00291,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,15,-0.00335,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,16,-0.00839,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,17,0.00081,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,18,-0.00223,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,19,-0.01193,1998-04-01,2024-01-01
ASHWOOD - CHADSTONE,20,-0.00805,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,0,0.99228,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,1,-0.06537,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,2,-0.08346,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,3,-0.03393,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,4,-0.03083,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,5,-0.02853,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,6,-0.00199,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,7,-0.01021,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,8,0.00162,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,9,0.01021,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,10,-0.00453,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,11,0.0014,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,12,-0.00677,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,13,-0.0106,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,14,0.00277,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,15,0.00361,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,16,-0.00701,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,17,0.01382,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,18,-0.00365,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,19,0.00841,1998-04-01,2024-01-01
ASPENDALE GARDENS - WATERWAYS,20,0.00123,1998-04-01,2024-01-01
ASPLEY,0,0.99795,1998-04-01,2024-01-01
ASPLEY,1,0.0134,1998-04-01,2024-01-01
ASPLEY,2,0.03262,1998-04-01,2024-01-01
ASPLEY,3,-0.00418,1998-04-01,2024-01-01
ASPLEY,4,0.00247,1998-04-01,2024-01-01
ASPLEY,5,0.00416,1998-04-01,2024-01-01
ASPLEY,6,0.01533,1998-04-01,2024-01-01
ASPLEY,7,-0.03711,1998-04-01,2024-01-01
ASPLEY,8,0.02524,1998-04-01,2024-01-01
ASPLEY,9,-0.0018,1998-04-01,2024-01-01
ASPLEY,10,-0.00076,1998-04-01,2024-01-01
ASPLEY,11,0.00565,1998-04-01,2024-01-01
ASPLEY,12,-0.00119,1998-04-01,2024-01-01
ASPLEY,13,-0.00688,1998-04-01,2024-01-01
ASPLEY,14,-0.00393,1998-04-01,2024-01-01
ASPLEY,15,-0.00033,1998-04-01,2024-01-01
ASPLEY,16,-0.00081,1998-04-01,2024-01-01
ASPLEY,17,-0.00564,1998-04-01,2024-01-01
ASPLEY,18,0.00319,1998-04-01,2024-01-01
ASPLEY,19,0.00634,1998-04-01,2024-01-01
ASPLEY,20,0.00148,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,0,0.95688,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,1,-0.27455,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,2,-0.0383,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,3,0.02964,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,4,0.0532,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,5,0.03497,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,6,0.0314,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,7,0.00479,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,8,-0.00061,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,9,0.02233,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,10,0.00522,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,11,0.00694,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,12,-0.01454,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,13,0.00857,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,14,0.00958,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,15,0.00756,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,16,-0.00088,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,17,-0.00858,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,18,0.00364,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,19,0.00168,1998-04-01,2024-01-01
ASQUITH - MOUNT COLAH,20,-0.00099,1998-04-01,2024-01-01
ATHELSTONE,0,0.99807,1998-04-01,2024-01-01
ATHELSTONE,1,0.03331,1998-04-01,2024-01-01
ATHELSTONE,2,0.00115,1998-04-01,2024-01-01
ATHELSTONE,3,0.00479,1998-04-01,2024-01-01
ATHELSTONE,4,0.00023,1998-04-01,2024-01-01
ATHELSTONE,5,-0.00812,1998-04-01,2024-01-01
ATHELSTONE,6,0.02582,1998-04-01,2024-01-01
ATHELSTONE,7,-0.02515,1998-04-01,2024-01-01
ATHELSTONE,8,-0.01882,1998-04-01,2024-01-01
ATHELSTONE,9,-0.01501,1998-04-01,2024-01-01
ATHELSTONE,10,0.00253,1998-04-01,2024-01-01
ATHELSTONE,11,-0.00066,1998-04-01,2024-01-01
ATHELSTONE,12,0.00742,1998-04-01,2024-01-01
ATHELSTONE,13,-0.00277,1998-04-01,2024-01-01
ATHELSTONE,14,0.00042,1998-04-01,2024-01-01
ATHELSTONE,15,-0.0085,1998-04-01,2024-01-01
ATHELSTONE,16,0.00135,1998-04-01,2024-01-01
ATHELSTONE,17,0.00383,1998-04-01,2024-01-01
ATHELSTONE,18,-0.00475,1998-04-01,2024-01-01
ATHELSTONE,19,0.00637,1998-04-01,2024-01-01
ATHELSTONE,20,-0.00252,1998-04-01,2024-01-01
ATHERTON,0,0.93211,1998-04-01,2024-01-01
ATHERTON,1,0.3331,1998-04-01,2024-01-01
ATHERTON,2,-0.0031,1998-04-01,2024-01-01
ATHERTON,3,0.07174,1998-04-01,2024-01-01
ATHERTON,4,0.09973,1998-04-01,2024-01-01
ATHERTON,5,-0.04983,1998-04-01,2024-01-01
ATHERTON,6,-0.0068,1998-04-01,2024-01-01
ATHERTON,7,0.00858,1998-04-01,2024-01-01
ATHERTON,8,-0.01346,1998-04-01,2024-01-01
ATHERTON,9,-0.01177,1998-04-01,2024-01-01
ATHERTON,10,0.00579,1998-04-01,2024-01-01
ATHERTON,11,0.01071,1998-04-01,2024-01-01
ATHERTON,12,-0.0016,1998-04-01,2024-01-01
ATHERTON,13,-0.01861,1998-04-01,2024-01-01
ATHERTON,14,-0.01,1998-04-01,2024-01-01
ATHERTON,15,0.00277,1998-04-01,2024-01-01
ATHERTON,16,-0.01341,1998-04-01,2024-01-01
ATHERTON,17,0.01157,1998-04-01,2024-01-01
ATHERTON,18,0.01298,1998-04-01,2024-01-01
ATHERTON,19,-0.0099,1998-04-01,2024-01-01
ATHERTON,20,0.01145,1998-04-01,2024-01-01
AUBURN - CENTRAL,0,0.94869,1998-04-01,2024-01-01
AUBURN - CENTRAL,1,-0.27792,1998-04-01,2024-01-01
AUBURN - CENTRAL,2,-0.10215,1998-04-01,2024-01-01
AUBURN - CENTRAL,3,-0.04176,1998-04-01,2024-01-01
AUBURN - CENTRAL,4,0.05076,1998-04-01,2024-01-01
AUBURN - CENTRAL,5,0.07284,1998-04-01,2024-01-01
AUBURN - CENTRAL,6,-0.02821,1998-04-01,2024-01-01
AUBURN - CENTRAL,7,-0.02643,1998-04-01,2024-01-01
AUBURN - CENTRAL,8,0.01444,1998-04-01,2024-01-01
AUBURN - CENTRAL,9,0.00572,1998-04-01,2024-01-01
AUBURN - CENTRAL,10,0.0022,1998-04-01,2024-01-01
AUBURN - CENTRAL,11,0.01349,1998-04-01,2024-01-01
AUBURN - CENTRAL,12,0.00341,1998-04-01,2024-01-01
AUBURN - CENTRAL,13,0.00794,1998-04-01,2024-01-01
AUBURN - CENTRAL,14,0.013,1998-04-01,2024-01-01
AUBURN - CENTRAL,15,-0.00135,1998-04-01,2024-01-01
AUBURN - CENTRAL,16,0.00408,1998-04-01,2024-01-01
AUBURN - CENTRAL,17,-0.0003,1998-04-01,2024-01-01
AUBURN - CENTRAL,18,0.0001,1998-04-01,2024-01-01
AUBURN - CENTRAL,19,-0.00221,1998-04-01,2024-01-01
AUBURN - CENTRAL,20,0.00202,1998-04-01,2024-01-01
AUBURN - NORTH,0,0.94535,1998-04-01,2024-01-01
AUBURN - NORTH,1,-0.29003,1998-04-01,2024-01-01
AUBURN - NORTH,2,-0.10192,1998-04-01,2024-01-01
AUBURN - NORTH,3,-0.02565,1998-04-01,2024-01-01
AUBURN - NORTH,4,0.06188,1998-04-01,2024-01-01
AUBURN - NORTH,5,0.07241,1998-04-01,2024-01-01
AUBURN - NORTH,6,-0.02642,1998-04-01,2024-01-01
AUBURN - NORTH,7,-0.02037,1998-04-01,2024-01-01
AUBURN - NORTH,8,0.01273,1998-04-01,2024-01-01
AUBURN - NORTH,9,0.00418,1998-04-01,2024-01-01
AUBURN - NORTH,10,0.00012,1998-04-01,2024-01-01
AUBURN - NORTH,11,0.01129,1998-04-01,2024-01-01
AUBURN - NORTH,12,-0.00017,1998-04-01,2024-01-01
AUBURN - NORTH,13,0.0052,1998-04-01,2024-01-01
AUBURN - NORTH,14,0.01177,1998-04-01,2024-01-01
AUBURN - NORTH,15,-0.002,1998-04-01,2024-01-01
AUBURN - NORTH,16,0.00423,1998-04-01,2024-01-01
AUBURN - NORTH,17,-0.001,1998-04-01,2024-01-01
AUBURN - NORTH,18,-5e-05,1998-04-01,2024-01-01
AUBURN - NORTH,19,-0.00193,1998-04-01,2024-01-01
AUBURN - NORTH,20,0.00108,1998-04-01,2024-01-01
AUBURN - SOUTH,0,0.95014,1998-04-01,2024-01-01
AUBURN - SOUTH,1,-0.27595,1998-04-01,2024-01-01
AUBURN - SOUTH,2,-0.07607,1998-04-01,2024-01-01
AUBURN - SOUTH,3,-0.0527,1998-04-01,2024-01-01
AUBURN - SOUTH,4,0.05195,1998-04-01,2024-01-01
AUBURN - SOUTH,5,0.08429,1998-04-01,2024-01-01
AUBURN - SOUTH,6,-0.02178,1998-04-01,2024-01-01
AUBURN - SOUTH,7,-0.02988,1998-04-01,2024-01-01
AUBURN - SOUTH,8,0.01077,1998-04-01,2024-01-01
AUBURN - SOUTH,9,0.00868,1998-04-01,2024-01-01
AUBURN - SOUTH,10,0.00598,1998-04-01,2024-01-01
AUBURN - SOUTH,11,0.01535,1998-04-01,2024-01-01
AUBURN - SOUTH,12,0.00666,1998-04-01,2024-01-01
AUBURN - SOUTH,13,0.01108,1998-04-01,2024-01-01
AUBURN - SOUTH,14,0.01285,1998-04-01,2024-01-01
AUBURN - SOUTH,15,0.00127,1998-04-01,2024-01-01
AUBURN - SOUTH,16,0.00404,1998-04-01,2024-01-01
AUBURN - SOUTH,17,-0.00121,1998-04-01,2024-01-01
AUBURN - SOUTH,18,0.00067,1998-04-01,2024-01-01
AUBURN - SOUTH,19,-0.00366,1998-04-01,2024-01-01
AUBURN - SOUTH,20,-5e-05,1998-04-01,2024-01-01
AUCHENFLOWER,0,0.99678,1998-04-01,2024-01-01
AUCHENFLOWER,1,-0.03618,1998-04-01,2024-01-01
AUCHENFLOWER,2,0.01186,1998-04-01,2024-01-01
AUCHENFLOWER,3,0.00068,1998-04-01,2024-01-01
AUCHENFLOWER,4,0.0031,1998-04-01,2024-01-01
AUCHENFLOWER,5,-0.01074,1998-04-01,2024-01-01
AUCHENFLOWER,6,0.0577,1998-04-01,2024-01-01
AUCHENFLOWER,7,-0.00921,1998-04-01,2024-01-01
